identifier,level,upgradeCost,upgradeTimeInSeconds,achievementRequirements,HP,fullHealDuration,attackType,abilities,attackPower,battleUseCost,forwardSpeed,spellRageIdentifier,requiredStableLevel,upgradeXP,xpRewardMultiplier,upgradeReward,powerLevel,nextEvolveLevel,tierNumber,rarity,ammoRechargingVFX,ammoChargedVFX,ammoRechargingSFX,h
E19Q4InvokerDragon_64,64,food:879406,1,,30012168,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,3741738,food:2958,4.2,rage1,70,19969712,1,experience:0,191908373,70,12,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_65,65,food:895657,1,,31531517,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,3931163,food:2994,4.2,rage1,71,20980676,1,experience:0,200244846,70,12,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_66,66,food:906492,1,haveMythicHarbinger,33127776,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,4130177,food:3030,4.2,rage1,72,22042816,1,experience:0,208710623,70,12,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_67,67,food:917327,1,,36566830,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,4558941,food:3102,4.2,rage1,74,24331141,1,experience:0,226030086,70,12,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_68,68,food:938996,1,,39378445,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,4909480,food:3156,4.2,rage1,77,26201970,1,experience:0,239359104,70,12,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_69,69,food:955248,1,,42406227,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,5286972,food:3210,4.2,rage1,80,28216651,1,experience:0,252979055,70,12,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_70,70,E19Q4InvokerDragonVanguardStone:1,1,haveLegendaryVanguard,45666821,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,5693489,food:3264,4.2,rage1,81,30386241,1,experience:0,266889938,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_71,71,food:987751,1,,47978680,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,5981721,food:3300,4.2,rage1,82,31924540,1,experience:0,276325488,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_72,72,food:998586,1,,50407582,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,6284545,food:3336,4.2,rage1,83,33540718,1,experience:0,285890342,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_73,73,food:1009420,1,,52959454,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,6602699,food:3372,4.2,rage1,84,35238712,1,experience:0,295584500,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_74,74,food:1020255,1,have2LegendaryVanguard,54283436,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,6767766,food:3390,4.2,rage1,85,36119676,1,experience:0,300480067,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_75,75,food:1025672,1,,55640513,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,6936960,food:3408,4.2,rage1,85,37022666,1,experience:0,305407960,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_76,76,food:1031089,1,haveMythicVanguard,57031512,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,7110384,food:3426,4.2,rage1,86,37948231,1,experience:0,310368179,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_77,77,food:1036507,1,,58457287,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,7288143,food:3444,4.2,rage1,86,38896936,1,experience:0,315360724,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_78,78,food:1041924,1,,59918711,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,7470346,food:3462,4.2,rage1,87,39869358,1,experience:0,320385594,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_79,79,food:1047341,1,,69487271,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,8663308,food:3570,4.2,rage1,90,46236221,1,experience:0,351213659,80,13,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_80,80,E19Q4InvokerDragonEmpyreanStone:1,1,haveLegendaryEmpyrean,73005043,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,9101887,food:3606,4.2,rage1,91,48576925,1,experience:0,361748287,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_81,81,food:1090680,1,,74830151,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,9329434,food:3624,4.2,rage1,91,49791347,1,experience:0,367064090,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_82,82,food:1096097,1,,78618389,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,9801736,food:3660,4.2,rage1,92,52312030,1,experience:0,377792672,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_83,83,food:1106931,1,have2LegendaryEmpyrean,80583833,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,10046779,food:3678,4.2,rage1,93,53619829,1,experience:0,383205453,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_84,84,food:1112349,1,,84663354,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,10555397,food:3714,4.2,rage1,94,56334328,1,experience:0,394127990,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_85,85,food:1123183,1,,88949414,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,11089763,food:3750,4.2,rage1,95,59186249,1,experience:0,405179831,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_86,86,food:1134018,1,,91173140,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,11367006,food:3768,4.2,rage1,95,60665903,1,experience:0,410754240,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_87,87,food:1139435,1,haveMythicEmpyrean,93452456,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,11651181,food:3786,4.2,rage1,96,62182549,1,experience:0,416360975,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_88,88,food:1144852,1,,100638024,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,12547046,food:3840,4.2,rage1,97,66963797,1,experience:0,433375134,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_89,89,food:1161104,1,,116709147,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,14550724,food:3948,4.2,rage1,100,77657465,1,experience:0,468276250,90,14,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_90,90,E19Q4InvokerDragonAbyssalStone:1,1,haveLegendaryAbyssal,125682923,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,15669537,food:4002,4.2,rage1,102,83628589,1,experience:0,486163206,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_91,91,food:1209860,1,,132045585,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,16462807,food:4038,4.2,rage1,103,87862283,1,experience:0,498249473,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_92,92,food:1220694,1,,138730361,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,17296236,food:4074,4.2,rage1,104,92310309,1,experience:0,510465042,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_93,93,food:1231529,1,,145753553,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,18171857,food:4110,4.2,rage1,105,96983517,1,experience:0,522809915,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_94,94,food:1242363,1,have2LegendaryAbyssal,149397376,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,18626153,food:4128,4.2,rage1,105,99408103,1,experience:0,529030840,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_95,95,food:1247781,1,,153132293,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,19091807,food:4146,4.2,rage1,106,101893303,1,experience:0,535284091,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_96,96,food:1253198,1,haveMythicAbyssal,160884580,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,20058329,food:4182,4.2,rage1,107,107051649,1,experience:0,547887570,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_97,97,food:1264032,1,,169029332,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,21073781,food:4218,4.2,rage1,108,112471137,1,experience:0,560620353,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_98,98,food:1274867,1,,177586403,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,22140641,food:4254,4.2,rage1,109,118164986,1,experience:0,573482438,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_99,99,food:1285702,1,,182026045,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,22694157,food:4272,4.2,rage1,109,121119110,1,experience:0,579961970,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,
E19Q4InvokerDragon_100,100,food:1291119,1,,191241077,17280,unisonCharge:E19Q4InvokerDragon_unisonCharge,umbralSpike:invokeExcavate1|invincibleSpell:magicBarrier1|cloak:hoverMode1|deflectingGale:rapidCooling1,23843048,food:4308,4.2,rage1,110,0,1.2,experience:0,593018010,0,15,5,prj_drg_dwarfTunnel_recharging.lvl,prj_drg_dwarfTunnel_charged.lvl,unison_charge_recharging,!@#fnjeaajicnkcepjj
