identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,explosionSceneFile,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,heightAttackBonusPercentage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,activeAbilityProjectile,activeAbilityProjectileEffects,perNeighborPercentageActivatedAttackIncrease,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityCost,activeAbilityRange,inRangeCompoundParticleEffectIdentifier,bonusLabel1,bonusLabel2,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,h
LightningTowerUpgrades_56,56,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1444992,5000000,,226,6381176,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,2128275,2660344,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,33,,,8905600,
LightningTowerUpgrades_57,57,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1465440,5000000,,229,7043622,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,2349216,2936520,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,34,,,9659440,
LightningTowerUpgrades_58,58,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1485888,5000000,,232,7774837,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,2593089,3241361,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,35,,,10437120,
LightningTowerUpgrades_59,59,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1506336,5000000,,239,8581963,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,2862281,3577851,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,35,,,11238640,
LightningTowerUpgrades_60,60,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1526784,5000000,,239,9472878,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,3159420,3949275,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,36,,,12064000,
LightningTowerUpgrades_61,61,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1751712,5000000,,300,9952442,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,3319363,4149204,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,37,,,12485620,
LightningTowerUpgrades_62,62,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1772160,5000000,,300,10456283,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,3487405,4359256,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,37,,,12913200,
LightningTowerUpgrades_63,63,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1792608,5000000,,300,10985630,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,3663951,4579939,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,38,,,13346740,
LightningTowerUpgrades_64,64,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1813056,5000000,,300,11541775,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,3849437,4811796,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,39,,,13786240,
LightningTowerUpgrades_65,65,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1833504,5000000,,300,12126077,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,4044310,5055388,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,39,,,14231700,
LightningTowerUpgrades_66,66,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1853952,5000000,,300,12739958,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,4249052,5311315,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,40,,,14683120,
LightningTowerUpgrades_67,67,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1874400,5000000,,300,13384916,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,4464159,5580198,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,40,,,15140500,
LightningTowerUpgrades_68,68,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1894848,5000000,,300,14062526,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,4690156,5862695,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,40,,,15603840,
LightningTowerUpgrades_69,69,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1915296,5000000,,300,14774440,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,4927594,6159492,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,40,,,16073140,
LightningTowerUpgrades_70,70,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1935744,5000000,,300,15522394,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,5177050,6471313,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,41,,,16548400,
LightningTowerUpgrades_71,71,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1956192,5000000,,300,16308213,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,5439138,6798922,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,41,,,17029620,
LightningTowerUpgrades_72,72,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1976640,5000000,,310,17133815,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,5714492,7143114,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,41,,,17516800,
LightningTowerUpgrades_73,73,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:1997088,5000000,,310,18001213,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,6003786,7504732,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,42,,,18009940,
LightningTowerUpgrades_74,74,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2017536,5000000,,310,18912522,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,6307726,7884658,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,42,,,18509040,
LightningTowerUpgrades_75,75,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2037984,5000000,,325,19869968,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,6627052,8283815,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,42,,,19014100,
LightningTowerUpgrades_76,76,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2058432,5000000,,325,21293401,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,7101794,8877242,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,43,,,19915622,
LightningTowerUpgrades_77,77,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2089104,5000000,,340,23380283,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,7797809,9747261,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,43,,,21114938,
LightningTowerUpgrades_78,78,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2109552,5000000,,340,25036291,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,8350120,10437650,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,44,,,22078470,
LightningTowerUpgrades_79,79,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2130000,5000000,,340,26800048,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,8938368,11172960,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,44,,,23069475,
LightningTowerUpgrades_80,80,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,355,29395176,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,9803893,12254866,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,44,,,24386582,
LightningTowerUpgrades_81,81,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,355,31444818,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,10487487,13109359,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,45,,,25442368,
LightningTowerUpgrades_82,82,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,365,33626651,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,11215171,14018964,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,45,,,26526820,
LightningTowerUpgrades_83,83,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,370,35948805,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,11989654,14987068,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,46,,,27640294,
LightningTowerUpgrades_84,84,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,375,38419897,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,12813809,16017261,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,46,,,28783150,
LightningTowerUpgrades_85,85,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,385,41049054,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,13690682,17113352,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,46,,,29955744,
LightningTowerUpgrades_86,86,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,430,43127160,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,14383769,17979710,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,46,,,30647640,
LightningTowerUpgrades_87,87,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,430,45310470,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,15111944,18889930,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,46,,,31346688,
LightningTowerUpgrades_88,88,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,435,47604312,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,15876983,19846229,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,46,,,32052888,
LightningTowerUpgrades_89,89,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,435,50014279,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,16680751,20850940,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,46,,,32766240,
LightningTowerUpgrades_90,90,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,440,52546250,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,17525212,21906515,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,46,,,33486744,
LightningTowerUpgrades_91,91,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,444,55206403,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,18412421,23015526,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,47,,,34214400,
LightningTowerUpgrades_92,92,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,448,58001226,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,19344546,24180683,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,47,,,34949208,
LightningTowerUpgrades_93,93,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,452,60937537,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,20323860,25404826,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,48,,,35691168,
LightningTowerUpgrades_94,94,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,456,64022498,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,21352751,26690939,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,48,,,36440280,
LightningTowerUpgrades_95,95,0,bld_lightning_level05-5.lvl,stru_tower_lobLocators.lvl,bld_lightning_level05_death.lvl,piercing:2160672,5000000,,460,67263636,0.5,1.25,70,lightning_bolt,hpReduction:hpReduction26,22433731,28042164,0,0,,,,,experience:106000,lightning_bolt_special,dragonSpellDependent:dragonSpellDependentLightningSpecial,30,showBattleText:lightningShotText,1.5,1.25,1,90,cmp_ptl_lightningTowerIdle,Adjacent Tower Bonus,,49,,,37196544,!@#aolcbdjdjhdklhko
