identifier,stealMultiplier,xpGainMultiplier,maxExperienceProtectionLevel,h
mult_869,0.2,0.2,100,
mult_870,0.2,0.2,100,
mult_871,0.2,0.2,100,
mult_872,0.2,0.2,100,
mult_873,0.2,0.2,100,
mult_874,0.2,0.2,100,
mult_875,0.2,0.2,100,
mult_876,0.2,0.2,100,
mult_877,0.2,0.2,100,
mult_878,0.2,0.2,100,
mult_879,0.2,0.2,100,
mult_880,0.2,0.2,100,
mult_881,0.2,0.2,100,
mult_882,0.2,0.2,100,
mult_883,0.2,0.2,100,
mult_884,0.2,0.2,100,
mult_885,0.2,0.2,100,
mult_886,0.2,0.2,100,
mult_887,0.2,0.2,100,
mult_888,0.2,0.2,100,
mult_889,0.2,0.2,100,
mult_890,0.2,0.2,100,
mult_891,0.2,0.2,100,
mult_892,0.2,0.2,100,
mult_893,0.2,0.2,100,
mult_894,0.2,0.2,100,
mult_895,0.2,0.2,100,
mult_896,0.2,0.2,100,
mult_897,0.2,0.2,100,
mult_898,0.2,0.2,100,
mult_899,0.2,0.2,100,
mult_900,0.2,0.2,100,
mult_901,0.2,0.2,100,
mult_902,0.2,0.2,100,
mult_903,0.2,0.2,100,
mult_904,0.2,0.2,100,
mult_905,0.2,0.2,100,
mult_906,0.2,0.2,100,
mult_907,0.2,0.2,100,
mult_908,0.2,0.2,100,
mult_909,0.2,0.2,100,
mult_910,0.2,0.2,100,
mult_911,0.2,0.2,100,
mult_912,0.2,0.2,100,
mult_913,0.2,0.2,100,
mult_914,0.2,0.2,100,
mult_915,0.2,0.2,100,
mult_916,0.2,0.2,100,
mult_917,0.2,0.2,100,
mult_918,0.2,0.2,100,
mult_919,0.2,0.2,100,
mult_920,0.2,0.2,100,
mult_921,0.2,0.2,100,
mult_922,0.2,0.2,100,
mult_923,0.2,0.2,100,
mult_924,0.2,0.2,100,
mult_925,0.2,0.2,100,
mult_926,0.2,0.2,100,
mult_927,0.2,0.2,100,
mult_928,0.2,0.2,100,
mult_929,0.2,0.2,100,
mult_930,0.2,0.2,100,
mult_931,0.2,0.2,100,
mult_932,0.2,0.2,100,
mult_933,0.2,0.2,100,
mult_934,0.2,0.2,100,
mult_935,0.2,0.2,100,
mult_936,0.2,0.2,100,
mult_937,0.2,0.2,100,
mult_938,0.2,0.2,100,
mult_939,0.2,0.2,100,
mult_940,0.2,0.2,100,
mult_941,0.2,0.2,100,
mult_942,0.2,0.2,100,
mult_943,0.2,0.2,100,
mult_944,0.2,0.2,100,
mult_945,0.2,0.2,100,
mult_946,0.2,0.2,100,
mult_947,0.2,0.2,100,
mult_948,0.2,0.2,100,
mult_949,0.2,0.2,100,
mult_950,0.2,0.2,100,
mult_951,0.2,0.2,100,
mult_952,0.2,0.2,100,
mult_953,0.2,0.2,100,
mult_954,0.2,0.2,100,
mult_955,0.2,0.2,100,
mult_956,0.2,0.2,100,
mult_957,0.2,0.2,100,
mult_958,0.2,0.2,100,
mult_959,0.2,0.2,100,
mult_960,0.2,0.2,100,
mult_961,0.2,0.2,100,
mult_962,0.2,0.2,100,
mult_963,0.2,0.2,100,
mult_964,0.2,0.2,100,
mult_965,0.2,0.2,100,
mult_966,0.2,0.2,100,
mult_967,0.2,0.2,100,
mult_968,0.2,0.2,100,
mult_969,0.2,0.2,100,
mult_970,0.2,0.2,100,
mult_971,0.2,0.2,100,
mult_972,0.2,0.2,100,
mult_973,0.2,0.2,100,
mult_974,0.2,0.2,100,
mult_975,0.2,0.2,100,
mult_976,0.2,0.2,100,
mult_977,0.2,0.2,100,
mult_978,0.2,0.2,100,
mult_979,0.2,0.2,100,
mult_980,0.2,0.2,100,
mult_981,0.2,0.2,100,
mult_982,0.2,0.2,100,
mult_983,0.2,0.2,100,
mult_984,0.2,0.2,100,
mult_985,0.2,0.2,100,
mult_986,0.2,0.2,100,
mult_987,0.2,0.2,100,
mult_988,0.2,0.2,100,
mult_989,0.2,0.2,100,
mult_990,0.2,0.2,100,
mult_991,0.2,0.2,100,
mult_992,0.2,0.2,100,
mult_993,0.2,0.2,100,
mult_994,0.2,0.2,100,
mult_995,0.2,0.2,100,
mult_996,0.2,0.2,100,
mult_997,0.2,0.2,100,
mult_998,0.2,0.2,100,!@#egmkamnndajckcah
