identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,shotsPerAttack,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,heightAttackBonusPercentage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityEffectDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,showcaseIsTrackingTarget,inRangeCompoundParticleEffectIdentifier,bonusLabel1,bonusLabel2,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,h
String,Integer,Integer,String,String,String,Integer,String,Integer,Float,Float,Float,Integer,Integer,String,String,Float,Float,Integer,Integer,String,String,String,String,String,String,String,String,Float,Float,Float,Integer,Integer,String,Integer,String,LocalizedString,LocalizedString,Integer,String,String,Integer,String
IceTurretBossNDEUpgrades_53,53,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2700,5000000,,15,9726772,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,166076,948953,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield53|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,31,,,9026870,
IceTurretBossNDEUpgrades_54,54,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1404096,5000000,,15,11004944,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,181411,1047467,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield54|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,32,,,9934355,
IceTurretBossNDEUpgrades_55,55,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2800,5000000,,15,12451076,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,196746,1156207,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield55|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,33,,,10873548,
IceTurretBossNDEUpgrades_56,56,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1444992,5000000,,15,12762352,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,214453,1276235,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield56|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,33,,,11844448,
IceTurretBossNDEUpgrades_57,57,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2900,5000000,,15,14087244,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,233754,1408724,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield57|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,34,,,12847055,
IceTurretBossNDEUpgrades_58,58,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1485888,5000000,,15,15549674,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,254792,1554967,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield58|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,35,,,13881370,
IceTurretBossNDEUpgrades_59,59,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:3000,5000000,,15,17163926,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,277723,1716393,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield59|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,35,,,14947391,
IceTurretBossNDEUpgrades_60,60,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1526784,5000000,,15,18945756,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,305495,1894576,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield60|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,36,,,16045120,
IceTurretBossNDEUpgrades_61,61,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:3500,5000000,,15,19904884,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,321775,2091257,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield61|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,37,,,16605875,
IceTurretBossNDEUpgrades_62,62,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1772160,5000000,,15,20912566,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,338065,2308355,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield62|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,37,,,17174556,
IceTurretBossNDEUpgrades_63,63,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:4000,5000000,,15,21971260,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,355179,2547992,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield63|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,38,,,17751164,
IceTurretBossNDEUpgrades_64,64,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1813056,5000000,,15,23083550,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,373160,2812505,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield64|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,39,,,18335699,
IceTurretBossNDEUpgrades_65,65,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:5000,5000000,,15,24252154,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,392051,3104479,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield65|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,39,,,18928161,
IceTurretBossNDEUpgrades_66,66,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1853952,5000000,,15,25479916,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,411898,3426763,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield66|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,40,,,19528550,
IceTurretBossNDEUpgrades_67,67,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:5000,5000000,,15,26769832,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,432750,3782504,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield67|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,40,,,20136865,
IceTurretBossNDEUpgrades_68,68,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1894848,5000000,,15,28125052,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,454658,4175177,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield68|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,40,,,20753107,
IceTurretBossNDEUpgrades_69,69,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:5500,5000000,,15,29548880,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,477675,4608613,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield69|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,40,,,21377276,
IceTurretBossNDEUpgrades_70,70,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1935744,5000000,,15,31044788,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,501857,5087046,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield70|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,41,,,22009372,
IceTurretBossNDEUpgrades_71,71,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:6000,5000000,,15,32616426,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,527263,5218628,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield71|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,41,,,22649395,
IceTurretBossNDEUpgrades_72,72,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1976640,5000000,,15,34267630,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,553955,5482821,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield72|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,41,,,23297344,
IceTurretBossNDEUpgrades_73,73,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:7000,5000000,,15,36002426,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,581999,5760388,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield73|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,42,,,23953220,
IceTurretBossNDEUpgrades_74,74,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:2017536,5000000,,15,37825044,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,611464,6052007,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield74|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,42,,,24617023,
IceTurretBossNDEUpgrades_75,75,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:8000,5000000,,15,39739936,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,642419,6358390,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield75|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,42,,,25288753,
IceTurretBossNDEUpgrades_76,76,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:2058432,5000000,,15,41751766,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,674941,6680283,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield76|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,43,,,25968410,
IceTurretBossNDEUpgrades_77,77,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:10000,5000000,,15,44962082,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,726836,7193933,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield77|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,43,,,27002757,
IceTurretBossNDEUpgrades_78,78,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:2109552,5000000,,15,47238284,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,763633,7558125,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield78|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,44,,,27702231,
IceTurretBossNDEUpgrades_79,79,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:12000,5000000,,15,49629718,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,802291,7940755,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield79|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,44,,,28409631,
IceTurretBossNDEUpgrades_80,80,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,15,53445774,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,863979,8551324,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield80|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,44,,,29485595,
IceTurretBossNDEUpgrades_81,81,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:14000,5000000,,15,56151460,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,907718,8984234,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield81|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,45,,,30212812,
IceTurretBossNDEUpgrades_82,82,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,15,58994124,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,953671,9439060,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield82|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,45,,,30947956,
IceTurretBossNDEUpgrades_83,83,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:17000,5000000,,15,61980698,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1001951,9916912,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield83|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,46,,,31691027,
IceTurretBossNDEUpgrades_84,84,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,15,65118470,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1052674,10418955,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield84|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,46,,,32442025,
IceTurretBossNDEUpgrades_85,85,0,bld_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:20000,5000000,,15,68415090,1.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,1105965,10946414,0,0,,,component:0.12,piercing:249,experience:106000,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield85|showBattleText:iceShieldText,1.5,1,2,1,90,bld_turret_death.lvl,1,Bone_turret,Ice Shield,,46,,,33200950,!@#oonjeipmkiahdcin
