identifier,filename,numberOfInstances,enabled,usedInBuildMode,usedInAttack,usedInStable,h
ptl_onHit_elementalFlakIceExplosion,ptl_onHit_elementalFlakIceExplosion.part,1,1,0,0,0,
drg_berserk_flame_01,ptl_drg_berserk_flame_01.part,1,1,0,1,0,
drg_berserk_flame_impact_01,ptl_drg_berserk_flame_impact_01.part,1,1,0,1,0,
ptl_imp_drg_starlight_hit,imp_drg_starlight_hit.part,1,1,0,1,0,
ptl_imp_drg_prism_hit,imp_drg_prism_hit.part,1,1,0,1,0,
ptl_imp_drg_owl_hit,imp_drg_owl_hit.part,1,1,0,1,0,
ptl_imp_drg_chroma_hit,imp_drg_chroma_hit.part,1,1,0,1,0,
ptl_imp_drg_abyssalAngler_hit,imp_drg_abyssalAngler_hit.part,1,1,0,1,0,
ptl_imp_drg_undead_wraith_hit,imp_drg_undead_wraith_hit.part,1,1,0,1,0,
ptl_imp_drg_obsidianWarrior_hit,imp_drg_obsidianWarrior_hit.part,1,1,0,1,0,
ptl_imp_drg_obsidianHunter_hit,imp_drg_obsidianHunter_hit.part,1,1,0,1,0,
ptl_imp_drg_obsidianSorcerer_hit,imp_drg_obsidianSorcerer_hit.part,1,1,0,1,0,
ptl_imp_drg_starlight_miss,imp_drg_starlight_miss.part,1,1,0,1,0,
ptl_imp_drg_prism_miss,imp_drg_prism_miss.part,1,1,0,1,0,
ptl_imp_drg_owl_miss,imp_drg_owl_miss.part,1,1,0,1,0,
ptl_imp_drg_chroma_miss,imp_drg_chroma_miss.part,1,1,0,1,0,
ptl_imp_drg_abyssalAngler_miss,imp_drg_abyssalAngler_miss.part,1,1,0,1,0,
ptl_imp_drg_undead_wraith_miss,imp_drg_undead_wraith_miss.part,1,1,0,1,0,
ptl_imp_drg_obsidianWarrior_miss,imp_drg_obsidianWarrior_miss.part,1,1,0,1,0,
ptl_imp_drg_obsidianHunter_miss,imp_drg_obsidianHunter_miss.part,1,1,0,1,0,
ptl_imp_drg_obsidianSorcerer_miss,imp_drg_obsidianSorcerer_miss.part,1,1,0,1,0,
ptl_building_attackReduced,ptl_buildingAttackReduced.part,1,1,0,1,0,
ptl_drg_nova_glow,spl_nova_glow.part,1,1,0,1,0,
ptl_drg_nova_wisp,spl_nova_wisp.part,1,1,0,1,0,
ptl_imp_drg_lightspeed_hit,imp_drg_lightspeed_hit.part,1,1,0,1,0,
ptl_imp_drg_lightspeed_miss,imp_drg_lightspeed_miss.part,1,1,0,1,0,
ptl_building_lightspeed_flame,spl_lightspeed_LOD00.part,1,1,0,,,
ptl_drg_lightspeed_fade,spl_lightspeed_fade_LOD00.part,1,1,0,,,
ptl_imp_drg_twitchFan_hit,imp_drg_twitchFan_hit_LOD00.part,1,1,0,1,0,
ptl_imp_drg_twitchFan_miss,imp_drg_twitchFan_miss_LOD00.part,1,1,0,1,0,
ptl_imp_drg_patchwork_hit,imp_drg_patchwork_hit_LOD00.part,1,1,0,1,0,
ptl_imp_drg_patchwork_miss,imp_drg_patchwork_miss_LOD00.part,1,1,0,1,0,
ptl_imp_drg_spider_hit,imp_drg_spider_hit_LOD00.part,1,1,0,1,0,
ptl_imp_drg_spider_miss,imp_drg_spider_miss_LOD00.part,1,1,0,1,0,
ptl_imp_drg_revenant_hit,imp_drg_revenant_hit_LOD00.part,1,1,0,1,0,
ptl_imp_drg_revenant_miss,imp_drg_revenant_miss_LOD00.part,1,1,0,1,0,
imp_drg_fullMoon_hit,imp_drg_fullMoon_flame_hit_LOD00.part,1,1,0,1,0,
imp_drg_fullMoon_miss,imp_drg_fullMoon_flame_miss_LOD00.part,1,1,0,1,0,
ptl_energy_syphon_fullMoon,ptl_drg_energy_siphon_fullMoon_01.part,1,1,0,1,0,
ptl_stoneform_hit,ptl_spell_stoneform_impact_01.part,1,1,0,1,0,
imp_drg_gargoyle_hit,imp_drg_gargoyle_hit_LOD00.part,1,1,0,1,0,
imp_drg_gargoyle_miss,imp_drg_gargoyle_miss_LOD00.part,1,1,0,1,0,
imp_drg_werewolf_hit,imp_drg_werewolf_01_hit_LOD00.part,1,1,0,1,0,
imp_drg_werewolf_miss,imp_drg_werewolf_01_miss_LOD00.part,1,1,0,1,0,
ptl_imp_drg_mummy_hit,imp_drg_mummy_hit_LOD00.part,1,1,0,1,0,
ptl_imp_drg_mummy_miss,imp_drg_mummy_miss_LOD00.part,1,1,0,1,0,
spl_reanimate_rising,spl_reanimate_rising_LOD00.part,1,1,0,1,0,
spl_reanimate_shield,spl_reanimate_shield_LOD00.part,1,1,0,1,0,
spl_reanimate_heal,spl_reanimate_heal_LOD00.part,1,1,0,1,0,
iceFlak_ChargeUp,ptl_iceFlak_ChargeUp.part,1,1,0,1,0,
iceFlak_super,ptl_iceFlak_super.part,1,1,0,0,0,
ptl_shield_frostShield_destruct,ptl_shield_frostShield_Destruct.part,1,1,0,1,0,
ptl_soul_devour_heal,ptl_heal_dragonSpell_02.part,1,1,0,1,0,
ptl_soul_devour,ptl_drg_soul_devour_01.part,1,1,0,1,0,
ptl_building_defensiveRoar,ptl_buildingDefensiveRoar.part,1,1,0,1,0,
ptl_building_defensiveRoar_persist,ptl_buildingDefensiveRoar_arrow.part,1,1,0,1,0,
ptl_dragon_defensiveRoar,ptl_dragon_defensiveRoar.part,1,1,0,1,0,
ptl_drg_lifeMark_spell_01,ptl_drg_lifeMark_spell_01.part,1,1,0,1,0,
ptl_lifeMark_dragonSpell_02,ptl_heal_dragonSpell_02.part,1,1,0,1,0,
ptl_absorbMagic_hit,spl_absorbmagic_impact_LOD00.part,1,1,0,1,0,
ptl_seekerShots_hit,imp_seekerShot.part,1,1,0,1,0,
drg_lightningFamiliar_flame_01,prj_drg_lightningFamiliar_flame_LOD00.part,1,1,0,1,0,
drg_lightningFamiliar_flame_impact_01,imp_drg_lightningFamiliar_hit_LOD00.part,1,1,0,1,0,
tidalSurge,spl_tidalSurge_LOD00.part,1,1,0,1,0,
tidalSurge_miss,imp_tidalSurge_miss_LOD00.part,1,1,0,1,0,
tidalSurge_hit,imp_tidalSurge_hit_LOD00.part,1,1,0,1,0,
tidalSurge_grow,spl_tidalSurge_sphere_LOD00.part,1,1,0,1,0,
imp_drg_lion_hit,imp_drg_lion_hit_LOD00.part,1,1,0,1,0,
imp_drg_chariot_hit,imp_drg_chariot_hit_LOD00.part,1,1,0,1,0,
imp_drg_gladiator_hit,imp_drg_gladiator_hit_LOD00.part,1,1,0,1,0,
imp_drg_warhawk_hit,imp_drg_warhawk_hit_LOD00.part,1,1,0,1,0,
imp_drg_neptune_hit,imp_drg_neptune_hit_LOD00.part,1,1,0,1,0,
imp_drg_lion_miss,imp_drg_lion_miss_LOD00.part,1,1,0,1,0,
imp_drg_gladiator_miss,imp_drg_gladiator_miss_LOD00.part,1,1,0,1,0,
imp_drg_warhawk_miss,imp_drg_warhawk_miss_LOD00.part,1,1,0,1,0,
imp_drg_neptune_miss,imp_drg_neptune_miss_LOD00.part,1,1,0,1,0,
imp_drg_shieldAssault,imp_drg_shieldAssault_LOD00.part,1,1,0,1,0,
imp_drg_tundra_hit,imp_drg_tundra_hit_LOD00.part,1,1,0,1,0,
imp_drg_furnace_hit,imp_drg_furnace_hit_LOD00.part,1,1,0,1,0,
imp_drg_elven_hit,imp_drg_elven_hit_LOD00.part,1,1,0,1,0,
imp_drg_oasis_hit,imp_drg_oasis_hit_LOD00.part,1,1,0,1,0,
imp_drg_tundraWar_hit,imp_drg_tundraWar_hit_LOD00.part,1,1,0,1,0,
imp_drg_oasisWar_hit,imp_drg_oasisWar_hit_LOD00.part,1,1,0,1,0,
imp_drg_tundra_miss,imp_drg_tundra_miss_LOD00.part,1,1,0,1,0,
imp_drg_furnace_miss,imp_drg_furnace_miss_LOD00.part,1,1,0,1,0,
imp_drg_elven_miss,imp_drg_elven_miss_LOD00.part,1,1,0,1,0,
imp_drg_tundraWar_miss,imp_drg_tundraWar_miss_LOD00.part,1,1,0,1,0,
imp_drg_unicorn_miss,imp_drg_unicorn_miss_LOD00.part,1,1,0,1,0,
imp_drg_unicorn_hit,imp_drg_unicorn_hit_LOD00.part,1,1,0,1,0,
spl_renewal_apply,spl_renewal_apply_LOD00.part,1,1,0,1,0,
spl_renewal_prepare,spl_renewal_prepare_LOD00.part,1,1,0,1,0,
imp_drg_wintersBite,imp_drg_wintersBite_LOD00.part,1,1,0,1,0,
drg_autumnsReap_fireball,ptl_drg_autumnsReap_fireball_LOD00.part,1,1,0,1,0,
drg_autumnsReap_fireball_hit,imp_drg_autumnsReap_hit_LOD00.part,1,1,0,1,0,
ptl_summersPurification_hit_light,ptl_summersPurification_hit_light_01_LOD00.part,1,1,0,1,0,
ptl_summersPurification_sphere_light,ptl_summersPurification_sphere_light_LOD00.part,1,1,0,1,0,
solarStrike_hit,imp_solarStrike_hit_LOD00.part,1,1,0,1,0,
solarStrike_grow,spl_solarStrike_sphere_LOD00.part,1,1,0,1,0,
solarStrike_miss,imp_solarStrike_miss_LOD00.part,1,1,0,1,0,
solarStrike,spl_solarStrike_LOD00.part,1,1,0,1,0,
ptl_ghostfireWreath,ptl_ghostfireWreath_LOD00.part,1,1,0,1,0,
ptl_ghostfireWreath_shrink,ptl_ghostfireWreath_shrink_LOD00.part,1,1,0,1,0,
ptl_drg_ghostfireWreath_explosion_01,ptl_drg_nocturnalFissure_explosion_01_LOD00.part,1,1,0,1,0,
heal_ghostfireWreath,ptl_heal_ghostfireWreath_LOD00.part,1,1,0,1,0,
ghostfireBlast_buildup,ptl_ghostfireBlast_spell_buildup_01_LOD00.part,1,1,1,1,0,
ptl_ghostfireBlast_spell_impact_02,ptl_ghostfireBlast_spell_impact_02_LOD00.part,1,1,0,0,0,
ghostfireBlast_effect,ghostfireBlast_hover_projectile_LOD00.part,1,1,0,1,0,
ptl_drg_summersPurification_impact_01,ptl_drg_summersPurification_impact_01_LOD00.part,1,1,0,1,0,
imp_drg_feySpring_hit,imp_drg_feySpring_hit_LOD00.part,1,1,0,1,0,
imp_drg_feySpring_miss,imp_drg_feySpring_miss_LOD00.part,1,1,0,1,0,
imp_drg_feySummer_hit,imp_drg_feySummer_hit_LOD00.part,1,1,0,1,0,
imp_drg_feyAutumn_hit,imp_drg_feyAutumn_hit_LOD00.part,1,1,0,1,0,
imp_drg_feyAutumn_miss,imp_drg_feyAutumn_miss_LOD00.part,1,1,0,1,0,
imp_drg_feyWinter_hit,imp_drg_feyWinter_hit_LOD00.part,1,1,0,1,0,
imp_drg_feyWinter_miss,imp_drg_feyWinter_miss_LOD00.part,1,1,0,1,0,
imp_drg_feyBonfire_hit,imp_drg_feyBonfire_hit_LOD00.part,1,1,0,1,0,
imp_drg_goofy_hippo_miss,imp_drg_goofy_hippo_miss_LOD00.part,1,1,0,1,0,
imp_drg_goofy_hippo_hit,imp_drg_goofy_hippo_hit_LOD00.part,1,1,0,1,0,
imp_drg_swamp_miss,imp_drg_swamp_miss_LOD00.part,1,1,0,1,0,
imp_drg_swamp_hit,imp_drg_swamp_hit_LOD00.part,1,1,0,1,0,
imp_drg_swampWar_miss,imp_drg_swampWar_miss_LOD00.part,1,1,0,1,0,
imp_drg_swampWar_hit,imp_drg_swampWar_hit_LOD00.part,1,1,0,1,0,
imp_drg_celestial_hit,imp_drg_celestial_hit_LOD00.part,1,1,0,1,0,
imp_drg_viking_hit,imp_drg_viking_hit_LOD00.part,1,1,0,1,0,
imp_drg_viking_miss,imp_drg_viking_miss_LOD00.part,1,1,0,1,0,
imp_drg_leopard_hit,imp_drg_leopard_hit_LOD00.part,1,1,0,1,0,
imp_drg_leopard_miss,imp_drg_leopard_miss_LOD00.part,1,1,0,1,0,
imp_drg_feyBloodmoon_hit,imp_drg_feyBloodmoon_hit_LOD00.part,1,1,0,1,0,
imp_drg_feyBloodmoon_miss,imp_drg_feyBloodmoon_miss_LOD00.part,1,1,0,1,0,
imp_drg_furnaceHunter_hit,imp_drg_furnaceHunter_hit_LOD00.part,1,1,0,1,0,
imp_drg_furnaceHunter_miss,imp_drg_furnaceHunter_miss_LOD00.part,1,1,0,1,0,
imp_drg_natureSorcerer_hit,imp_drg_natureSorcerer_hit_LOD00.part,1,1,0,1,0,
imp_drg_gohei_hit,imp_drg_gohei_hit_LOD00.part,1,1,0,1,0,
imp_drg_rampage,imp_drg_rampage_LOD00.part,1,1,0,1,0,
ptl_storm_shield_impact_01,imp_stormShield_LOD00.part,1,1,0,1,0,
ptl_storm_shield_death,spl_stormShield_supershot_death_LOD00.part,1,1,0,1,0,
imp_drg_heatstroke_hit,imp_drg_heatstroke_hit_LOD00.part,1,1,0,1,0,
imp_drg_heatstroke_miss,imp_drg_heatstroke_miss_LOD00.part,1,1,0,1,0,
spl_everlastingHunt_shield,spl_everlastingHunt_shield_LOD00.part,1,1,0,1,0,
spl_everlastingHunt_rising,spl_everlastingHunt_rising_LOD00.part,1,1,0,1,0,
spl_everlastingHunt_heal,spl_everlastingHunt_heal_LOD00.part,1,1,0,1,0,
imp_drg_jungleSorcerer_hit,imp_drg_jungleSorcerer_hit_LOD00.part,1,1,0,1,0,
imp_drg_vulture_hit,imp_drg_vulture_hit_LOD00.part,1,1,0,1,0,
imp_drg_vulture_miss,imp_drg_vulture_miss_LOD00.part,1,1,0,1,0,
imp_drg_shamanWarrior_hit,imp_drg_shamanWarrior_hit_LOD00.part,1,1,0,1,0,
imp_drg_shamanWarrior_miss,imp_drg_shamanWarrior_miss_LOD00.part,1,1,0,1,0,
electro_flak_buff,spl_bld_electro_flak_buff.part,1,1,0,0,0,
ptl_attack_increase,ptl_attackIncrease_LOD00.part,1,1,0,1,0,
spl_flashFreeze,ptl_drg_flashFreeze_LOD00.part,1,1,0,1,0,
spl_shadowStrike_Buff,spl_shadowStrike_Buff_LOD00.part,1,1,0,1,0,
syphonStrike_grow,spl_syphonStrike_sphere_LOD00.part,1,1,0,1,0,
imp_syphonStrike_hit,imp_syphonStrike_hit_LOD00.part,1,1,0,1,0,
imp_syphonStrike_miss,imp_syphonStrike_miss_LOD00.part,1,1,0,1,0,
ptl_drg_echoingBlast_glow,spl_echoingBlast_glow_LOD00.part,1,1,0,1,0,
ptl_drg_echoingBlast_wisp,spl_echoingBlast_wisp_LOD00.part,1,1,0,1,0,
imp_drg_bat_hit,imp_drg_bat_hit_LOD00.part,1,1,0,1,0,
imp_drg_jaguar_hit,imp_drg_jaguar_hit_LOD00.part,1,1,0,1,0,
imp_drg_jaguar_miss,imp_drg_jaguar_miss_LOD00.part,1,1,0,1,0,
fury_of_the_wastes_particle,spl_fury_of_the_wastes_LOD00.part,1,1,0,1,0,
imp_drg_goofy_axolotl_hit,imp_drg_goofy_axolotl_hit_LOD00.part,1,1,0,1,0,
imp_drg_goofy_axolotl_miss,imp_drg_goofy_axolotl_miss_LOD00.part,1,1,0,1,0,
rainbowShot_buildup,spl_rainbowShot_buildup_LOD00.part,1,1,0,1,0,
rainbowShot_projectile_effect,spl_rainbowShot_projectile_LOD00.part,1,1,0,0,0,
rainbowShot_impact_miss,imp_rainbowShot_miss_LOD00.part,1,1,0,0,0,
ptl_drg_ethereal_Chains_onGround,imp_etherealChains_onGround_LOD00.part,1,1,0,1,0,
ptl_drg_ethereal_Chains_charge,spl_etherealChains_charge_LOD00.part,1,1,0,1,0,
ptl_cripplingChill_spell_impact,ptl_cripplingChill_spell_impact_LOD00.part,1,1,0,0,0,
cripplingChill_effect,spl_cripplingChill_buildup_LOD00.part,1,1,0,0,0,
cripplingChill_buildup,spl_cripplingChill_buildup_LOD00.part,1,1,1,1,0,
ptl_dragon_energize,spl_energize_LOD00.part,1,1,0,1,0,
imp_drg_maskKnight_hit,imp_drg_maskKnight_hit_LOD00.part,1,1,0,1,0,
imp_drg_maskKnight_miss,imp_drg_maskKnight_miss_LOD00.part,1,1,0,1,0,
imp_drg_maskWind_hit,imp_drg_maskWind_hit_LOD00.part,1,1,0,1,0,
imp_drg_maskPlague_hit,imp_drg_maskPlague_hit_LOD00.part,1,1,0,1,0,
imp_drg_maskPlague_miss,imp_drg_maskPlague_miss_LOD00.part,1,1,0,1,0,
imp_drg_spectralForm_hit,imp_drg_spectralForm_hit_LOD00.part,1,1,0,1,0,
imp_drg_spectralForm_miss,imp_drg_spectralForm_miss_LOD00.part,1,1,0,1,0,
imp_drg_spectralForm_warrior_hit,imp_drg_spectralForm_warrior_hit_LOD00.part,1,1,0,1,0,
imp_drg_spectralForm_warrior_miss,imp_drg_spectralForm_warrior_miss_LOD00.part,1,1,0,1,0,
imp_drg_oni_hit,imp_drg_oni_hit_LOD00.part,1,1,0,1,0,
imp_drg_oni_miss,imp_drg_oni_miss_LOD00.part,1,1,0,1,0,
imp_drg_shaman_hit,imp_drg_shaman_hit_LOD00.part,1,1,0,1,0,
imp_drg_shaman_miss,imp_drg_shaman_miss_LOD00.part,1,1,0,1,0,
imp_drg_worldSerpent_hit,imp_drg_worldSerpent_hit_LOD00.part,1,1,0,1,0,
spl_drg_derisiveShriek,spl_drg_derisiveShriek_LOD00.part,1,1,0,1,0,
ptl_drg_scarlet_Fever_impact,spl_scarletFever_impact_LOD00.part,1,1,0,1,0,
ptl_building_scarletFever_base,ptl_scarletFever_Base_LOD00.part,1,1,0,1,0,
ptl_building_scarletFever_stun,spl_scarletFever_stun_LOD00.part,1,1,0,1,0,
ptl_scarletFever,spl_scarletFever_LOD00.part,1,1,0,1,0,
drg_inferno_heated_flame_01,spl_inferno_LOD00.part,1,1,0,1,0,
drg_inferno_heated_flame_impact_01,imp_inferno_LOD00.part,1,1,0,1,0,
drg_inferno_radiance_flame_01,ptl_drg_inferno_radiance_flame_01_LOD00.part,1,1,0,1,0,
drg_inferno_radiance_flame_impact_01,ptl_drg_inferno_radiance_flame_impact_01_LOD00.part,1,1,0,1,0,
drg_inferno_piercing_flame_01,ptl_drg_inferno_piercing_flame_01_LOD00.part,1,1,0,1,0,
drg_inferno_piercing_flame_impact_01,ptl_drg_inferno_piercing_flame_impact_01_LOD00.part,1,1,0,1,0,
imp_drg_maskRedDeath_hit,imp_drg_maskRedDeath_hit_LOD00.part,1,1,0,1,0,
imp_drg_maskRedDeath_miss,imp_drg_maskRedDeath_miss_LOD00.part,1,1,0,1,0,
imp_drg_maskNoble_hit,imp_drg_maskNoble_hit_LOD00.part,1,1,0,1,0,
imp_drg_maskNoble_miss,imp_drg_maskNoble_miss_LOD00.part,1,1,0,1,0,
imp_drg_harrowingBolt_hit,spl_harrowingBolt_onbuilding_LOD00.part,1,1,0,1,0,
spl_harrowingBolt_heal,spl_harrowingBolt_heal_LOD00.part,1,1,0,1,0,
imp_drg_maskFestive_hit,imp_drg_maskFestive_hit_LOD00.part,1,1,0,1,0,
imp_soulBarrage_hit,imp_soulBarrage_hit_LOD00.part,1,1,0,1,0,
ptl_drg_deathKnell_glow,spl_deathKnell_glow_LOD00.part,1,1,0,1,0,
ptl_drg_deathKnell_wisp,spl_deathKnell_wisp_LOD00.part,1,1,0,1,0,
imp_ectoplasmicBreath_hit,imp_ectoplasmicBreath_hit_LOD00.part,1,1,0,1,0,
cmp_ptl_earthHPBoost_initiate,ptl_earthFlakHPBoostSuper_initiate.part,1,1,0,0,0,
imp_drg_vikingRaider_hit,imp_drg_vikingRaider_hit_LOD00.part,1,1,0,1,0,
imp_drg_vikingWolves_hit,imp_drg_vikingWolves_hit_LOD00.part,1,1,0,1,0,
imp_drg_vikingFire_hit,imp_drg_vikingFire_hit_LOD00.part,1,1,0,1,0,
imp_drg_vikingTrio_hit,imp_drg_vikingTrio_hit_LOD00.part,1,1,0,1,0,
imp_drg_vikingValkyrie_hit,imp_drg_vikingValkyrie_hit_LOD00.part,1,1,0,1,0,
imp_drg_vikingJarl_hit,imp_drg_vikingJarl_hit_LOD00.part,1,1,0,1,0,
imp_drg_vikingRaider_miss,imp_drg_vikingRaider_miss_LOD00.part,1,1,0,1,0,
imp_drg_vikingWolves_miss,imp_drg_vikingWolves_miss_LOD00.part,1,1,0,1,0,
imp_drg_vikingFire_miss,imp_drg_vikingFire_miss_LOD00.part,1,1,0,1,0,
imp_drg_vikingTrio_miss,imp_drg_vikingTrio_miss_LOD00.part,1,1,0,1,0,
imp_drg_vikingValkyrie_miss,imp_drg_vikingValkyrie_miss_LOD00.part,1,1,0,1,0,
imp_drg_vikingJarl_miss,imp_drg_vikingJarl_miss_LOD00.part,1,1,0,1,0,
imp_drg_snowBlind,imp_drg_snowBlind_LOD00.part,1,1,0,1,0,
spl_huntersMark_apply,spl_huntersMark_apply_LOD00.part,1,1,0,1,0,
spl_huntersMark_applyBuilding,z_empty.part,1,1,0,1,0,
spl_huntersMark_prepare,spl_huntersMark_prepare_LOD00.part,1,1,0,1,0,
ragnarok_hit,imp_drg_ragnarok_LOD00.part,1,1,0,1,0,
ragnarok_grow,spl_ragnarok_prepare_LOD00.part,1,1,0,1,0,
incinerate_initiate,ptl_incinerate_initiate.part,1,1,0,1,0,
incinerate_explosion,ptl_incinerate_explosion.part,1,1,0,1,0,
incinerate_onBuilding,imp_drg_incinerate_LOD00.part,1,1,0,1,0,
imp_drg_spiritualGuardian_miss,imp_drg_spiritualGuardian_hit_LOD00.part,1,1,0,1,0,
imp_drg_spiritualGuardian_hit,imp_drg_spiritualGuardian_miss_LOD00.part,1,1,0,1,0,
imp_spearSalvo_hit,imp_spearSalvo_hit_LOD00.part,1,1,0,1,0,
spl_timeStop,ptl_drg_timeStop_LOD00.part,1,1,0,1,0,
ptl_staticBlast_spell_impact_02,spl_drg_staticBlast_strike_LOD00.part,1,1,0,0,,
staticBlast_effect,staticBlast_hover_projectile.part,1,1,0,1,0,
staticBlast_buildup,spl_drg_staticBlast_spell_buildup_LOD00.part,1,1,1,1,0,
ptl_imp_drg_solarVolley_hit,imp_drg_solarVolley_hit.part,1,1,0,1,0,
ptl_imp_drg_solarVolley_miss,imp_drg_solarVolley_miss.part,1,1,0,1,0,
ptl_building_solarVolley_flame,spl_solarVolley_LOD00.part,1,1,0,,,
ptl_drg_solarVolley_fade,spl_solarVolley_fade_LOD00.part,1,1,0,,,
imp_drg_onslaught,imp_drg_onslaught_LOD00.part,1,1,0,1,0,
spl_dibilitatingSludge,spl_dibilitatingSludge_LOD00.part,1,1,0,1,0,
imp_drg_miasmic_flame_01,imp_drg_miasmic_flame_01_LOD00.part,1,1,0,1,0,
ptl_building_unnervingShriek,spl_unnervingShriek_LOD00.part,1,1,0,1,0,
ptl_building_unnervingShriek_persist,spl_unnervingShriek_arrow_LOD00.part,1,1,0,1,0,
ptl_dragon_unnervingShriek,spl_unnervingShriek_onDragon_LOD00.part,1,1,0,1,0,
ptl_coldSnap_spell_impact,ptl_coldSnap_spell_impact_LOD00.part,1,1,0,0,0,
coldSnap_effect,spl_coldSnap_buildup_LOD00.part,1,1,0,0,0,
coldSnap_buildup,spl_coldSnap_buildup_LOD00.part,1,1,1,1,0,
imp_drg_dragonfireMissile_hit,spl_dragonfireMissile_onbuilding_LOD00.part,1,1,0,1,0,
spl_dragonfireMissile_heal,spl_dragonfireMissile_rage_LOD00.part,1,1,0,1,0,
spiralingMadness_particle,spl_spiralingMadness_LOD00.part,1,1,0,1,0,
spl_darkRebirth_shield,spl_darkRebirth_shield_LOD00.part,1,1,0,1,0,
spl_darkRebirth_rising,spl_darkRebirth_rising_LOD00.part,1,1,0,1,0,
spl_darkRebirth_heal,spl_darkRebirth_heal_LOD00.part,1,1,0,1,0,
ptl_drg_divineStorm_impact,spl_drg_divineStorm_impact_LOD00.part,1,1,0,1,0,
ptl_divineStorm_building_shock_base,spl_divineStorm_shockedBase_LOD00.part,1,1,0,1,0,
ptl_dragon_divineStorm_ball,spl_divineStorm_muzzle_LOD00.part,1,1,0,1,0,
imp_drg_frostBreath,imp_drg_frostBreath_LOD00.part,1,1,0,1,0,
drg_immolatingBreath_heated_flame_impact_01,imp_immolatingBreath_LOD00.part,1,1,0,1,0,
imp_drg_leechingBreath,imp_drg_leechingBreath_LOD00.part,1,1,0,1,0,
imp_drg_summonPuppet,imp_drg_summonPuppet_LOD00.part,1,1,0,1,0,
imp_drg_gladiatorLegion_hit,imp_drg_gladiatorLegion_hit_LOD00.part,1,1,0,1,0,
imp_drg_gladiatorLegion_miss,imp_drg_gladiatorLegion_miss_LOD00.part,1,1,0,1,0,
imp_drg_swampFire_hit,imp_drg_swampFire_hit_LOD00.part,1,1,0,1,0,
imp_drg_swampFire_miss,imp_drg_swampFire_miss_LOD00.part,1,1,0,1,0,
imp_drg_egyptianHawk_hit,imp_drg_egyptianHawk_hit_LOD00.part,1,1,0,1,0,
imp_drg_egyptianHawk_miss,imp_drg_egyptianHawk_miss_LOD00.part,1,1,0,1,0,
imp_drg_glacialProwler_hit,imp_drg_glacialProwler_hit_LOD00.part,1,1,0,1,0,
imp_drg_glacialProwler_miss,imp_drg_glacialProwler_miss_LOD00.part,1,1,0,1,0,
imp_drg_furnaceSorcerer_hit,imp_drg_furnaceSorcerer_hit_LOD00.part,1,1,0,1,0,
imp_drg_maskSorcerer_hit,imp_drg_maskSorcerer_hit_LOD00.part,1,1,0,1,0,
imp_drg_celestialWarrior_hit,imp_drg_celestialWarrior_hit_LOD00.part,1,1,0,1,0,
imp_drg_celestialWarrior_miss,imp_drg_celestialWarrior_miss_LOD00.part,1,1,0,1,0,
imp_drg_celestialCorrupt_hit,imp_drg_celestialCorrupt_hit_LOD00.part,1,1,0,1,0,
imp_drg_celestialCorrupt_miss,imp_drg_celestialCorrupt_miss_LOD00.part,1,1,0,1,0,
imp_drg_celestialSorcerer_hit,imp_drg_celestialSorcerer_hit_LOD00.part,1,1,0,1,0,
imp_drg_rampage_sorcerer,imp_drg_rampage_sorcerer_hit_LOD00.part,1,1,0,1,0,
spl_dragonfireMissile_rage,spl_dragonfireMissile_rage_LOD00.part,1,1,0,1,0,
imp_drg_valentine_warrior_miss,imp_drg_valentine_warrior_LOD00.part,1,1,0,1,0,
imp_drg_valentine_warrior_hit,imp_drg_valentine_warrior_LOD00.part,1,1,0,1,0,
imp_drg_valetine_hunter_hit,imp_drg_valentine_hunter_sorcerer_LOD00.part,1,1,0,1,0,
imp_drg_valentine_hunter_miss,imp_drg_valentine_hunter_sorcerer_LOD00.part,1,1,0,1,0,
imp_drg_valentine_sorcerer_hit,imp_drg_valentine_hunter_sorcerer_LOD00.part,1,1,0,1,0,
imp_drg_valentine_sorcerer_miss,imp_drg_valentine_hunter_sorcerer_LOD00.part,1,1,0,1,0,
imp_drg_breathOfTheDrowned_hit,imp_drg_breathOfTheDrowned_hit_LOD00.part,1,1,0,1,0,
ptl_purifyingAegis_hit,ptl_spell_purifyingAegis_impact_LOD00.part,1,1,0,1,0,
slice,spl_slice_LOD00.part,1,1,0,1,0,
imp_slice_miss,imp_slice_miss_LOD00.part,1,1,0,1,0,
imp_slice_hit,imp_slice_hit_LOD00.part,1,1,0,1,0,
slice_grow,spl_slice_sphere_LOD00.part,1,1,0,1,0,
thrust,spl_thrust_LOD00.part,1,1,0,1,0,
imp_thrust_miss,imp_thrust_miss_LOD00.part,1,1,0,1,0,
imp_thrust_hit,imp_thrust_hit_LOD00.part,1,1,0,1,0,
thrust_grow,spl_thrust_sphere_LOD00.part,1,1,0,1,0,
execute,spl_execute_LOD00.part,1,1,0,1,0,
imp_execute_miss,imp_execute_miss_LOD00.part,1,1,0,1,0,
imp_execute_hit,imp_execute_hit_LOD00.part,1,1,0,1,0,
execute_grow,spl_execute_sphere_LOD00.part,1,1,0,1,0,
spl_kitsuneMischief_Buff,spl_kitsuneMischief_Buff_LOD00.part,1,1,0,1,0,
foxfireBolt,spl_foxfireBolt_LOD00.part,1,1,0,1,0,
imp_foxfireBolt_miss,imp_foxfireBolt_miss_LOD00.part,1,1,0,1,0,
