deckId,weight,onlyOnce,Cards,h
151,1,,"cmCrystalearth1200,sailFaster3,cmCrystaldark1200,gold750000,cmCrystalfire2400,redRiderShard3,cmCrystalfire4900,redRiderShard8,cmCrystalearth15000,",
152,1,,"gold375000,cmCrystalwind1200,gold375000,cmCrystaldark2400,cmCrystaldark2400,cmCrystaldark4900,redRiderShard3,craftingScroll360,cmCrystalearth15000,",
153,1,,"cmCrystalice1200,cmCrystalearth1200,cmCrystalfire1200,cmCrystalfire2400,sailFaster7,craftingScroll160,cmCrystaldark4900,cmCrystaldark11000,cmCrystalfire15000,",
154,1,,"cmCrystalice1200,cmCrystalwind1200,sailFaster3,cmCrystalfire2400,craftingScroll80,gold1500000,cmCrystalearth4900,cmCrystalwind11000,cmCrystalwind15000,",
155,1,,"cmCrystalfire1200,cmCrystalwind1200,gold375000,cmCrystalearth2400,cmCrystalearth2400,cmCrystalfire4900,cmCrystalwind4900,craftingScroll360,redRiderShard10,",
156,1,,"cmCrystaldark1200,cmCrystalfire1200,cmCrystalwind1200,sailFaster7,cmCrystalfire2400,cmCrystalearth4900,redRiderShard3,craftingScroll360,cmCrystalice15000,",
157,1,,"cmCrystalearth1200,cmCrystalice1200,sailFaster3,redRiderShard2,redRiderShard2,cmCrystalfire4900,cmCrystalfire4900,cmCrystalice11000,redRiderShard10,",
158,1,,"cmCrystalwind1200,cmCrystalearth1200,gold375000,gold750000,cmCrystalice2400,craftingScroll160,cmCrystalearth4900,cmCrystalearth11000,craftingScroll500,",
159,1,,"cmCrystalwind1200,cmCrystalice1200,cmCrystalfire1200,sailFaster7,cmCrystalice2400,craftingScroll160,cmCrystalwind4900,cmCrystalearth11000,craftingScroll500,",
160,1,,"cmCrystalearth1200,gold375000,cmCrystalice1200,cmCrystalearth2400,redRiderShard2,cmCrystalice4900,craftingScroll160,cmCrystalearth11000,cmCrystaldark15000,",
161,1,,"sailFaster3,cmCrystalice1200,gold375000,cmCrystaldark2400,cmCrystalwind2400,cmCrystalwind4900,craftingScroll160,cmCrystalfire11000,cmCrystalfire15000,",
162,1,,"gold375000,cmCrystaldark1200,cmCrystalwind1200,cmCrystalwind2400,cmCrystalice2400,gold1500000,cmCrystaldark4900,cmCrystalwind11000,cmCrystalearth15000,",
163,1,,"gold375000,cmCrystalwind1200,sailFaster3,redRiderShard2,gold750000,craftingScroll160,cmCrystalearth4900,cmCrystaldark11000,cmCrystalearth15000,",
164,1,,"cmCrystalfire1200,gold375000,cmCrystalfire1200,cmCrystaldark2400,cmCrystalfire2400,redRiderShard3,cmCrystalwind4900,cmCrystalice11000,cmCrystaldark15000,",
165,1,,"cmCrystalfire1200,cmCrystalfire1200,sailFaster3,sailFaster7,cmCrystalfire2400,redRiderShard3,cmCrystaldark4900,redRiderShard8,cmCrystalearth15000,",
166,1,,"cmCrystalearth1200,cmCrystaldark1200,cmCrystalearth1200,cmCrystaldark2400,cmCrystaldark2400,cmCrystalice4900,craftingScroll160,cmCrystalwind11000,cmCrystalearth15000,",
167,1,,"cmCrystalearth1200,cmCrystaldark1200,sailFaster3,cmCrystaldark2400,cmCrystaldark2400,cmCrystaldark4900,cmCrystalwind4900,cmCrystalwind11000,cmCrystalearth15000,",
168,1,,"cmCrystaldark1200,cmCrystalwind1200,sailFaster3,craftingScroll80,sailFaster7,redRiderShard3,craftingScroll160,cmCrystalice11000,craftingScroll500,",
169,1,,"cmCrystalice1200,cmCrystalwind1200,cmCrystalfire1200,gold750000,cmCrystalearth2400,cmCrystalearth4900,cmCrystalfire4900,cmCrystalearth11000,cmCrystalice15000,",
170,1,,"cmCrystalfire1200,cmCrystalearth1200,cmCrystaldark1200,cmCrystalfire2400,gold750000,gold1500000,cmCrystalice4900,bullhorn3,craftingScroll500,",
171,1,,"cmCrystalfire1200,cmCrystalwind1200,gold375000,cmCrystalice2400,cmCrystalwind2400,cmCrystalfire4900,gold1500000,cmCrystalfire11000,cmCrystaldark15000,",
172,1,,"cmCrystalwind1200,sailFaster3,cmCrystalice1200,sailFaster7,gold750000,gold1500000,redRiderShard3,cmCrystalfire11000,cmCrystalice15000,",
173,1,,"cmCrystalice1200,cmCrystalearth1200,cmCrystalearth1200,gold750000,sailFaster7,cmCrystaldark4900,redRiderShard3,cmCrystalwind11000,cmCrystalearth15000,",
174,1,,"cmCrystalice1200,cmCrystalfire1200,gold375000,cmCrystalwind2400,cmCrystalfire2400,cmCrystaldark4900,cmCrystalwind4900,cmCrystaldark11000,bullhorn4,",
175,1,,"cmCrystalwind1200,cmCrystalfire1200,cmCrystalwind1200,cmCrystalfire2400,gold750000,cmCrystalwind4900,redRiderShard3,cmCrystalearth11000,cmCrystalfire15000,",
176,1,,"gold375000,sailFaster3,sailFaster3,sailFaster7,gold750000,cmCrystalfire4900,cmCrystaldark4900,redRiderShard8,cmCrystalwind15000,",
177,1,,"cmCrystalwind1200,sailFaster3,cmCrystalearth1200,cmCrystalearth2400,cmCrystalwind2400,cmCrystalfire4900,cmCrystalearth4900,craftingScroll360,cmCrystaldark15000,",
178,1,,"sailFaster3,cmCrystalearth1200,cmCrystaldark1200,cmCrystalice2400,sailFaster7,cmCrystalfire4900,cmCrystalearth4900,cmCrystalfire11000,craftingScroll500,",
179,1,,"cmCrystalearth1200,cmCrystalice1200,cmCrystaldark1200,redRiderShard2,cmCrystalwind2400,gold1500000,craftingScroll160,cmCrystalwind11000,cmCrystalice15000,",
180,1,,"cmCrystaldark1200,sailFaster3,cmCrystalwind1200,cmCrystalfire2400,gold750000,gold1500000,cmCrystaldark4900,cmCrystalfire11000,cmCrystalwind15000,",
181,1,,"cmCrystaldark1200,cmCrystalice1200,cmCrystaldark1200,cmCrystalearth2400,gold750000,cmCrystalice4900,cmCrystalwind4900,cmCrystalfire11000,cmCrystalearth15000,",
182,1,,"cmCrystalice1200,gold375000,cmCrystalwind1200,cmCrystalfire2400,cmCrystalfire2400,cmCrystaldark4900,gold1500000,redRiderShard8,bullhorn4,",
183,1,,"cmCrystalearth1200,cmCrystalearth1200,gold375000,cmCrystaldark2400,cmCrystaldark2400,cmCrystalfire4900,cmCrystaldark4900,cmCrystaldark11000,cmCrystalearth15000,",
184,1,,"gold375000,cmCrystalfire1200,gold375000,cmCrystalfire2400,craftingScroll80,craftingScroll160,craftingScroll160,bullhorn3,cmCrystaldark15000,",
185,1,,"cmCrystalfire1200,gold375000,gold375000,cmCrystalwind2400,redRiderShard2,cmCrystalwind4900,cmCrystaldark4900,cmCrystalwind11000,cmCrystalice15000,",
186,1,,"cmCrystalice1200,cmCrystalice1200,cmCrystalfire1200,craftingScroll80,cmCrystalearth2400,cmCrystalearth4900,craftingScroll160,craftingScroll360,bullhorn4,",
187,1,,"cmCrystalearth1200,cmCrystaldark1200,cmCrystalwind1200,cmCrystalwind2400,cmCrystaldark2400,gold1500000,craftingScroll160,bullhorn3,cmCrystalice15000,",
188,1,,"cmCrystalice1200,cmCrystalice1200,sailFaster3,craftingScroll80,cmCrystalfire2400,redRiderShard3,cmCrystalice4900,cmCrystalice11000,cmCrystaldark15000,",
189,1,,"cmCrystalice1200,cmCrystalwind1200,cmCrystaldark1200,cmCrystalwind2400,sailFaster7,craftingScroll160,cmCrystaldark4900,cmCrystalearth11000,redRiderShard10,",
190,1,,"cmCrystaldark1200,cmCrystalwind1200,cmCrystalearth1200,cmCrystalearth2400,cmCrystaldark2400,craftingScroll160,cmCrystalice4900,redRiderShard8,cmCrystalice15000,",
191,1,,"cmCrystalwind1200,cmCrystalearth1200,cmCrystalice1200,redRiderShard2,cmCrystalwind2400,cmCrystalice4900,craftingScroll160,redRiderShard8,redRiderShard10,",
192,1,,"cmCrystalearth1200,cmCrystalice1200,gold375000,redRiderShard2,cmCrystaldark2400,cmCrystalwind4900,gold1500000,cmCrystaldark11000,cmCrystalice15000,",
193,1,,"cmCrystaldark1200,cmCrystalfire1200,cmCrystalwind1200,cmCrystalfire2400,cmCrystalfire2400,cmCrystaldark4900,cmCrystalwind4900,craftingScroll360,cmCrystalwind15000,",
194,1,,"gold375000,cmCrystaldark1200,sailFaster3,redRiderShard2,cmCrystaldark2400,cmCrystalearth4900,cmCrystalfire4900,cmCrystalice11000,cmCrystalearth15000,",
195,1,,"cmCrystalwind1200,gold375000,cmCrystalearth1200,sailFaster7,sailFaster7,craftingScroll160,gold1500000,cmCrystalice11000,cmCrystalice15000,",
196,1,,"cmCrystalfire1200,cmCrystaldark1200,cmCrystalfire1200,cmCrystalfire2400,cmCrystalice2400,gold1500000,gold1500000,bullhorn3,craftingScroll500,",
197,1,,"cmCrystalice1200,cmCrystalwind1200,cmCrystalice1200,cmCrystaldark2400,cmCrystalice2400,cmCrystalfire4900,redRiderShard3,cmCrystalearth11000,cmCrystalice15000,",
198,1,,"sailFaster3,gold375000,cmCrystaldark1200,cmCrystaldark2400,cmCrystalwind2400,cmCrystalearth4900,craftingScroll160,cmCrystaldark11000,cmCrystalfire15000,",
199,1,,"sailFaster3,sailFaster3,sailFaster3,cmCrystalice2400,craftingScroll80,cmCrystalearth4900,cmCrystalwind4900,cmCrystalfire11000,cmCrystalearth15000,",
200,1,,"cmCrystaldark1200,cmCrystalfire1200,cmCrystalearth1200,cmCrystalice2400,sailFaster7,cmCrystalice4900,redRiderShard3,redRiderShard8,cmCrystalfire15000,",
201,1,,"sailFaster3,gold375000,cmCrystalearth1200,craftingScroll80,cmCrystalwind2400,redRiderShard3,cmCrystalwind4900,cmCrystaldark11000,cmCrystalearth15000,",
202,1,,"cmCrystalwind1200,cmCrystalfire1200,cmCrystalearth1200,cmCrystalearth2400,sailFaster7,gold1500000,cmCrystalice4900,redRiderShard8,craftingScroll500,",
203,1,,"cmCrystalwind1200,cmCrystalearth1200,cmCrystalwind1200,cmCrystalfire2400,redRiderShard2,craftingScroll160,craftingScroll160,cmCrystalfire11000,cmCrystalearth15000,",
204,1,,"cmCrystalice1200,cmCrystalfire1200,cmCrystalfire1200,sailFaster7,craftingScroll80,cmCrystalice4900,cmCrystalearth4900,redRiderShard8,cmCrystalwind15000,",
205,1,,"cmCrystalice1200,cmCrystalearth1200,cmCrystalice1200,cmCrystaldark2400,cmCrystalfire2400,cmCrystaldark4900,cmCrystalwind4900,craftingScroll360,craftingScroll500,",
206,1,,"cmCrystalfire1200,gold375000,cmCrystalice1200,gold750000,cmCrystaldark2400,cmCrystalearth4900,cmCrystalfire4900,cmCrystaldark11000,redRiderShard10,",
207,1,,"gold375000,cmCrystaldark1200,cmCrystaldark1200,gold750000,redRiderShard2,cmCrystalice4900,cmCrystalice4900,cmCrystalwind11000,bullhorn4,",
208,1,,"gold375000,cmCrystalearth1200,cmCrystalwind1200,cmCrystalice2400,cmCrystalwind2400,gold1500000,cmCrystaldark4900,bullhorn3,cmCrystalwind15000,",
209,1,,"gold375000,gold375000,cmCrystalearth1200,cmCrystalwind2400,cmCrystalearth2400,cmCrystaldark4900,cmCrystalwind4900,cmCrystalearth11000,redRiderShard10,",
210,1,,"cmCrystalice1200,cmCrystalice1200,cmCrystalearth1200,craftingScroll80,cmCrystalearth2400,craftingScroll160,redRiderShard3,cmCrystalice11000,cmCrystalwind15000,",
211,1,,"cmCrystaldark1200,cmCrystalice1200,cmCrystalearth1200,cmCrystalearth2400,redRiderShard2,craftingScroll160,redRiderShard3,redRiderShard8,cmCrystaldark15000,",
212,1,,"cmCrystalearth1200,cmCrystalwind1200,cmCrystalice1200,redRiderShard2,cmCrystaldark2400,gold1500000,cmCrystalfire4900,cmCrystalice11000,bullhorn4,",
213,1,,"cmCrystaldark1200,cmCrystalwind1200,cmCrystalwind1200,cmCrystaldark2400,cmCrystaldark2400,cmCrystalearth4900,redRiderShard3,cmCrystalfire11000,bullhorn4,",
214,1,,"cmCrystaldark1200,cmCrystalearth1200,cmCrystaldark1200,cmCrystalwind2400,craftingScroll80,gold1500000,cmCrystalwind4900,redRiderShard8,cmCrystalearth15000,",
215,1,,"sailFaster3,cmCrystalice1200,cmCrystalfire1200,cmCrystalfire2400,cmCrystaldark2400,craftingScroll160,cmCrystalwind4900,cmCrystaldark11000,cmCrystalfire15000,",
216,1,,"cmCrystaldark1200,cmCrystalwind1200,gold375000,cmCrystalfire2400,cmCrystaldark2400,cmCrystalwind4900,gold1500000,cmCrystalfire11000,cmCrystaldark15000,",
217,1,,"cmCrystalice1200,sailFaster3,gold375000,gold750000,cmCrystalwind2400,gold1500000,cmCrystalearth4900,redRiderShard8,cmCrystaldark15000,",
218,1,,"cmCrystaldark1200,cmCrystalfire1200,cmCrystalwind1200,cmCrystalfire2400,cmCrystaldark2400,redRiderShard3,cmCrystalearth4900,cmCrystalice11000,redRiderShard10,",
219,1,,"cmCrystaldark1200,cmCrystalwind1200,cmCrystalfire1200,redRiderShard2,cmCrystalice2400,craftingScroll160,gold1500000,cmCrystalfire11000,cmCrystalearth15000,",
220,1,,"cmCrystalfire1200,cmCrystalfire1200,cmCrystalwind1200,cmCrystalwind2400,cmCrystalice2400,cmCrystalice4900,cmCrystalfire4900,cmCrystalfire11000,cmCrystaldark15000,",
221,1,,"cmCrystalice1200,cmCrystaldark1200,cmCrystaldark1200,cmCrystalice2400,craftingScroll80,cmCrystalearth4900,cmCrystalwind4900,cmCrystaldark11000,cmCrystaldark15000,",
222,1,,"cmCrystalfire1200,cmCrystalwind1200,cmCrystalice1200,cmCrystalearth2400,craftingScroll80,craftingScroll160,cmCrystalwind4900,craftingScroll360,bullhorn4,",
223,1,,"cmCrystaldark1200,cmCrystaldark1200,gold375000,sailFaster7,cmCrystalice2400,cmCrystaldark4900,cmCrystaldark4900,cmCrystaldark11000,cmCrystalice15000,",
224,1,,"cmCrystalfire1200,cmCrystalwind1200,cmCrystalearth1200,cmCrystalwind2400,redRiderShard2,gold1500000,cmCrystalwind4900,bullhorn3,redRiderShard10,",
225,1,,"cmCrystalfire1200,cmCrystalice1200,cmCrystalwind1200,cmCrystalice2400,cmCrystalfire2400,cmCrystalearth4900,craftingScroll160,craftingScroll360,cmCrystalearth15000,",
226,1,,"cmCrystalice1200,cmCrystalice1200,sailFaster3,redRiderShard2,redRiderShard2,redRiderShard3,cmCrystaldark4900,redRiderShard8,redRiderShard10,",
227,1,,"cmCrystaldark1200,sailFaster3,cmCrystalwind1200,cmCrystalfire2400,cmCrystaldark2400,redRiderShard3,gold1500000,cmCrystalwind11000,cmCrystalice15000,",
228,1,,"gold375000,cmCrystalearth1200,cmCrystalwind1200,cmCrystaldark2400,cmCrystalwind2400,gold1500000,craftingScroll160,cmCrystalice11000,bullhorn4,",
229,1,,"sailFaster3,gold375000,cmCrystalice1200,cmCrystaldark2400,cmCrystaldark2400,cmCrystalice4900,gold1500000,cmCrystalfire11000,craftingScroll500,",
230,1,,"cmCrystalice1200,cmCrystalice1200,cmCrystalfire1200,cmCrystaldark2400,gold750000,redRiderShard3,cmCrystalice4900,cmCrystaldark11000,cmCrystalfire15000,",
231,1,,"cmCrystalwind1200,gold375000,sailFaster3,cmCrystalice2400,redRiderShard2,cmCrystalwind4900,cmCrystalice4900,cmCrystaldark11000,cmCrystalearth15000,",
232,1,,"cmCrystalice1200,cmCrystalwind1200,sailFaster3,cmCrystaldark2400,sailFaster7,craftingScroll160,redRiderShard3,cmCrystaldark11000,cmCrystalwind15000,",
233,1,,"cmCrystalearth1200,cmCrystalwind1200,gold375000,cmCrystalfire2400,cmCrystalearth2400,redRiderShard3,cmCrystalwind4900,cmCrystalice11000,cmCrystaldark15000,",
234,1,,"cmCrystalfire1200,sailFaster3,cmCrystalice1200,cmCrystalice2400,cmCrystalwind2400,cmCrystalwind4900,cmCrystalwind4900,redRiderShard8,craftingScroll500,",
235,1,,"cmCrystalice1200,cmCrystalfire1200,cmCrystalwind1200,sailFaster7,sailFaster7,craftingScroll160,cmCrystalearth4900,bullhorn3,cmCrystalice15000,",
236,1,,"sailFaster3,cmCrystaldark1200,cmCrystalice1200,craftingScroll80,cmCrystalfire2400,cmCrystalice4900,cmCrystaldark4900,cmCrystalwind11000,cmCrystalwind15000,",
237,1,,"cmCrystalwind1200,cmCrystalice1200,sailFaster3,sailFaster7,cmCrystalwind2400,cmCrystalearth4900,cmCrystalearth4900,cmCrystalfire11000,cmCrystalearth15000,",
238,1,,"cmCrystalfire1200,sailFaster3,cmCrystalfire1200,cmCrystaldark2400,cmCrystalwind2400,cmCrystalwind4900,cmCrystalwind4900,bullhorn3,bullhorn4,",
239,1,,"cmCrystaldark1200,cmCrystalfire1200,cmCrystalwind1200,redRiderShard2,cmCrystalfire2400,cmCrystalearth4900,cmCrystaldark4900,cmCrystalwind11000,cmCrystalfire15000,",
240,1,,"cmCrystalearth1200,cmCrystalice1200,cmCrystalwind1200,cmCrystalfire2400,cmCrystalearth2400,gold1500000,cmCrystaldark4900,bullhorn3,craftingScroll500,",
241,1,,"cmCrystaldark1200,cmCrystaldark1200,cmCrystalearth1200,redRiderShard2,cmCrystalwind2400,redRiderShard3,cmCrystalearth4900,craftingScroll360,cmCrystalfire15000,",
242,1,,"cmCrystalwind1200,cmCrystalwind1200,cmCrystaldark1200,craftingScroll80,cmCrystalice2400,cmCrystaldark4900,craftingScroll160,cmCrystalwind11000,cmCrystaldark15000,",
243,1,,"gold375000,cmCrystalearth1200,cmCrystalice1200,redRiderShard2,redRiderShard2,cmCrystaldark4900,redRiderShard3,cmCrystalearth11000,craftingScroll500,",
244,1,,"cmCrystalfire1200,sailFaster3,cmCrystalearth1200,craftingScroll80,gold750000,cmCrystalfire4900,cmCrystalfire4900,cmCrystalwind11000,bullhorn4,",
245,1,,"cmCrystalearth1200,cmCrystaldark1200,cmCrystalearth1200,cmCrystalice2400,craftingScroll80,cmCrystalfire4900,cmCrystalice4900,craftingScroll360,cmCrystaldark15000,",
246,1,,"cmCrystaldark1200,cmCrystalice1200,cmCrystalwind1200,gold750000,redRiderShard2,redRiderShard3,cmCrystalfire4900,cmCrystalearth11000,bullhorn4,",
247,1,,"sailFaster3,cmCrystalfire1200,gold375000,cmCrystalfire2400,sailFaster7,redRiderShard3,cmCrystalfire4900,cmCrystalwind11000,cmCrystalwind15000,",
248,1,,"cmCrystaldark1200,cmCrystalearth1200,sailFaster3,sailFaster7,cmCrystalice2400,cmCrystaldark4900,cmCrystalfire4900,cmCrystaldark11000,cmCrystalwind15000,",
249,1,,"cmCrystaldark1200,cmCrystalearth1200,cmCrystalice1200,sailFaster7,cmCrystalearth2400,cmCrystalwind4900,cmCrystalice4900,cmCrystalwind11000,craftingScroll500,",
250,1,,"cmCrystalice1200,cmCrystalwind1200,cmCrystalfire1200,cmCrystalice2400,gold750000,redRiderShard3,gold1500000,craftingScroll360,cmCrystalfire15000,",
251,1,,"cmCrystaldark1200,cmCrystalice1200,cmCrystalice1200,craftingScroll80,sailFaster7,redRiderShard3,cmCrystaldark4900,cmCrystalice11000,bullhorn4,",
252,1,,"cmCrystaldark1200,sailFaster3,cmCrystalwind1200,cmCrystalearth2400,cmCrystalwind2400,cmCrystalearth4900,cmCrystalwind4900,cmCrystaldark11000,cmCrystalice15000,",
253,1,,"cmCrystalfire1200,cmCrystalwind1200,cmCrystalice1200,cmCrystalfire2400,craftingScroll80,gold1500000,cmCrystalearth4900,cmCrystalice11000,cmCrystalwind15000,",
254,1,,"cmCrystalwind1200,cmCrystalearth1200,cmCrystalice1200,gold750000,cmCrystalwind2400,cmCrystalice4900,craftingScroll160,redRiderShard8,cmCrystalwind15000,",
255,1,,"cmCrystaldark1200,gold375000,cmCrystalearth1200,craftingScroll80,gold750000,craftingScroll160,craftingScroll160,redRiderShard8,cmCrystalearth15000,",
256,1,,"sailFaster3,sailFaster3,cmCrystalice1200,cmCrystaldark2400,cmCrystalwind2400,cmCrystalice4900,cmCrystalwind4900,bullhorn3,bullhorn4,",
257,1,,"sailFaster3,cmCrystaldark1200,sailFaster3,craftingScroll80,craftingScroll80,craftingScroll160,cmCrystalfire4900,cmCrystalfire11000,craftingScroll500,",
258,1,,"cmCrystalice1200,gold375000,sailFaster3,cmCrystaldark2400,cmCrystaldark2400,cmCrystalwind4900,cmCrystalwind4900,cmCrystaldark11000,cmCrystalfire15000,",
259,1,,"gold375000,sailFaster3,cmCrystaldark1200,redRiderShard2,cmCrystalfire2400,craftingScroll160,cmCrystalice4900,cmCrystalice11000,redRiderShard10,",
260,1,,"gold375000,cmCrystalearth1200,cmCrystalearth1200,redRiderShard2,redRiderShard2,redRiderShard3,cmCrystalwind4900,redRiderShard8,cmCrystaldark15000,",
261,1,,"cmCrystaldark1200,gold375000,cmCrystalwind1200,cmCrystalfire2400,redRiderShard2,cmCrystalwind4900,cmCrystalice4900,cmCrystalwind11000,bullhorn4,",
262,1,,"sailFaster3,gold375000,cmCrystalwind1200,cmCrystalearth2400,craftingScroll80,redRiderShard3,cmCrystalearth4900,cmCrystalwind11000,craftingScroll500,",
263,1,,"cmCrystalice1200,cmCrystalearth1200,cmCrystaldark1200,sailFaster7,cmCrystalwind2400,cmCrystalwind4900,redRiderShard3,cmCrystalice11000,redRiderShard10,",
264,1,,"cmCrystaldark1200,cmCrystalwind1200,sailFaster3,cmCrystalice2400,gold750000,gold1500000,cmCrystalice4900,cmCrystalearth11000,craftingScroll500,",
265,1,,"cmCrystalwind1200,cmCrystalice1200,cmCrystalfire1200,gold750000,cmCrystalice2400,cmCrystalwind4900,gold1500000,redRiderShard8,redRiderShard10,",
266,1,,"cmCrystalice1200,cmCrystaldark1200,cmCrystalice1200,cmCrystalfire2400,craftingScroll80,cmCrystalwind4900,gold1500000,bullhorn3,redRiderShard10,",
267,1,,"cmCrystaldark1200,cmCrystalice1200,cmCrystalearth1200,cmCrystalfire2400,cmCrystalearth2400,cmCrystalwind4900,cmCrystalwind4900,cmCrystalice11000,cmCrystaldark15000,",
268,1,,"cmCrystalfire1200,cmCrystalearth1200,cmCrystalfire1200,cmCrystalice2400,craftingScroll80,cmCrystalice4900,cmCrystaldark4900,cmCrystalwind11000,cmCrystalearth15000,",
269,1,,"cmCrystalwind1200,cmCrystaldark1200,gold375000,cmCrystalwind2400,cmCrystalice2400,gold1500000,cmCrystalfire4900,bullhorn3,cmCrystalfire15000,",
270,1,,"sailFaster3,sailFaster3,cmCrystalearth1200,gold750000,sailFaster7,craftingScroll160,cmCrystalwind4900,craftingScroll360,cmCrystaldark15000,",
271,1,,"cmCrystalwind1200,gold375000,gold375000,cmCrystalfire2400,sailFaster7,cmCrystalwind4900,cmCrystalwind4900,cmCrystalice11000,cmCrystalfire15000,",
272,1,,"sailFaster3,cmCrystalfire1200,cmCrystaldark1200,sailFaster7,cmCrystaldark2400,cmCrystalearth4900,cmCrystalice4900,cmCrystalice11000,bullhorn4,",
273,1,,"sailFaster3,cmCrystalwind1200,cmCrystalwind1200,redRiderShard2,cmCrystalearth2400,gold1500000,cmCrystalfire4900,cmCrystaldark11000,cmCrystaldark15000,",
274,1,,"cmCrystalearth1200,cmCrystalwind1200,cmCrystaldark1200,cmCrystalearth2400,cmCrystalfire2400,cmCrystalfire4900,cmCrystalice4900,cmCrystalfire11000,cmCrystalwind15000,",
275,1,,"sailFaster3,cmCrystalfire1200,cmCrystalice1200,craftingScroll80,cmCrystalwind2400,gold1500000,redRiderShard3,craftingScroll360,cmCrystalfire15000,",
276,1,,"sailFaster3,cmCrystalfire1200,gold375000,sailFaster7,redRiderShard2,cmCrystalfire4900,craftingScroll160,cmCrystalwind11000,craftingScroll500,",
277,1,,"cmCrystalfire1200,cmCrystalwind1200,cmCrystalfire1200,craftingScroll80,redRiderShard2,craftingScroll160,cmCrystalwind4900,cmCrystaldark11000,redRiderShard10,",
278,1,,"cmCrystaldark1200,cmCrystaldark1200,cmCrystalearth1200,gold750000,cmCrystalearth2400,cmCrystalearth4900,cmCrystalice4900,redRiderShard8,redRiderShard10,",
279,1,,"sailFaster3,cmCrystalice1200,sailFaster3,gold750000,sailFaster7,cmCrystalwind4900,gold1500000,cmCrystalearth11000,cmCrystaldark15000,",
280,1,,"cmCrystaldark1200,sailFaster3,gold375000,sailFaster7,gold750000,craftingScroll160,gold1500000,cmCrystalfire11000,bullhorn4,",
281,1,,"sailFaster3,cmCrystalice1200,sailFaster3,gold750000,cmCrystalfire2400,gold1500000,craftingScroll160,cmCrystalwind11000,craftingScroll500,",
282,1,,"cmCrystalice1200,cmCrystalwind1200,cmCrystalfire1200,redRiderShard2,cmCrystaldark2400,cmCrystalwind4900,cmCrystalfire4900,craftingScroll360,cmCrystalwind15000,",
283,1,,"cmCrystalfire1200,gold375000,cmCrystaldark1200,redRiderShard2,gold750000,craftingScroll160,redRiderShard3,cmCrystalice11000,cmCrystalwind15000,",
284,1,,"sailFaster3,cmCrystalfire1200,cmCrystalearth1200,sailFaster7,redRiderShard2,gold1500000,gold1500000,cmCrystalearth11000,cmCrystalfire15000,",
285,1,,"cmCrystalice1200,gold375000,cmCrystalearth1200,cmCrystaldark2400,redRiderShard2,cmCrystalfire4900,cmCrystalwind4900,cmCrystalfire11000,redRiderShard10,",
286,1,,"gold375000,cmCrystalearth1200,gold375000,cmCrystaldark2400,cmCrystalice2400,cmCrystalwind4900,cmCrystalearth4900,craftingScroll360,cmCrystalwind15000,",
287,1,,"gold375000,sailFaster3,cmCrystalfire1200,cmCrystalwind2400,redRiderShard2,cmCrystalfire4900,cmCrystaldark4900,redRiderShard8,bullhorn4,",
288,1,,"sailFaster3,cmCrystalice1200,cmCrystalwind1200,cmCrystalfire2400,cmCrystaldark2400,cmCrystalice4900,cmCrystalwind4900,cmCrystaldark11000,cmCrystalearth15000,",
289,1,,"cmCrystalfire1200,cmCrystalearth1200,cmCrystalfire1200,cmCrystalwind2400,cmCrystalearth2400,cmCrystaldark4900,cmCrystalwind4900,redRiderShard8,cmCrystalearth15000,",
290,1,,"sailFaster3,sailFaster3,cmCrystalice1200,cmCrystalwind2400,craftingScroll80,gold1500000,gold1500000,craftingScroll360,redRiderShard10,",
291,1,,"cmCrystalwind1200,cmCrystalice1200,sailFaster3,cmCrystalwind2400,cmCrystalearth2400,cmCrystalearth4900,cmCrystalwind4900,redRiderShard8,craftingScroll500,",
292,1,,"cmCrystaldark1200,cmCrystalice1200,cmCrystalwind1200,gold750000,redRiderShard2,cmCrystalearth4900,gold1500000,bullhorn3,cmCrystalearth15000,",
293,1,,"gold375000,cmCrystalwind1200,sailFaster3,cmCrystalwind2400,cmCrystalwind2400,gold1500000,cmCrystalfire4900,cmCrystalice11000,redRiderShard10,",
294,1,,"sailFaster3,cmCrystaldark1200,cmCrystalwind1200,cmCrystalwind2400,cmCrystalearth2400,cmCrystalice4900,cmCrystalwind4900,cmCrystalice11000,cmCrystalwind15000,",
295,1,,"cmCrystalearth1200,cmCrystalfire1200,cmCrystalearth1200,cmCrystalearth2400,cmCrystaldark2400,cmCrystalice4900,cmCrystalfire4900,cmCrystalice11000,craftingScroll500,",
296,1,,"sailFaster3,sailFaster3,cmCrystalearth1200,cmCrystalearth2400,gold750000,cmCrystalfire4900,gold1500000,cmCrystaldark11000,cmCrystalfire15000,",
297,1,,"cmCrystalice1200,cmCrystalwind1200,cmCrystaldark1200,cmCrystaldark2400,cmCrystalearth2400,cmCrystalwind4900,cmCrystalfire4900,cmCrystalwind11000,cmCrystalwind15000,",
298,1,,"cmCrystaldark1200,gold375000,gold375000,cmCrystalfire2400,sailFaster7,cmCrystalice4900,craftingScroll160,cmCrystalice11000,redRiderShard10,",
299,1,,"cmCrystalearth1200,cmCrystalice1200,gold375000,cmCrystalice2400,craftingScroll80,gold1500000,cmCrystalfire4900,cmCrystalearth11000,cmCrystaldark15000,",
300,1,,"cmCrystalfire1200,cmCrystalfire1200,cmCrystalice1200,cmCrystalice2400,cmCrystalwind2400,cmCrystalwind4900,cmCrystalfire4900,craftingScroll360,cmCrystalearth15000,",
