csv,isBattleCritical,h
SummonAIBattleDragonSpell.csv,1,
TeleportSpell.csv,1,
TimeShiftSpell.csv,1,
UmbralSpikeSpell.csv,1,
UndyingWillSpell.csv,1,
StableParameters.csv,0,
TeamAchievementStep.csv,0,
TouchPriorityParameters.csv,0,
AllyBuildingBoostedHPReductionEffect.csv,1,
ApplyActionOnNearbyBuildingsAction.csv,1,
BuildingHeightDependentEffect.csv,1,
BuildingIceShieldEffect.csv,1,
BuildingInvincibilityEffect.csv,1,
BuildingReduceDragonAttackAction.csv,1,
ChangeAttackPowerAction.csv,1,
ChangeAttackPowerEffect.csv,1,
ChangeDamageReductionPercentageAction.csv,1,
CreateBattleBuildingAction.csv,1,
DamageReceiveLimitAction.csv,1,
DisableRageGenerationAction.csv,1,
DisruptSpellEffect.csv,1,
DragonSpellDependentEffect.csv,1,
FireBeamEffect.csv,1,
FireEffect.csv,1,
FireFlakEffect.csv,1,
FireProjectileEffect.csv,1,
HealBuildingAction.csv,1,
HealEffect.csv,1,
HpReductionEffect.csv,1,
InvincibleAction.csv,1,
KillTargetEffect.csv,1,
PoisonEffect.csv,1,
RageReductionAction.csv,1,
ReflectDamageAction.csv,1,
RemoveInvincibilityEffect.csv,1,
RestrictedTowerEffectsModuleCombo.csv,1,
SelfDestructEffect.csv,1,
ShieldAction.csv,1,
ShowVFXAction.csv,1,
SlowAttackEffect.csv,1,
SlowEffect.csv,1,
SmokeAura.csv,1,
StealHealthAction.csv,1,
StunEffect.csv,1,
TemporaryBoostEffect.csv,1,
TowerEffectsModule.csv,1,
TutorialCompleteRewards.csv,0,
ValuePackPopup.csv,1,
VideoTutorial.csv,0,
ViewParameters.csv,0,
WM3DDrakeParameters.csv,0,
WM3DDrakeTechTree.csv,0,
WM3DHudButtonDetail.csv,0,
WM3DRegionNames.csv,0,
WM3DSuperRegion.csv,0,
WorldParameters.csv,0,
XPMultiplierAbility.csv,1,!@#opdailkanmlamfej
