identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,showcaseNodeLocation,activeAbilityProjectile,activeAbilityProjectileEffects,perNeighborPercentageActivatedAttackIncrease,activeAbilityIgnoresUntargetable,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,projectileHitNodeName,bonusLabel1,bonusLabel2,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,h
ElectroFlakTowerUpgrades_55,55,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:5200,5000000,,220,6070084,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,1695183,6292126,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,33,,,13244472,
ElectroFlakTowerUpgrades_56,56,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1444992,5000000,,226,6700234,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,1791660,6815828,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,33,,,14427072,
ElectroFlakTowerUpgrades_57,57,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:5400,5000000,,226,7395803,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,1977656,7523392,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,34,,,15648293,
ElectroFlakTowerUpgrades_58,58,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1485888,5000000,,232,8163578,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,2182957,8304397,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,35,,,16908134,
ElectroFlakTowerUpgrades_59,59,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:5600,5000000,,232,9011061,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,2409573,9166487,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,35,,,18206597,
ElectroFlakTowerUpgrades_60,60,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1526784,5000000,,239,9946521,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,2659715,10118079,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,36,,,19543680,
ElectroFlakTowerUpgrades_61,61,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:5800,5000000,,300,10450064,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,2794362,10630301,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,37,,,20226704,
ElectroFlakTowerUpgrades_62,62,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1772160,5000000,,300,10979097,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,2935825,11168453,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,37,,,20919384,
ElectroFlakTowerUpgrades_63,63,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:6000,5000000,,300,11534911,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,3084449,11733846,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,38,,,21621719,
ElectroFlakTowerUpgrades_64,64,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1813056,5000000,,300,12118863,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,3240597,12327867,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,39,,,22333709,
ElectroFlakTowerUpgrades_65,65,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:6200,5000000,,300,12732380,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,3404649,12951952,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,39,,,23055354,
ElectroFlakTowerUpgrades_66,66,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1853952,5000000,,300,13376955,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,3577008,13607638,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,40,,,23786654,
ElectroFlakTowerUpgrades_67,67,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:6400,5000000,,300,14054161,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,3758093,14296521,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,40,,,24527610,
ElectroFlakTowerUpgrades_68,68,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1894848,5000000,,300,14765652,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,3948345,15020281,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,40,,,25278221,
ElectroFlakTowerUpgrades_69,69,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:6600,5000000,,300,15513162,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,4148229,15780678,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,40,,,26038487,
ElectroFlakTowerUpgrades_70,70,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1935744,5000000,,300,16298513,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,4358231,16579564,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,41,,,26808408,
ElectroFlakTowerUpgrades_71,71,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:6900,5000000,,300,17123623,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,4578866,17418904,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,41,,,27587984,
ElectroFlakTowerUpgrades_72,72,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:1976640,5000000,,310,17990505,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,4810669,18300726,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,41,,,28377216,
ElectroFlakTowerUpgrades_73,73,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:7200,5000000,,310,18901273,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,5054207,19227193,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,42,,,29176103,
ElectroFlakTowerUpgrades_74,74,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2017536,5000000,,310,19858148,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,5310076,20200567,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,42,,,29984645,
ElectroFlakTowerUpgrades_75,75,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:7500,5000000,,325,20863466,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,5578896,21223213,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,42,,,30802842,
ElectroFlakTowerUpgrades_76,76,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2058432,5000000,,325,22358071,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,5978550,22743577,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,43,,,32263308,
ElectroFlakTowerUpgrades_77,77,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:7800,5000000,,340,24549297,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,6564481,24972573,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,43,,,34206200,
ElectroFlakTowerUpgrades_78,78,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2109552,5000000,,340,26288105,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,7029438,26741360,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,44,,,35767121,
ElectroFlakTowerUpgrades_79,79,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:8100,5000000,,340,28140049,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,7524646,28625229,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,44,,,37372550,
ElectroFlakTowerUpgrades_80,80,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,355,30864934,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,8253277,31397082,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,44,,,39506262,
ElectroFlakTowerUpgrades_81,81,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:8400,5000000,,355,33017058,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,8828753,33586301,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,45,,,41216636,
ElectroFlakTowerUpgrades_82,82,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,370,35307983,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,9441343,35916718,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,45,,,42973448,
ElectroFlakTowerUpgrades_83,83,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:8700,5000000,,370,37746245,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,10093332,38397008,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,46,,,44777277,
ElectroFlakTowerUpgrades_84,84,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,370,40340891,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,10787135,41036373,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,46,,,46628703,
ElectroFlakTowerUpgrades_85,85,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:9000,5000000,,380,43101506,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,11525318,43844571,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,46,,,48528305,
ElectroFlakTowerUpgrades_86,86,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,430,45283518,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,12108785,46064189,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,46,,,49649177,
ElectroFlakTowerUpgrades_87,87,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:9300,5000000,,430,47575993,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,12721789,48396180,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,46,,,50781635,
ElectroFlakTowerUpgrades_88,88,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,435,49984528,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,13365828,50846226,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,46,,,51925679,
ElectroFlakTowerUpgrades_89,89,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:9600,5000000,,435,52514993,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,14042470,53420302,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,46,,,53081309,
ElectroFlakTowerUpgrades_90,90,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,440,55173563,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,14753366,56124695,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,46,,,54248525,
ElectroFlakTowerUpgrades_91,91,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:9900,5000000,,444,57966722,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,15500252,58965994,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,47,,,55427328,
ElectroFlakTowerUpgrades_92,92,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,448,60901286,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,16284949,61951138,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,47,,,56617717,
ElectroFlakTowerUpgrades_93,93,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:10200,5000000,,452,63984414,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,17109372,65087401,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,48,,,57819692,
ElectroFlakTowerUpgrades_94,94,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,piercing:2160672,5000000,,456,67223623,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,17975531,68382439,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,48,,,59033254,
ElectroFlakTowerUpgrades_95,95,0,bld_flakWind_level05.lvl,stru_tower_lobLocators.lvl,elementalEmber:10500,5000000,,460,70626817,1,1,70,prj_elementalFlakWind,hpReduction:hpReductionWindFlak,18885540,71844289,0,,,,,experience:106000,,prj_elementalFlakWind_special,hpReduction:hpReductionWindFlakSuper,0,0,showBattleText:windFlakShotText,2,1,1,70,bld_flak_death.lvl,release_001_05,Overcharge,Increase Nearby Flak Towers' Supershot Damage,49,,,60258401,!@#dkmnmemchbhhgjkk
