identifier,currency,isCurrency,level,conversionRatio,ratioUnit,allowedSwapCategories,h
food_340,food,1,340,269.5,ruby,,
food_341,food,1,341,269.5,ruby,,
food_342,food,1,342,269.5,ruby,,
food_343,food,1,343,269.5,ruby,,
food_344,food,1,344,269.5,ruby,,
food_345,food,1,345,269.5,ruby,,
food_346,food,1,346,269.5,ruby,,
food_347,food,1,347,269.5,ruby,,
food_348,food,1,348,269.5,ruby,,
food_349,food,1,349,269.5,ruby,,
food_350,food,1,350,269.5,ruby,,
food_351,food,1,351,269.5,ruby,,
food_352,food,1,352,269.5,ruby,,
food_353,food,1,353,269.5,ruby,,
food_354,food,1,354,269.5,ruby,,
food_355,food,1,355,269.5,ruby,,
food_356,food,1,356,269.5,ruby,,
food_357,food,1,357,269.5,ruby,,
food_358,food,1,358,269.5,ruby,,
food_359,food,1,359,269.5,ruby,,
food_360,food,1,360,269.5,ruby,,
food_361,food,1,361,269.5,ruby,,
food_362,food,1,362,269.5,ruby,,
food_363,food,1,363,269.5,ruby,,
food_364,food,1,364,269.5,ruby,,
food_365,food,1,365,269.5,ruby,,
food_366,food,1,366,269.5,ruby,,
food_367,food,1,367,269.5,ruby,,
food_368,food,1,368,269.5,ruby,,
food_369,food,1,369,269.5,ruby,,
food_370,food,1,370,269.5,ruby,,
food_371,food,1,371,269.5,ruby,,
food_372,food,1,372,269.5,ruby,,
food_373,food,1,373,269.5,ruby,,
food_374,food,1,374,269.5,ruby,,
food_375,food,1,375,269.5,ruby,,
food_376,food,1,376,269.5,ruby,,
food_377,food,1,377,269.5,ruby,,
food_378,food,1,378,269.5,ruby,,
food_379,food,1,379,269.5,ruby,,
food_380,food,1,380,269.5,ruby,,
food_381,food,1,381,269.5,ruby,,
food_382,food,1,382,269.5,ruby,,
food_383,food,1,383,269.5,ruby,,
food_384,food,1,384,269.5,ruby,,
food_385,food,1,385,269.5,ruby,,
food_386,food,1,386,269.5,ruby,,
food_387,food,1,387,269.5,ruby,,
food_388,food,1,388,269.5,ruby,,
food_389,food,1,389,269.5,ruby,,
food_390,food,1,390,269.5,ruby,,
food_391,food,1,391,269.5,ruby,,
food_392,food,1,392,269.5,ruby,,
food_393,food,1,393,269.5,ruby,,
food_394,food,1,394,269.5,ruby,,
food_395,food,1,395,269.5,ruby,,
food_396,food,1,396,269.5,ruby,,
food_397,food,1,397,269.5,ruby,,
food_398,food,1,398,269.5,ruby,,
food_399,food,1,399,269.5,ruby,,
food_400,food,1,400,269.5,ruby,,
food_401,food,1,401,269.5,ruby,,
food_402,food,1,402,269.5,ruby,,
food_403,food,1,403,269.5,ruby,,
food_404,food,1,404,269.5,ruby,,
food_405,food,1,405,269.5,ruby,,
food_406,food,1,406,269.5,ruby,,
food_407,food,1,407,269.5,ruby,,
food_408,food,1,408,269.5,ruby,,
food_409,food,1,409,269.5,ruby,,
food_410,food,1,410,269.5,ruby,,
food_411,food,1,411,269.5,ruby,,
food_412,food,1,412,269.5,ruby,,
food_413,food,1,413,269.5,ruby,,
food_414,food,1,414,269.5,ruby,,
food_415,food,1,415,269.5,ruby,,
food_416,food,1,416,269.5,ruby,,
food_417,food,1,417,269.5,ruby,,
food_418,food,1,418,269.5,ruby,,
food_419,food,1,419,269.5,ruby,,
food_420,food,1,420,269.5,ruby,,
food_421,food,1,421,269.5,ruby,,
food_422,food,1,422,269.5,ruby,,
food_423,food,1,423,269.5,ruby,,
food_424,food,1,424,269.5,ruby,,
food_425,food,1,425,269.5,ruby,,
food_426,food,1,426,269.5,ruby,,
food_427,food,1,427,269.5,ruby,,
food_428,food,1,428,269.5,ruby,,
food_429,food,1,429,269.5,ruby,,
food_430,food,1,430,269.5,ruby,,
food_431,food,1,431,269.5,ruby,,
food_432,food,1,432,269.5,ruby,,
food_433,food,1,433,269.5,ruby,,
food_434,food,1,434,269.5,ruby,,
food_435,food,1,435,269.5,ruby,,
food_436,food,1,436,269.5,ruby,,
food_437,food,1,437,269.5,ruby,,
food_438,food,1,438,269.5,ruby,,
food_439,food,1,439,269.5,ruby,,
food_440,food,1,440,269.5,ruby,,
food_441,food,1,441,269.5,ruby,,
food_442,food,1,442,269.5,ruby,,
food_443,food,1,443,269.5,ruby,,
food_444,food,1,444,269.5,ruby,,
food_445,food,1,445,269.5,ruby,,
food_446,food,1,446,269.5,ruby,,
food_447,food,1,447,269.5,ruby,,
food_448,food,1,448,269.5,ruby,,
food_449,food,1,449,269.5,ruby,,
food_450,food,1,450,269.5,ruby,,
food_451,food,1,451,269.5,ruby,,
food_452,food,1,452,269.5,ruby,,
food_453,food,1,453,269.5,ruby,,
food_454,food,1,454,269.5,ruby,,
food_455,food,1,455,269.5,ruby,,
food_456,food,1,456,269.5,ruby,,
food_457,food,1,457,269.5,ruby,,
food_458,food,1,458,269.5,ruby,,
food_459,food,1,459,269.5,ruby,,
food_460,food,1,460,269.5,ruby,,
food_461,food,1,461,269.5,ruby,,
food_462,food,1,462,269.5,ruby,,
food_463,food,1,463,269.5,ruby,,
food_464,food,1,464,269.5,ruby,,
food_465,food,1,465,269.5,ruby,,
food_466,food,1,466,269.5,ruby,,
food_467,food,1,467,269.5,ruby,,
food_468,food,1,468,269.5,ruby,,
food_469,food,1,469,269.5,ruby,,
food_470,food,1,470,269.5,ruby,,
food_471,food,1,471,269.5,ruby,,
food_472,food,1,472,269.5,ruby,,
food_473,food,1,473,269.5,ruby,,
food_474,food,1,474,269.5,ruby,,
food_475,food,1,475,269.5,ruby,,
food_476,food,1,476,269.5,ruby,,
food_477,food,1,477,269.5,ruby,,
food_478,food,1,478,269.5,ruby,,
food_479,food,1,479,269.5,ruby,,
food_480,food,1,480,269.5,ruby,,
food_481,food,1,481,269.5,ruby,,
food_482,food,1,482,269.5,ruby,,
food_483,food,1,483,269.5,ruby,,
food_484,food,1,484,269.5,ruby,,
food_485,food,1,485,269.5,ruby,,
food_486,food,1,486,269.5,ruby,,
food_487,food,1,487,269.5,ruby,,
food_488,food,1,488,269.5,ruby,,
food_489,food,1,489,269.5,ruby,,
food_490,food,1,490,269.5,ruby,,
food_491,food,1,491,269.5,ruby,,
food_492,food,1,492,269.5,ruby,,
food_493,food,1,493,269.5,ruby,,
food_494,food,1,494,269.5,ruby,,
food_495,food,1,495,269.5,ruby,,
food_496,food,1,496,269.5,ruby,,
food_497,food,1,497,269.5,ruby,,
food_498,food,1,498,269.5,ruby,,
food_499,food,1,499,269.5,ruby,,
food_500,food,1,500,269.5,ruby,,
food_501,food,1,501,269.5,ruby,,
food_502,food,1,502,269.5,ruby,,
food_503,food,1,503,269.5,ruby,,
food_504,food,1,504,269.5,ruby,,
food_505,food,1,505,269.5,ruby,,
food_506,food,1,506,269.5,ruby,,
food_507,food,1,507,269.5,ruby,,
food_508,food,1,508,269.5,ruby,,
food_509,food,1,509,269.5,ruby,,
food_510,food,1,510,269.5,ruby,,
food_511,food,1,511,269.5,ruby,,
food_512,food,1,512,269.5,ruby,,
food_513,food,1,513,269.5,ruby,,
food_514,food,1,514,269.5,ruby,,
food_515,food,1,515,269.5,ruby,,
food_516,food,1,516,269.5,ruby,,
food_517,food,1,517,269.5,ruby,,
food_518,food,1,518,269.5,ruby,,
food_519,food,1,519,269.5,ruby,,
food_520,food,1,520,269.5,ruby,,
food_521,food,1,521,269.5,ruby,,
food_522,food,1,522,269.5,ruby,,
food_523,food,1,523,269.5,ruby,,
food_524,food,1,524,269.5,ruby,,
food_525,food,1,525,269.5,ruby,,
food_526,food,1,526,269.5,ruby,,
food_527,food,1,527,269.5,ruby,,
food_528,food,1,528,269.5,ruby,,
food_529,food,1,529,269.5,ruby,,
food_530,food,1,530,269.5,ruby,,
food_531,food,1,531,269.5,ruby,,
food_532,food,1,532,269.5,ruby,,
food_533,food,1,533,269.5,ruby,,
food_534,food,1,534,269.5,ruby,,
food_535,food,1,535,269.5,ruby,,
food_536,food,1,536,269.5,ruby,,
food_537,food,1,537,269.5,ruby,,
food_538,food,1,538,269.5,ruby,,
food_539,food,1,539,269.5,ruby,,
food_540,food,1,540,269.5,ruby,,
food_541,food,1,541,269.5,ruby,,
food_542,food,1,542,269.5,ruby,,
food_543,food,1,543,269.5,ruby,,
food_544,food,1,544,269.5,ruby,,
food_545,food,1,545,269.5,ruby,,
food_546,food,1,546,269.5,ruby,,
food_547,food,1,547,269.5,ruby,,
food_548,food,1,548,269.5,ruby,,
food_549,food,1,549,269.5,ruby,,
food_550,food,1,550,269.5,ruby,,
food_551,food,1,551,269.5,ruby,,
food_552,food,1,552,269.5,ruby,,
food_553,food,1,553,269.5,ruby,,
food_554,food,1,554,269.5,ruby,,
food_555,food,1,555,269.5,ruby,,
food_556,food,1,556,269.5,ruby,,
food_557,food,1,557,269.5,ruby,,
food_558,food,1,558,269.5,ruby,,
food_559,food,1,559,269.5,ruby,,
food_560,food,1,560,269.5,ruby,,
food_561,food,1,561,269.5,ruby,,
food_562,food,1,562,269.5,ruby,,
food_563,food,1,563,269.5,ruby,,
food_564,food,1,564,269.5,ruby,,
food_565,food,1,565,269.5,ruby,,
food_566,food,1,566,269.5,ruby,,
food_567,food,1,567,269.5,ruby,,
food_568,food,1,568,269.5,ruby,,
food_569,food,1,569,269.5,ruby,,
food_570,food,1,570,269.5,ruby,,
food_571,food,1,571,269.5,ruby,,
food_572,food,1,572,269.5,ruby,,
food_573,food,1,573,269.5,ruby,,
food_574,food,1,574,269.5,ruby,,
food_575,food,1,575,269.5,ruby,,
food_576,food,1,576,269.5,ruby,,
food_577,food,1,577,269.5,ruby,,
food_578,food,1,578,269.5,ruby,,
food_579,food,1,579,269.5,ruby,,
food_580,food,1,580,269.5,ruby,,
food_581,food,1,581,269.5,ruby,,
food_582,food,1,582,269.5,ruby,,
food_583,food,1,583,269.5,ruby,,
food_584,food,1,584,269.5,ruby,,
food_585,food,1,585,269.5,ruby,,
food_586,food,1,586,269.5,ruby,,
food_587,food,1,587,269.5,ruby,,
food_588,food,1,588,269.5,ruby,,
food_589,food,1,589,269.5,ruby,,
food_590,food,1,590,269.5,ruby,,
food_591,food,1,591,269.5,ruby,,
food_592,food,1,592,269.5,ruby,,
food_593,food,1,593,269.5,ruby,,
food_594,food,1,594,269.5,ruby,,
food_595,food,1,595,269.5,ruby,,
food_596,food,1,596,269.5,ruby,,
food_597,food,1,597,269.5,ruby,,
food_598,food,1,598,269.5,ruby,,
food_599,food,1,599,269.5,ruby,,
food_600,food,1,600,269.5,ruby,,
food_601,food,1,601,269.5,ruby,,
food_602,food,1,602,269.5,ruby,,
food_603,food,1,603,269.5,ruby,,
food_604,food,1,604,269.5,ruby,,
food_605,food,1,605,269.5,ruby,,
food_606,food,1,606,269.5,ruby,,
food_607,food,1,607,269.5,ruby,,
food_608,food,1,608,269.5,ruby,,
food_609,food,1,609,269.5,ruby,,
food_610,food,1,610,269.5,ruby,,
food_611,food,1,611,269.5,ruby,,
food_612,food,1,612,269.5,ruby,,
food_613,food,1,613,269.5,ruby,,
food_614,food,1,614,269.5,ruby,,
food_615,food,1,615,269.5,ruby,,
food_616,food,1,616,269.5,ruby,,
food_617,food,1,617,269.5,ruby,,
food_618,food,1,618,269.5,ruby,,
food_619,food,1,619,269.5,ruby,,
food_620,food,1,620,269.5,ruby,,
food_621,food,1,621,269.5,ruby,,
food_622,food,1,622,269.5,ruby,,
food_623,food,1,623,269.5,ruby,,
food_624,food,1,624,269.5,ruby,,
food_625,food,1,625,269.5,ruby,,
food_626,food,1,626,269.5,ruby,,
food_627,food,1,627,269.5,ruby,,
food_628,food,1,628,269.5,ruby,,
food_629,food,1,629,269.5,ruby,,
food_630,food,1,630,269.5,ruby,,
food_631,food,1,631,269.5,ruby,,
food_632,food,1,632,269.5,ruby,,
food_633,food,1,633,269.5,ruby,,
food_634,food,1,634,269.5,ruby,,
food_635,food,1,635,269.5,ruby,,
food_636,food,1,636,269.5,ruby,,
food_637,food,1,637,269.5,ruby,,
food_638,food,1,638,269.5,ruby,,
food_639,food,1,639,269.5,ruby,,
food_640,food,1,640,269.5,ruby,,
food_641,food,1,641,269.5,ruby,,
food_642,food,1,642,269.5,ruby,,
food_643,food,1,643,269.5,ruby,,
food_644,food,1,644,269.5,ruby,,
food_645,food,1,645,269.5,ruby,,
food_646,food,1,646,269.5,ruby,,
food_647,food,1,647,269.5,ruby,,
food_648,food,1,648,269.5,ruby,,
food_649,food,1,649,269.5,ruby,,
food_650,food,1,650,269.5,ruby,,
food_651,food,1,651,269.5,ruby,,
food_652,food,1,652,269.5,ruby,,
food_653,food,1,653,269.5,ruby,,
food_654,food,1,654,269.5,ruby,,
food_655,food,1,655,269.5,ruby,,
food_656,food,1,656,269.5,ruby,,
food_657,food,1,657,269.5,ruby,,
food_658,food,1,658,269.5,ruby,,
food_659,food,1,659,269.5,ruby,,
food_660,food,1,660,269.5,ruby,,
food_661,food,1,661,269.5,ruby,,
food_662,food,1,662,269.5,ruby,,
food_663,food,1,663,269.5,ruby,,
food_664,food,1,664,269.5,ruby,,
food_665,food,1,665,269.5,ruby,,
food_666,food,1,666,269.5,ruby,,
food_667,food,1,667,269.5,ruby,,
food_668,food,1,668,269.5,ruby,,
food_669,food,1,669,269.5,ruby,,
food_670,food,1,670,269.5,ruby,,
food_671,food,1,671,269.5,ruby,,
food_672,food,1,672,269.5,ruby,,
food_673,food,1,673,269.5,ruby,,
food_674,food,1,674,269.5,ruby,,
food_675,food,1,675,269.5,ruby,,
food_676,food,1,676,269.5,ruby,,
food_677,food,1,677,269.5,ruby,,
food_678,food,1,678,269.5,ruby,,
food_679,food,1,679,269.5,ruby,,
food_680,food,1,680,269.5,ruby,,
food_681,food,1,681,269.5,ruby,,
food_682,food,1,682,269.5,ruby,,
food_683,food,1,683,269.5,ruby,,
food_684,food,1,684,269.5,ruby,,
food_685,food,1,685,269.5,ruby,,
food_686,food,1,686,269.5,ruby,,
food_687,food,1,687,269.5,ruby,,
food_688,food,1,688,269.5,ruby,,
food_689,food,1,689,269.5,ruby,,
food_690,food,1,690,269.5,ruby,,
food_691,food,1,691,269.5,ruby,,
food_692,food,1,692,269.5,ruby,,
food_693,food,1,693,269.5,ruby,,
food_694,food,1,694,269.5,ruby,,
food_695,food,1,695,269.5,ruby,,
food_696,food,1,696,269.5,ruby,,
food_697,food,1,697,269.5,ruby,,
food_698,food,1,698,269.5,ruby,,
food_699,food,1,699,269.5,ruby,,
food_700,food,1,700,269.5,ruby,,
food_701,food,1,701,269.5,ruby,,
food_702,food,1,702,269.5,ruby,,
food_703,food,1,703,269.5,ruby,,
food_704,food,1,704,269.5,ruby,,
food_705,food,1,705,269.5,ruby,,
food_706,food,1,706,269.5,ruby,,
food_707,food,1,707,269.5,ruby,,
food_708,food,1,708,269.5,ruby,,
food_709,food,1,709,269.5,ruby,,
food_710,food,1,710,269.5,ruby,,
food_711,food,1,711,269.5,ruby,,
food_712,food,1,712,269.5,ruby,,
food_713,food,1,713,269.5,ruby,,
food_714,food,1,714,269.5,ruby,,
food_715,food,1,715,269.5,ruby,,
food_716,food,1,716,269.5,ruby,,
food_717,food,1,717,269.5,ruby,,
food_718,food,1,718,269.5,ruby,,
food_719,food,1,719,269.5,ruby,,
food_720,food,1,720,269.5,ruby,,
food_721,food,1,721,269.5,ruby,,
food_722,food,1,722,269.5,ruby,,
food_723,food,1,723,269.5,ruby,,
food_724,food,1,724,269.5,ruby,,
food_725,food,1,725,269.5,ruby,,
food_726,food,1,726,269.5,ruby,,
food_727,food,1,727,269.5,ruby,,
food_728,food,1,728,269.5,ruby,,
food_729,food,1,729,269.5,ruby,,
food_730,food,1,730,269.5,ruby,,
food_731,food,1,731,269.5,ruby,,
food_732,food,1,732,269.5,ruby,,
food_733,food,1,733,269.5,ruby,,
food_734,food,1,734,269.5,ruby,,
food_735,food,1,735,269.5,ruby,,
food_736,food,1,736,269.5,ruby,,
food_737,food,1,737,269.5,ruby,,
food_738,food,1,738,269.5,ruby,,
food_739,food,1,739,269.5,ruby,,
food_740,food,1,740,269.5,ruby,,
food_741,food,1,741,269.5,ruby,,
food_742,food,1,742,269.5,ruby,,
food_743,food,1,743,269.5,ruby,,
food_744,food,1,744,269.5,ruby,,
food_745,food,1,745,269.5,ruby,,
food_746,food,1,746,269.5,ruby,,
food_747,food,1,747,269.5,ruby,,
food_748,food,1,748,269.5,ruby,,
food_749,food,1,749,269.5,ruby,,
food_750,food,1,750,269.5,ruby,,
food_751,food,1,751,269.5,ruby,,
food_752,food,1,752,269.5,ruby,,
food_753,food,1,753,269.5,ruby,,
food_754,food,1,754,269.5,ruby,,
food_755,food,1,755,269.5,ruby,,
food_756,food,1,756,269.5,ruby,,
food_757,food,1,757,269.5,ruby,,
food_758,food,1,758,269.5,ruby,,
food_759,food,1,759,269.5,ruby,,
food_760,food,1,760,269.5,ruby,,
food_761,food,1,761,269.5,ruby,,
food_762,food,1,762,269.5,ruby,,
food_763,food,1,763,269.5,ruby,,
food_764,food,1,764,269.5,ruby,,
food_765,food,1,765,269.5,ruby,,
food_766,food,1,766,269.5,ruby,,
food_767,food,1,767,269.5,ruby,,
food_768,food,1,768,269.5,ruby,,
food_769,food,1,769,269.5,ruby,,
food_770,food,1,770,269.5,ruby,,
food_771,food,1,771,269.5,ruby,,
food_772,food,1,772,269.5,ruby,,
food_773,food,1,773,269.5,ruby,,
food_774,food,1,774,269.5,ruby,,
food_775,food,1,775,269.5,ruby,,
food_776,food,1,776,269.5,ruby,,
food_777,food,1,777,269.5,ruby,,
food_778,food,1,778,269.5,ruby,,
food_779,food,1,779,269.5,ruby,,
food_780,food,1,780,269.5,ruby,,
food_781,food,1,781,269.5,ruby,,
food_782,food,1,782,269.5,ruby,,
food_783,food,1,783,269.5,ruby,,
food_784,food,1,784,269.5,ruby,,
food_785,food,1,785,269.5,ruby,,
food_786,food,1,786,269.5,ruby,,
food_787,food,1,787,269.5,ruby,,
food_788,food,1,788,269.5,ruby,,
food_789,food,1,789,269.5,ruby,,
food_790,food,1,790,269.5,ruby,,
food_791,food,1,791,269.5,ruby,,
food_792,food,1,792,269.5,ruby,,
food_793,food,1,793,269.5,ruby,,
food_794,food,1,794,269.5,ruby,,
food_795,food,1,795,269.5,ruby,,
food_796,food,1,796,269.5,ruby,,
food_797,food,1,797,269.5,ruby,,
food_798,food,1,798,269.5,ruby,,
food_799,food,1,799,269.5,ruby,,
food_800,food,1,800,269.5,ruby,,
food_801,food,1,801,269.5,ruby,,
food_802,food,1,802,269.5,ruby,,
food_803,food,1,803,269.5,ruby,,
food_804,food,1,804,269.5,ruby,,
food_805,food,1,805,269.5,ruby,,
food_806,food,1,806,269.5,ruby,,
food_807,food,1,807,269.5,ruby,,
food_808,food,1,808,269.5,ruby,,
food_809,food,1,809,269.5,ruby,,
food_810,food,1,810,269.5,ruby,,
food_811,food,1,811,269.5,ruby,,
food_812,food,1,812,269.5,ruby,,
food_813,food,1,813,269.5,ruby,,
food_814,food,1,814,269.5,ruby,,
food_815,food,1,815,269.5,ruby,,
food_816,food,1,816,269.5,ruby,,
food_817,food,1,817,269.5,ruby,,
food_818,food,1,818,269.5,ruby,,
food_819,food,1,819,269.5,ruby,,
food_820,food,1,820,269.5,ruby,,
food_821,food,1,821,269.5,ruby,,
food_822,food,1,822,269.5,ruby,,
food_823,food,1,823,269.5,ruby,,
food_824,food,1,824,269.5,ruby,,
food_825,food,1,825,269.5,ruby,,
food_826,food,1,826,269.5,ruby,,
food_827,food,1,827,269.5,ruby,,
food_828,food,1,828,269.5,ruby,,
food_829,food,1,829,269.5,ruby,,
food_830,food,1,830,269.5,ruby,,
food_831,food,1,831,269.5,ruby,,
food_832,food,1,832,269.5,ruby,,
food_833,food,1,833,269.5,ruby,,
food_834,food,1,834,269.5,ruby,,
food_835,food,1,835,269.5,ruby,,
food_836,food,1,836,269.5,ruby,,
food_837,food,1,837,269.5,ruby,,
food_838,food,1,838,269.5,ruby,,
food_839,food,1,839,269.5,ruby,,
food_840,food,1,840,269.5,ruby,,
food_841,food,1,841,269.5,ruby,,
food_842,food,1,842,269.5,ruby,,
food_843,food,1,843,269.5,ruby,,
food_844,food,1,844,269.5,ruby,,
food_845,food,1,845,269.5,ruby,,
food_846,food,1,846,269.5,ruby,,
food_847,food,1,847,269.5,ruby,,
food_848,food,1,848,269.5,ruby,,
food_849,food,1,849,269.5,ruby,,
food_850,food,1,850,269.5,ruby,,
food_851,food,1,851,269.5,ruby,,
food_852,food,1,852,269.5,ruby,,
food_853,food,1,853,269.5,ruby,,
food_854,food,1,854,269.5,ruby,,
food_855,food,1,855,269.5,ruby,,
food_856,food,1,856,269.5,ruby,,
food_857,food,1,857,269.5,ruby,,
food_858,food,1,858,269.5,ruby,,
food_859,food,1,859,269.5,ruby,,
food_860,food,1,860,269.5,ruby,,
food_861,food,1,861,269.5,ruby,,
food_862,food,1,862,269.5,ruby,,
food_863,food,1,863,269.5,ruby,,
food_864,food,1,864,269.5,ruby,,
food_865,food,1,865,269.5,ruby,,
food_866,food,1,866,269.5,ruby,,
food_867,food,1,867,269.5,ruby,,
food_868,food,1,868,269.5,ruby,,
food_869,food,1,869,269.5,ruby,,
food_870,food,1,870,269.5,ruby,,
food_871,food,1,871,269.5,ruby,,
food_872,food,1,872,269.5,ruby,,
food_873,food,1,873,269.5,ruby,,
food_874,food,1,874,269.5,ruby,,
food_875,food,1,875,269.5,ruby,,
food_876,food,1,876,269.5,ruby,,
food_877,food,1,877,269.5,ruby,,
food_878,food,1,878,269.5,ruby,,
food_879,food,1,879,269.5,ruby,,
food_880,food,1,880,269.5,ruby,,
food_881,food,1,881,269.5,ruby,,
food_882,food,1,882,269.5,ruby,,
food_883,food,1,883,269.5,ruby,,
food_884,food,1,884,269.5,ruby,,
food_885,food,1,885,269.5,ruby,,
food_886,food,1,886,269.5,ruby,,
food_887,food,1,887,269.5,ruby,,
food_888,food,1,888,269.5,ruby,,
food_889,food,1,889,269.5,ruby,,
food_890,food,1,890,269.5,ruby,,
food_891,food,1,891,269.5,ruby,,
food_892,food,1,892,269.5,ruby,,
food_893,food,1,893,269.5,ruby,,
food_894,food,1,894,269.5,ruby,,
food_895,food,1,895,269.5,ruby,,
food_896,food,1,896,269.5,ruby,,
food_897,food,1,897,269.5,ruby,,
food_898,food,1,898,269.5,ruby,,
food_899,food,1,899,269.5,ruby,,
food_900,food,1,900,269.5,ruby,,
food_901,food,1,901,269.5,ruby,,
food_902,food,1,902,269.5,ruby,,
food_903,food,1,903,269.5,ruby,,
food_904,food,1,904,269.5,ruby,,
food_905,food,1,905,269.5,ruby,,
food_906,food,1,906,269.5,ruby,,
food_907,food,1,907,269.5,ruby,,
food_908,food,1,908,269.5,ruby,,
food_909,food,1,909,269.5,ruby,,
food_910,food,1,910,269.5,ruby,,
food_911,food,1,911,269.5,ruby,,
food_912,food,1,912,269.5,ruby,,
food_913,food,1,913,269.5,ruby,,
food_914,food,1,914,269.5,ruby,,
food_915,food,1,915,269.5,ruby,,
food_916,food,1,916,269.5,ruby,,
food_917,food,1,917,269.5,ruby,,
food_918,food,1,918,269.5,ruby,,
food_919,food,1,919,269.5,ruby,,
food_920,food,1,920,269.5,ruby,,
food_921,food,1,921,269.5,ruby,,
food_922,food,1,922,269.5,ruby,,
food_923,food,1,923,269.5,ruby,,
food_924,food,1,924,269.5,ruby,,
food_925,food,1,925,269.5,ruby,,
food_926,food,1,926,269.5,ruby,,
food_927,food,1,927,269.5,ruby,,
food_928,food,1,928,269.5,ruby,,
food_929,food,1,929,269.5,ruby,,
food_930,food,1,930,269.5,ruby,,
food_931,food,1,931,269.5,ruby,,
food_932,food,1,932,269.5,ruby,,
food_933,food,1,933,269.5,ruby,,
food_934,food,1,934,269.5,ruby,,
food_935,food,1,935,269.5,ruby,,
food_936,food,1,936,269.5,ruby,,
food_937,food,1,937,269.5,ruby,,
food_938,food,1,938,269.5,ruby,,
food_939,food,1,939,269.5,ruby,,
food_940,food,1,940,269.5,ruby,,
food_941,food,1,941,269.5,ruby,,
food_942,food,1,942,269.5,ruby,,
food_943,food,1,943,269.5,ruby,,
food_944,food,1,944,269.5,ruby,,
food_945,food,1,945,269.5,ruby,,
food_946,food,1,946,269.5,ruby,,
food_947,food,1,947,269.5,ruby,,
food_948,food,1,948,269.5,ruby,,
food_949,food,1,949,269.5,ruby,,
food_950,food,1,950,269.5,ruby,,
food_951,food,1,951,269.5,ruby,,
food_952,food,1,952,269.5,ruby,,
food_953,food,1,953,269.5,ruby,,
food_954,food,1,954,269.5,ruby,,
food_955,food,1,955,269.5,ruby,,
food_956,food,1,956,269.5,ruby,,
food_957,food,1,957,269.5,ruby,,
food_958,food,1,958,269.5,ruby,,
food_959,food,1,959,269.5,ruby,,
food_960,food,1,960,269.5,ruby,,
food_961,food,1,961,269.5,ruby,,
food_962,food,1,962,269.5,ruby,,
food_963,food,1,963,269.5,ruby,,
food_964,food,1,964,269.5,ruby,,
food_965,food,1,965,269.5,ruby,,
food_966,food,1,966,269.5,ruby,,
food_967,food,1,967,269.5,ruby,,
food_968,food,1,968,269.5,ruby,,
food_969,food,1,969,269.5,ruby,,
food_970,food,1,970,269.5,ruby,,
food_971,food,1,971,269.5,ruby,,
food_972,food,1,972,269.5,ruby,,
food_973,food,1,973,269.5,ruby,,
food_974,food,1,974,269.5,ruby,,
food_975,food,1,975,269.5,ruby,,
food_976,food,1,976,269.5,ruby,,
food_977,food,1,977,269.5,ruby,,
food_978,food,1,978,269.5,ruby,,
food_979,food,1,979,269.5,ruby,,
food_980,food,1,980,269.5,ruby,,
food_981,food,1,981,269.5,ruby,,
food_982,food,1,982,269.5,ruby,,
food_983,food,1,983,269.5,ruby,,
food_984,food,1,984,269.5,ruby,,
food_985,food,1,985,269.5,ruby,,
food_986,food,1,986,269.5,ruby,,
food_987,food,1,987,269.5,ruby,,
food_988,food,1,988,269.5,ruby,,
food_989,food,1,989,269.5,ruby,,
food_990,food,1,990,269.5,ruby,,
food_991,food,1,991,269.5,ruby,,
food_992,food,1,992,269.5,ruby,,
food_993,food,1,993,269.5,ruby,,
food_994,food,1,994,269.5,ruby,,
food_995,food,1,995,269.5,ruby,,
food_996,food,1,996,269.5,ruby,,
food_997,food,1,997,269.5,ruby,,
food_998,food,1,998,269.5,ruby,,
food_999,food,1,999,269.5,ruby,,
dragonXP_1,dragonXP,0,1,0.26,ruby,,
dragonXP_2,dragonXP,0,2,0.58,ruby,,
dragonXP_3,dragonXP,0,3,0.75,ruby,,
dragonXP_4,dragonXP,0,4,1.12,ruby,,
dragonXP_5,dragonXP,0,5,1.55,ruby,,
dragonXP_6,dragonXP,0,6,2.49,ruby,,
dragonXP_7,dragonXP,0,7,3.57,ruby,,
dragonXP_8,dragonXP,0,8,4.68,ruby,,
dragonXP_9,dragonXP,0,9,4.68,ruby,,
dragonXP_10,dragonXP,0,10,5.86,ruby,,
dragonXP_11,dragonXP,0,11,6.97,ruby,,
dragonXP_12,dragonXP,0,12,6.97,ruby,,
dragonXP_13,dragonXP,0,13,8.12,ruby,,
dragonXP_14,dragonXP,0,14,9.41,ruby,,
dragonXP_15,dragonXP,0,15,9.41,ruby,,
dragonXP_16,dragonXP,0,16,10.71,ruby,,
dragonXP_17,dragonXP,0,17,10.71,ruby,,
dragonXP_18,dragonXP,0,18,12.16,ruby,,
dragonXP_19,dragonXP,0,19,12.16,ruby,,
dragonXP_20,dragonXP,0,20,13.58,ruby,,
dragonXP_21,dragonXP,0,21,13.58,ruby,,
dragonXP_22,dragonXP,0,22,15.33,ruby,,
dragonXP_23,dragonXP,0,23,15.33,ruby,,
dragonXP_24,dragonXP,0,24,17.05,ruby,,
dragonXP_25,dragonXP,0,25,17.05,ruby,,
dragonXP_26,dragonXP,0,26,19.16,ruby,,
dragonXP_27,dragonXP,0,27,19.16,ruby,,
