identifier,displayName,rarityIndex,displayIconFilename,animationVideoFilename,displayThumbnailFilename,headDisplayIconFilename,unlockStaticPortraitAchievement,unlockAnimatedPortraitAchievement,inBundle,h
fallEttinKnightT3,Ettin Knight,5,img_portrait_etinKnight_T2_01.png,animatedportraitetinKnight_battle.m4v,img_portrait_etinKnight_T2_01.png,img_portrait_etinKnight_T2_02.png,,serverOnlyPortraitEttinKnightT3,0,
winter17DesertAssassinT1,Desert Assassin,4,img_portrait_desertAssassin_T1_02.png,,img_portrait_desertAssassin_T1_02.png,img_portrait_desertAssassin_T1_01.png,serverOnlyPortraitDesertAssassinT1,,0,
winter17DesertAssassinT2,Desert Assassin,4,img_portrait_desertAssassin_T2_02.png,,img_portrait_desertAssassin_T2_02.png,img_portrait_desertAssassin_T2_01.png,serverOnlyPortraitDesertAssassinT2,,0,
winter17DesertAssassinT3,Desert Assassin,4,img_portrait_desertAssassin_T3_02.png,,img_portrait_desertAssassin_T3_02.png,img_portrait_desertAssassin_T3_01.png,serverOnlyPortraitDesertAssassinT3,,0,
winter17DesertAssassinT4,Desert Assassin,5,img_portrait_desertAssassin_T3_02.png,animatedportraitdesertAssassin_battle.m4v,img_portrait_desertAssassin_T3_02.png,img_portrait_desertAssassin_T3_01.png,,serverOnlyPortraitDesertAssassinT4,0,
winter17LightBowT1,Radiant Huntress,4,img_portrait_lightbow_T1_01.png,,img_portrait_lightbow_T1_01.png,img_portrait_lightbow_T1_02.png,serverOnlyPortraitLightBowT1,,0,
winter17LightBowT2,Radiant Huntress,4,img_portrait_lightbow_T2_01.png,,img_portrait_lightbow_T2_01.png,img_portrait_lightbow_T2_02.png,serverOnlyPortraitLightBowT2,,0,
winter17LightBowT3,Radiant Huntress,4,img_portrait_lightbow_T3_01.png,,img_portrait_lightbow_T3_01.png,img_portrait_lightbow_T3_02.png,serverOnlyPortraitLightBowT3,,0,
winter17LightBowT4,Radiant Huntress,5,img_portrait_lightbow_T3_01.png,animatedportraitlightBow_battle.m4v,img_portrait_lightbow_T3_01.png,img_portrait_lightbow_T3_02.png,,serverOnlyPortraitLightBowT4,0,
winter17ChampionT1,Othos,4,img_portrait_champion_T1_02.png,,img_portrait_champion_T1_02.png,img_portrait_champion_T1_01.png,serverOnlyPortraitChampionT1,,0,
winter17ChampionT2,Othos,4,img_portrait_champion_T2_02.png,,img_portrait_champion_T2_02.png,img_portrait_champion_T2_01.png,serverOnlyPortraitChampionT2,,0,
winter17ChampionT3,Othos,4,img_portrait_champion_T3_02.png,,img_portrait_champion_T3_02.png,img_portrait_champion_T3_01.png,serverOnlyPortraitChampionT3,,0,
winter17ChampionT4,Othos,5,img_portrait_champion_T3_02.png,animatedportraitchampion_battle.m4v,img_portrait_champion_T3_02.png,img_portrait_champion_T3_01.png,,serverOnlyPortraitChampionT4,0,
winter17Athena,Athena,4,img_portrait_athena_01.png,,img_portrait_athena_01.png,img_portrait_athena_02.png,serverOnlyPortraitAthena,,0,
winter17EmperorT1,Emperor,4,img_portrait_emperor_T1_01.png,,img_portrait_emperor_T1_01.png,img_portrait_emperor_T1_02.png,serverOnlyPortraitEmperorT1,,0,
winter17EmperorT2,Emperor,4,img_portrait_emperor_T2_01.png,,img_portrait_emperor_T2_01.png,img_portrait_emperor_T2_02.png,serverOnlyPortraitEmperorT2,,0,
winter17EmperorT3,Emperor,4,img_portrait_emperor_T3_01.png,,img_portrait_emperor_T3_01.png,img_portrait_emperor_T3_02.png,serverOnlyPortraitEmperorT3,,0,
winter17EmperorT4,Emperor,5,img_portrait_emperor_T3_01.png,animatedportraitemperor_battle.m4v,img_portrait_emperor_T3_01.png,img_portrait_emperor_T3_02.png,,serverOnlyPortraitEmperorT4,0,
creatorsFactionFemaleT1,The Creator,4,img_portrait_creatorFemale_01.png,,img_portrait_creatorFemale_01.png,img_portrait_creatorFemale_02.png,serverOnlyPortraitCreatorsFactionFemaleT1,,0,
creatorsFactionFemaleT2,The Creator,5,img_portrait_creatorFemale_01.png,animatedportraitcreatorFemale_battle.m4v,img_portrait_creatorFemale_01.png,img_portrait_creatorFemale_02.png,,serverOnlyPortraitCreatorsFactionFemaleT2,0,
creatorsFactionMaleT1,The Creator,4,img_portrait_creatorMale_01.png,,img_portrait_creatorMale_01.png,img_portrait_creatorMale_02.png,serverOnlyPortraitCreatorsFactionMaleT1,,0,
creatorsFactionMaleT2,The Creator,5,img_portrait_creatorMale_01.png,animatedportraitcreatorMale_battle.m4v,img_portrait_creatorMale_01.png,img_portrait_creatorMale_02.png,,serverOnlyPortraitCreatorsFactionMaleT2,0,
winter17CaptainTor,Captain Tor,4,img_portrait_captainTor_01.png,,img_portrait_captainTor_01.png,img_portrait_captainTor_02.png,serverOnlyPortraitCaptainTor,,0,
spring18CelticNinjaT1,Ara,4,img_portrait_celticNinja_T1_01.png,,img_portrait_celticNinja_T1_01.png,img_portrait_celticNinja_T1_02.png,serverOnlyPortraitCelticNinjaT1,,0,
spring18CelticNinjaT2,Ara,4,img_portrait_celticNinja_T2_01.png,,img_portrait_celticNinja_T2_01.png,img_portrait_celticNinja_T2_02.png,serverOnlyPortraitCelticNinjaT2,,0,
spring18CelticNinjaT3,Ara,4,img_portrait_celticNinja_T3_01.png,,img_portrait_celticNinja_T3_01.png,img_portrait_celticNinja_T3_02.png,serverOnlyPortraitCelticNinjaT3,,0,
spring18CelticNinjaT4,Ara,5,img_portrait_celticNinja_T3_01.png,animatedportraitninja_battle.m4v,img_portrait_celticNinja_T3_01.png,img_portrait_celticNinja_T3_02.png,,serverOnlyPortraitCelticNinjaT4,0,
spring18DeerStalkerT1,Diedre,4,img_portrait_deerstalker_T1_01.png,,img_portrait_deerstalker_T1_01.png,img_portrait_deerstalker_T1_02.png,serverOnlyPortraitDeerStalkerT1,,0,
spring18DeerStalkerT2,Diedre,4,img_portrait_deerstalker_T2_01.png,,img_portrait_deerstalker_T2_01.png,img_portrait_deerstalker_T2_02.png,serverOnlyPortraitDeerStalkerT2,,0,
spring18DeerStalkerT3,Diedre,4,img_portrait_deerstalker_T3_01.png,,img_portrait_deerstalker_T3_01.png,img_portrait_deerstalker_T3_02.png,serverOnlyPortraitDeerStalkerT3,,0,
spring18DeerStalkerT4,Diedre,5,img_portrait_deerstalker_T3_01.png,animatedportraitdeerstalker_battle.m4v,img_portrait_deerstalker_T3_01.png,img_portrait_deerstalker_T3_02.png,,serverOnlyPortraitDeerStalkerT4,0,
spring18OksanaT1,Oksana,4,img_portrait_morphoseKnight_T1_01.png,,img_portrait_morphoseKnight_T1_01.png,img_portrait_morphosKnight_T1_02.png,serverOnlyPortraitOksanaT1,,0,
spring18OksanaT2,Oksana,4,img_portrait_morphoseKnight_T2_01.png,,img_portrait_morphoseKnight_T2_01.png,img_portrait_morphosKnight_T2_02.png,serverOnlyPortraitOksanaT2,,0,
spring18OksanaT3,Oksana,5,img_portrait_morphoseKnight_T2_01.png,animatedportraitmorphosKnight_battle.m4v,img_portrait_morphoseKnight_T2_01.png,img_portrait_morphosKnight_T2_02.png,,serverOnlyPortraitOksanaT3,0,
spring18DryadT1,Dryad,4,img_portrait_dryad_T1_01.png,,img_portrait_dryad_T1_01.png,img_portrait_dryad_T1_02.png,serverOnlyPortraitDryadT1,,0,
spring18DryadT2,Dryad,4,img_portrait_dryad_T2_01.png,,img_portrait_dryad_T2_01.png,img_portrait_dryad_T2_02.png,serverOnlyPortraitDryadT2,,0,
spring18DryadT3,Dryad,4,img_portrait_dryad_T3_01.png,,img_portrait_dryad_T3_01.png,img_portrait_dryad_T3_02.png,serverOnlyPortraitDryadT3,,0,
spring18DryadT4,Dryad,5,img_portrait_dryad_T3_01.png,animatedportraitdryad_battle.m4v,img_portrait_dryad_T3_01.png,img_portrait_dryad_T3_02.png,,serverOnlyPortraitDryadT4,0,
spring18MakduilT1,Makduil,4,img_portrait_makduil_T1_01.png,,img_portrait_makduil_T1_01.png,img_portrait_makduil_T1_02.png,serverOnlyPortraitMakduilT1,,0,
spring18MakduilT2,Makduil,4,img_portrait_makduil_T2_01.png,,img_portrait_makduil_T2_01.png,img_portrait_makduil_T2_02.png,serverOnlyPortraitMakduilT2,,0,
spring18MakduilT3,Makduil,4,img_portrait_makduil_T3_01.png,,img_portrait_makduil_T3_01.png,img_portrait_makduil_T3_02.png,serverOnlyPortraitMakduilT3,,0,
spring18MakduilT4,Makduil,5,img_portrait_makduil_T3_01.png,animatedportraitmakduil_battle.m4v,img_portrait_makduil_T3_01.png,img_portrait_makduil_T3_02.png,,serverOnlyPortraitMakduilT4,0,
summer18MesoGuardT1,Shroud Guard,4,img_portrait_mesoGuard_T1_01.png,,img_portrait_mesoGuard_T1_01.png,img_portrait_mesoGuard_T1_02.png,serverOnlyPortraitMesoGuardT1,,0,
summer18MesoGuardT2,Shroud Guard,4,img_portrait_mesoGuard_T2_01.png,,img_portrait_mesoGuard_T2_01.png,img_portrait_mesoGuard_T2_02.png,serverOnlyPortraitMesoGuardT2,,0,
summer18MesoGuardT3,Shroud Guard,4,img_portrait_mesoGuard_T3_01.png,,img_portrait_mesoGuard_T3_01.png,img_portrait_mesoGuard_T3_02.png,serverOnlyPortraitMesoGuardT3,,0,
summer18MesoGuardT4,Shroud Guard,5,img_portrait_mesoGuard_T3_01.png,animatedportraitmesoGuard_battle.m4v,img_portrait_mesoGuard_T3_01.png,img_portrait_mesoGuard_T3_02.png,,serverOnlyPortraitMesoGuardT4,0,
summer18MesoDragonDancerT1,Dragon Dancer,4,img_portrait_mesoDragonDancer_T1_01.png,,img_portrait_mesoDragonDancer_T1_01.png,img_portrait_mesoDragonDancer_T1_02.png,serverOnlyPortraitMesoDragonDancerT1,,0,
summer18MesoDragonDancerT2,Dragon Dancer,4,img_portrait_mesoDragonDancer_T2_01.png,,img_portrait_mesoDragonDancer_T2_01.png,img_portrait_mesoDragonDancer_T2_02.png,serverOnlyPortraitMesoDragonDancerT2,,0,
summer18MesoDragonDancerT3,Dragon Dancer,4,img_portrait_mesoDragonDancer_T3_01.png,,img_portrait_mesoDragonDancer_T3_01.png,img_portrait_mesoDragonDancer_T3_02.png,serverOnlyPortraitMesoDragonDancerT3,,0,
summer18MesoDragonDancerT4,Dragon Dancer,5,img_portrait_mesoDragonDancer_T3_01.png,animatedportraitmesoDragonDancer_battle.m4v,img_portrait_mesoDragonDancer_T3_01.png,img_portrait_mesoDragonDancer_T3_02.png,,serverOnlyPortraitMesoDragonDancerT4,0,
summer18MesoWarriorT1,Tanok,4,img_portrait_mesoWarrior_T1_01.png,,img_portrait_mesoWarrior_T1_01.png,img_portrait_mesoWarrior_T1_02.png,serverOnlyPortraitMesoWarriorT1,,0,
summer18MesoWarriorT2,Tanok,4,img_portrait_mesoWarrior_T2_01.png,,img_portrait_mesoWarrior_T2_01.png,img_portrait_mesoWarrior_T2_02.png,serverOnlyPortraitMesoWarriorT2,,0,
summer18MesoWarriorT3,Tanok,4,img_portrait_mesoWarrior_T3_01.png,,img_portrait_mesoWarrior_T3_01.png,img_portrait_mesoWarrior_T3_02.png,serverOnlyPortraitMesoWarriorT3,,0,
summer18MesoWarriorT4,Tanok,5,img_portrait_mesoWarrior_T3_01.png,animatedportraitmesoWarrior_battle.m4v,img_portrait_mesoWarrior_T3_01.png,img_portrait_mesoWarrior_T3_02.png,,serverOnlyPortraitMesoWarriorT4,0,
summer18MesoSpearmanT1,Shroud Spearman,4,img_portrait_mesoSpearman_T1_01.png,,img_portrait_mesoSpearman_T1_01.png,img_portrait_mesoSpearman_T1_02.png,serverOnlyPortraitMesoSpearmanT1,,0,
summer18MesoSpearmanT2,Shroud Spearman,4,img_portrait_mesoSpearman_T2_01.png,,img_portrait_mesoSpearman_T2_01.png,img_portrait_mesoSpearman_T2_02.png,serverOnlyPortraitMesoSpearmanT2,,0,
summer18MesoSpearmanT3,Shroud Spearman,4,img_portrait_mesoSpearman_T3_01.png,,img_portrait_mesoSpearman_T3_01.png,img_portrait_mesoSpearman_T3_02.png,serverOnlyPortraitMesoSpearmanT3,,0,
summer18MesoSpearmanT4,Shroud Spearman,5,img_portrait_mesoSpearman_T3_01.png,animatedportraitmesoSpearman_battle.m4v,img_portrait_mesoSpearman_T3_01.png,img_portrait_mesoSpearman_T3_02.png,,serverOnlyPortraitMesoSpearmanT4,0,
summer18MesoSkirmisherT1,Shroud Skirmisher,4,img_portrait_mesoSkirmisher_T1_01.png,,img_portrait_mesoSkirmisher_T1_01.png,img_portrait_mesoSkirmisher_T1_02.png,serverOnlyPortraitMesoSkirmisherT1,,0,
summer18MesoSkirmisherT2,Shroud Skirmisher,4,img_portrait_mesoSkirmisher_T2_01.png,,img_portrait_mesoSkirmisher_T2_01.png,img_portrait_mesoSkirmisher_T2_02.png,serverOnlyPortraitMesoSkirmisherT2,,0,
summer18MesoSkirmisherT3,Shroud Skirmisher,4,img_portrait_mesoSkirmisher_T3_01.png,,img_portrait_mesoSkirmisher_T3_01.png,img_portrait_mesoSkirmisher_T3_02.png,serverOnlyPortraitMesoSkirmisherT3,,0,
summer18MesoSkirmisherT4,Shroud Skirmisher,5,img_portrait_mesoSkirmisher_T3_01.png,animatedportraitmesoSkirmisher_battle.m4v,img_portrait_mesoSkirmisher_T3_01.png,img_portrait_mesoSkirmisher_T3_02.png,,serverOnlyPortraitMesoSkirmisherT4,0,
atlasPirateCaptainT1,Pirate Captain,4,img_portrait_atlasPirate_T1_01.png,,img_portrait_atlasPirate_T1_01.png,img_portrait_atlasPirate_T1_02.png,serverOnlyPortraitPirateCaptainT1,,0,
atlasPirateCaptainT2,Pirate Captain,4,img_portrait_atlasPirate_T2_01.png,,img_portrait_atlasPirate_T2_01.png,img_portrait_atlasPirate_T2_02.png,serverOnlyPortraitPirateCaptainT2,,0,
atlasPirateCaptainT3,Pirate Captain,4,img_portrait_atlasPirate_T3_01.png,,img_portrait_atlasPirate_T3_01.png,img_portrait_atlasPirate_T3_02.png,serverOnlyPortraitPirateCaptainT3,,0,
atlasPirateCaptainT4,Pirate Captain,5,img_portrait_atlasPirate_T3_01.png,animatedportraitatlasPirate_battle.m4v,img_portrait_atlasPirate_T3_01.png,img_portrait_atlasPirate_T3_02.png,,serverOnlyPortraitPirateCaptainT4,0,
templeRaidIgnias,Ignias,4,img_portrait_golemFire_T1_01.png,,img_portrait_golemFire_T1_01.png,img_portrait_golemFire_T1_02.png,serverOnlyPortraitIgnias,,0,
templeRaidGlacias,Glacias,4,img_portrait_golemIce_T1_01.png,,img_portrait_golemIce_T1_01.png,img_portrait_golemIce_T1_02.png,serverOnlyPortraitGlacias,,0,
templeRaidFluxias,Fluxias,4,img_portrait_golemWind_T1_01.png,,img_portrait_golemWind_T1_01.png,img_portrait_golemWind_T1_02.png,serverOnlyPortraitFluxias,,0,
templeRaidObsidias,Obsidias,4,img_portrait_golemDark_T1_01.png,,img_portrait_golemDark_T1_01.png,img_portrait_golemDark_T1_02.png,serverOnlyPortraitObsidias,,0,
templeRaidSylvinias,Sylvinias,4,img_portrait_golemEarth_T1_01.png,,img_portrait_golemEarth_T1_01.png,img_portrait_golemEarth_T1_02.png,serverOnlyPortraitSylvinias,,0,
templeRaidUberIgnias,Uber Ignias,5,img_portrait_golemFire_T2_01.png,,img_portrait_golemFire_T2_01.png,img_portrait_golemFire_T2_02.png,serverOnlyPortraitUberIgnias,,0,
templeRaidUberGlacias,Uber Glacias,5,img_portrait_golemIce_T2_01.png,,img_portrait_golemIce_T2_01.png,img_portrait_golemIce_T2_02.png,serverOnlyPortraitUberGlacias,,0,
templeRaidUberFluxias,Uber Fluxias,5,img_portrait_golemWind_T2_01.png,,img_portrait_golemWind_T2_01.png,img_portrait_golemWind_T2_02.png,serverOnlyPortraitUberFluxias,,0,
templeRaidUberObsidias,Uber Obsidias,5,img_portrait_golemDark_T2_01.png,,img_portrait_golemDark_T2_01.png,img_portrait_golemDark_T2_02.png,serverOnlyPortraitUberObsidias,,0,
templeRaidUberSylvinias,Uber Sylvinias,5,img_portrait_golemEarth_T2_01.png,,img_portrait_golemEarth_T2_01.png,img_portrait_golemEarth_T2_02.png,serverOnlyPortraitUberSylvinias,,0,
fall18MaskJesterT1,Masquerade Fool,4,img_portrait_maskJester_T1_01.png,,img_portrait_maskJester_T1_01.png,img_portrait_maskJester_T1_02.png,serverOnlyPortraitMaskJesterT1,,0,
fall18MaskJesterT2,Masquerade Fool,4,img_portrait_maskJester_T2_01.png,,img_portrait_maskJester_T2_01.png,img_portrait_maskJester_T2_02.png,serverOnlyPortraitMaskJesterT2,,0,
fall18MaskJesterT3,Masquerade Fool,4,img_portrait_maskJester_T3_01.png,,img_portrait_maskJester_T3_01.png,img_portrait_maskJester_T3_02.png,serverOnlyPortraitMaskJesterT3,,0,
fall18MaskJesterT4,Masquerade Fool,5,img_portrait_maskJester_T3_01.png,animatedportraitmaskJester_battle.m4v,img_portrait_maskJester_T3_01.png,img_portrait_maskJester_T3_02.png,,serverOnlyPortraitMaskJesterT4,0,
fall18MaskDuelistT1,Masquerade Fencer,4,img_portrait_maskDuelist_T1_01.png,,img_portrait_maskDuelist_T1_01.png,img_portrait_maskDuelist_T1_02.png,serverOnlyPortraitMaskDuelistT1,,0,
fall18MaskDuelistT2,Masquerade Fencer,4,img_portrait_maskDuelist_T2_01.png,,img_portrait_maskDuelist_T2_01.png,img_portrait_maskDuelist_T2_02.png,serverOnlyPortraitMaskDuelistT2,,0,
fall18MaskDuelistT3,Masquerade Fencer,4,img_portrait_maskDuelist_T3_01.png,,img_portrait_maskDuelist_T3_01.png,img_portrait_maskDuelist_T3_02.png,serverOnlyPortraitMaskDuelistT3,,0,
fall18MaskDuelistT4,Masquerade Fencer,5,img_portrait_maskDuelist_T3_01.png,animatedportraitmaskDuelist_battle.m4v,img_portrait_maskDuelist_T3_01.png,img_portrait_maskDuelist_T3_02.png,,serverOnlyPortraitMaskDuelistT4,0,
fall18MaskLadyT1,Iron Maiden,4,img_portrait_maskLady_T1_01.png,,img_portrait_maskLady_T1_01.png,img_portrait_maskLady_T1_02.png,serverOnlyPortraitMaskLadyT1,,0,
fall18MaskLadyT2,Iron Maiden,4,img_portrait_maskLady_T2_01.png,,img_portrait_maskLady_T2_01.png,img_portrait_maskLady_T2_02.png,serverOnlyPortraitMaskLadyT2,,0,
fall18MaskLadyT3,Iron Maiden,4,img_portrait_maskLady_T3_01.png,,img_portrait_maskLady_T3_01.png,img_portrait_maskLady_T3_02.png,serverOnlyPortraitMaskLadyT3,,0,
fall18MaskLadyT4,Iron Maiden,5,img_portrait_maskLady_T3_01.png,animatedportraitmaskLady_battle.m4v,img_portrait_maskLady_T3_01.png,img_portrait_maskLady_T3_02.png,,serverOnlyPortraitMaskLadyT4,0,
atlasButcherKnightT1,Malus,4,img_portrait_atlasButcherKnight_T1_01.png,,img_portrait_atlasButcherKnight_T1_01.png,img_portrait_atlasButcherKnight_T1_02.png,serverOnlyPortraitAtlasButcherKnightT1,,0,
atlasButcherKnightT2,Malus,4,img_portrait_atlasButcherKnight_T2_01.png,,img_portrait_atlasButcherKnight_T2_01.png,img_portrait_atlasButcherKnight_T2_02.png,serverOnlyPortraitAtlasButcherKnightT2,,0,
atlasButcherKnightT3,Malus,4,img_portrait_atlasButcherKnight_T3_01.png,,img_portrait_atlasButcherKnight_T3_01.png,img_portrait_atlasButcherKnight_T3_02.png,serverOnlyPortraitAtlasButcherKnightT3,,0,
atlasButcherKnightT4,Malus,5,img_portrait_atlasButcherKnight_T3_01.png,animatedportraitatlasButcherKnight_battle.m4v,img_portrait_atlasButcherKnight_T3_01.png,img_portrait_atlasButcherKnight_T3_02.png,,serverOnlyPortraitAtlasButcherKnightT4,0,
atlasPoacherMaleT1,Kragga Poacher,4,img_portrait_atlasPoacherM_T1_01.png,,img_portrait_atlasPoacherM_T1_01.png,img_portrait_atlasPoacherM_T1_02.png,serverOnlyPortraitAtlasPoacherMaleT1,,0,
atlasPoacherMaleT2,Kragga Poacher,4,img_portrait_atlasPoacherM_T2_01.png,,img_portrait_atlasPoacherM_T2_01.png,img_portrait_atlasPoacherM_T2_02.png,serverOnlyPortraitAtlasPoacherMaleT2,,0,
atlasPoacherMaleT3,Kragga Poacher,4,img_portrait_atlasPoacherM_T3_01.png,,img_portrait_atlasPoacherM_T3_01.png,img_portrait_atlasPoacherM_T3_02.png,serverOnlyPortraitAtlasPoacherMaleT3,,0,
atlasPoacherMaleT4,Kragga Poacher,5,img_portrait_atlasPoacherM_T3_01.png,animatedportraitatlasPoacherM_battle.m4v,img_portrait_atlasPoacherM_T3_01.png,img_portrait_atlasPoacherM_T3_02.png,,serverOnlyPortraitAtlasPoacherMaleT4,0,
fall18MaskGentlemanT1,Dashing Aristocrat,4,img_portrait_maskGentleman_T1_01.png,,img_portrait_maskGentleman_T1_01.png,img_portrait_maskGentleman_T1_02.png,serverOnlyPortraitMaskGentlemanT1,,0,
fall18MaskGentlemanT2,Dashing Aristocrat,4,img_portrait_maskGentleman_T2_01.png,,img_portrait_maskGentleman_T2_01.png,img_portrait_maskGentleman_T2_02.png,serverOnlyPortraitMaskGentlemanT2,,0,
fall18MaskGentlemanT3,Dashing Aristocrat,4,img_portrait_maskGentleman_T3_01.png,,img_portrait_maskGentleman_T3_01.png,img_portrait_maskGentleman_T3_02.png,serverOnlyPortraitMaskGentlemanT3,,0,
fall18MaskGentlemanT4,Dashing Aristocrat,5,img_portrait_maskGentleman_T3_01.png,animatedportraitmaskGentleman_battle.m4v,img_portrait_maskGentleman_T3_01.png,img_portrait_maskGentleman_T3_02.png,,serverOnlyPortraitMaskGentlemanT4,0,
fall18MaskBladeDancerT1,Blade Dancer,4,img_portrait_maskBladeDancer_T1_01.png,,img_portrait_maskBladeDancer_T1_01.png,img_portrait_maskBladeDancer_T1_02.png,serverOnlyPortraitMaskBladeDancerT1,,0,
fall18MaskBladeDancerT2,Blade Dancer,4,img_portrait_maskBladeDancer_T2_01.png,,img_portrait_maskBladeDancer_T2_01.png,img_portrait_maskBladeDancer_T2_02.png,serverOnlyPortraitMaskBladeDancerT2,,0,
fall18MaskBladeDancerT3,Blade Dancer,4,img_portrait_maskBladeDancer_T3_01.png,,img_portrait_maskBladeDancer_T3_01.png,img_portrait_maskBladeDancer_T3_02.png,serverOnlyPortraitMaskBladeDancerT3,,0,
fall18MaskBladeDancerT4,Blade Dancer,5,img_portrait_maskBladeDancer_T3_01.png,animatedportraitmaskBladeDancer_battle.m4v,img_portrait_maskBladeDancer_T3_01.png,img_portrait_maskBladeDancer_T3_02.png,,serverOnlyPortraitMaskBladeDancerT4,0,
fall18HeadlessHorsemanT1A,Headless Horseman (No Background),4,img_portrait_headlessHorseman_noBG_T1_01.png,,img_portrait_headlessHorseman_noBG_T1_01.png,img_portrait_headlessHorseman_noBG_T1_02.png,serverOnlyPortraitHeadlessHorsemanT1A,,0,
fall18HeadlessHorsemanT1B,Headless Horseman,4,img_portrait_headlessHorseman_T1_01.png,,img_portrait_headlessHorseman_T1_01.png,img_portrait_headlessHorseman_T1_02.png,serverOnlyPortraitHeadlessHorsemanT1B,,0,
fall18HeadlessHorsemanT2A,Headless Horseman (No Background),4,img_portrait_headlessHorseman_noBG_T2_01.png,,img_portrait_headlessHorseman_noBG_T2_01.png,img_portrait_headlessHorseman_noBG_T2_02.png,serverOnlyPortraitHeadlessHorsemanT2A,,0,
fall18HeadlessHorsemanT2B,Headless Horseman,4,img_portrait_headlessHorseman_T2_01.png,,img_portrait_headlessHorseman_T2_01.png,img_portrait_headlessHorseman_T2_02.png,serverOnlyPortraitHeadlessHorsemanT2B,,0,
fall18HeadlessHorsemanT3A,Headless Horseman (No Background),4,img_portrait_headlessHorseman_noBG_T3_01.png,,img_portrait_headlessHorseman_noBG_T3_01.png,img_portrait_headlessHorseman_noBG_T3_02.png,serverOnlyPortraitHeadlessHorsemanT3A,,0,
fall18HeadlessHorsemanT3B,Headless Horseman,4,img_portrait_headlessHorseman_T3_01.png,,img_portrait_headlessHorseman_T3_01.png,img_portrait_headlessHorseman_T3_02.png,serverOnlyPortraitHeadlessHorsemanT3B,,0,
fall18HeadlessHorsemanT4,Headless Horseman,5,img_portrait_headlessHorseman_T3_01.png,animatedportraitheadlessHorseman_battle.m4v,img_portrait_headlessHorseman_T3_01.png,img_portrait_headlessHorseman_T3_02.png,,serverOnlyPortraitHeadlessHorsemanT4,0,
winter18vikingRaider02T1,Iron Maiden,4,img_portrait_maskLady_T1_01.png,,img_portrait_maskLady_T1_01.png,img_portrait_maskLady_T1_02.png,serverOnlyPortraitMaskLadyT1,,0,
winter18vikingRaider02T2,Iron Maiden,4,img_portrait_maskLady_T2_01.png,,img_portrait_maskLady_T2_01.png,img_portrait_maskLady_T2_02.png,serverOnlyPortraitMaskLadyT2,,0,
winter18vikingRaider02T3,Iron Maiden,4,img_portrait_maskLady_T3_01.png,,img_portrait_maskLady_T3_01.png,img_portrait_maskLady_T3_02.png,serverOnlyPortraitMaskLadyT3,,0,
winter18vikingRaider02T4,Iron Maiden,5,img_portrait_maskLady_T3_01.png,animatedportraitmaskLady_battle.m4v,img_portrait_maskLady_T3_01.png,img_portrait_maskLady_T3_02.png,,serverOnlyPortraitMaskLadyT4,0,
winter18vikingShieldMaidenT1,Shield Maiden,4,img_portrait_vikingShieldMaiden_T1_01.png,,img_portrait_vikingShieldMaiden_T1_01.png,img_portrait_vikingShieldMaiden_T1_02.png,serverOnlyPortraitvikingShieldMaidenT1,,0,
winter18vikingShieldMaidenT2,Shield Maiden,4,img_portrait_vikingShieldMaiden_T2_01.png,,img_portrait_vikingShieldMaiden_T2_01.png,img_portrait_vikingShieldMaiden_T2_02.png,serverOnlyPortraitvikingShieldMaidenT2,,0,
winter18vikingShieldMaidenT3,Shield Maiden,4,img_portrait_vikingShieldMaiden_T3_01.png,,img_portrait_vikingShieldMaiden_T3_01.png,img_portrait_vikingShieldMaiden_T3_02.png,serverOnlyPortraitvikingShieldMaidenT3,,0,
winter18vikingShieldMaidenT4,Shield Maiden,5,img_portrait_vikingShieldMaiden_T3_01.png,animatedportraitvikingShieldMaiden_battle.m4v,img_portrait_vikingShieldMaiden_T3_01.png,img_portrait_vikingShieldMaiden_T3_02.png,,serverOnlyPortraitvikingShieldMaidenT4,0,
winter18vikingRaider021T1,Viking Scout,4,img_portrait_vikingRaider02_T1_01.png,,img_portrait_vikingRaider02_T1_01.png,img_portrait_vikingRaider02_T1_02.png,serverOnlyPortraitvikingRaider021T1,,0,
winter18vikingRaider021T2,Viking Scout,4,img_portrait_vikingRaider02_T2_01.png,,img_portrait_vikingRaider02_T2_01.png,img_portrait_vikingRaider02_T2_02.png,serverOnlyPortraitvikingRaider021T2,,0,
winter18vikingRaider021T3,Viking Scout,4,img_portrait_vikingRaider02_T3_01.png,,img_portrait_vikingRaider02_T3_01.png,img_portrait_vikingRaider02_T3_02.png,serverOnlyPortraitvikingRaider021T3,,0,
winter18vikingRaider021T4,Viking Scout,5,img_portrait_vikingRaider02_T3_01.png,animatedportvikingRaider02_battle.m4v,img_portrait_vikingRaider02_T3_01.png,img_portrait_vikingRaider02_T3_02.png,,serverOnlyPortraitvikingRaider021T4,0,
winter18vikingRaider01T1,Bjorn Veteran Raider,4,img_portrait_vikingRaider01_T1_01.png,,img_portrait_vikingRaider01_T1_01.png,img_portrait_vikingRaider01_T1_02.png,serverOnlyPortraitvikingRaider01T1,,0,
winter18vikingRaider01T2,Bjorn Veteran Raider,4,img_portrait_vikingRaider01_T2_01.png,,img_portrait_vikingRaider01_T2_01.png,img_portrait_vikingRaider01_T2_02.png,serverOnlyPortraitvikingRaider01T2,,0,
