identifier,multiplier,h
BreederAchievementComponentMultiplier_570,5973,
BreederAchievementComponentMultiplier_571,5974,
BreederAchievementComponentMultiplier_572,5975,
BreederAchievementComponentMultiplier_573,5976,
BreederAchievementComponentMultiplier_574,5977,
BreederAchievementComponentMultiplier_575,5978,
BreederAchievementComponentMultiplier_576,5979,
BreederAchievementComponentMultiplier_577,5980,
BreederAchievementComponentMultiplier_578,5981,
BreederAchievementComponentMultiplier_579,5982,
BreederAchievementComponentMultiplier_580,5983,
BreederAchievementComponentMultiplier_581,5984,
BreederAchievementComponentMultiplier_582,5985,
BreederAchievementComponentMultiplier_583,5986,
BreederAchievementComponentMultiplier_584,5987,
BreederAchievementComponentMultiplier_585,5988,
BreederAchievementComponentMultiplier_586,5989,
BreederAchievementComponentMultiplier_587,5990,
BreederAchievementComponentMultiplier_588,5991,
BreederAchievementComponentMultiplier_589,5992,
BreederAchievementComponentMultiplier_590,5993,
BreederAchievementComponentMultiplier_591,5994,
BreederAchievementComponentMultiplier_592,5995,
BreederAchievementComponentMultiplier_593,5996,
BreederAchievementComponentMultiplier_594,5997,
BreederAchievementComponentMultiplier_595,5998,
BreederAchievementComponentMultiplier_596,5999,
BreederAchievementComponentMultiplier_597,6000,
BreederAchievementComponentMultiplier_598,6001,
BreederAchievementComponentMultiplier_599,6002,
BreederAchievementComponentMultiplier_600,6003,
BreederAchievementComponentMultiplier_601,6004,
BreederAchievementComponentMultiplier_602,6005,
BreederAchievementComponentMultiplier_603,6006,
BreederAchievementComponentMultiplier_604,6007,
BreederAchievementComponentMultiplier_605,6008,
BreederAchievementComponentMultiplier_606,6009,
BreederAchievementComponentMultiplier_607,6010,
BreederAchievementComponentMultiplier_608,6011,
BreederAchievementComponentMultiplier_609,6012,
BreederAchievementComponentMultiplier_610,6013,
BreederAchievementComponentMultiplier_611,6014,
BreederAchievementComponentMultiplier_612,6015,
BreederAchievementComponentMultiplier_613,6016,
BreederAchievementComponentMultiplier_614,6017,
BreederAchievementComponentMultiplier_615,6018,
BreederAchievementComponentMultiplier_616,6019,
BreederAchievementComponentMultiplier_617,6020,
BreederAchievementComponentMultiplier_618,6021,
BreederAchievementComponentMultiplier_619,6022,
BreederAchievementComponentMultiplier_620,6023,
BreederAchievementComponentMultiplier_621,6024,
BreederAchievementComponentMultiplier_622,6025,
BreederAchievementComponentMultiplier_623,6026,
BreederAchievementComponentMultiplier_624,6027,
BreederAchievementComponentMultiplier_625,6028,
BreederAchievementComponentMultiplier_626,6029,
BreederAchievementComponentMultiplier_627,6030,
BreederAchievementComponentMultiplier_628,6031,
BreederAchievementComponentMultiplier_629,6032,
BreederAchievementComponentMultiplier_630,6033,
BreederAchievementComponentMultiplier_631,6034,
BreederAchievementComponentMultiplier_632,6035,
BreederAchievementComponentMultiplier_633,6036,
BreederAchievementComponentMultiplier_634,6037,
BreederAchievementComponentMultiplier_635,6038,
BreederAchievementComponentMultiplier_636,6039,
BreederAchievementComponentMultiplier_637,6040,
BreederAchievementComponentMultiplier_638,6041,
BreederAchievementComponentMultiplier_639,6042,
BreederAchievementComponentMultiplier_640,6043,
BreederAchievementComponentMultiplier_641,6044,
BreederAchievementComponentMultiplier_642,6045,
BreederAchievementComponentMultiplier_643,6046,
BreederAchievementComponentMultiplier_644,6047,
BreederAchievementComponentMultiplier_645,6048,
BreederAchievementComponentMultiplier_646,6049,
BreederAchievementComponentMultiplier_647,6050,
BreederAchievementComponentMultiplier_648,6051,
BreederAchievementComponentMultiplier_649,6052,
BreederAchievementComponentMultiplier_650,6053,
BreederAchievementComponentMultiplier_651,6054,
BreederAchievementComponentMultiplier_652,6055,
BreederAchievementComponentMultiplier_653,6056,
BreederAchievementComponentMultiplier_654,6057,
BreederAchievementComponentMultiplier_655,6058,
BreederAchievementComponentMultiplier_656,6059,
BreederAchievementComponentMultiplier_657,6060,
BreederAchievementComponentMultiplier_658,6061,
BreederAchievementComponentMultiplier_659,6062,
BreederAchievementComponentMultiplier_660,6063,
BreederAchievementComponentMultiplier_661,6064,
BreederAchievementComponentMultiplier_662,6065,
BreederAchievementComponentMultiplier_663,6066,
BreederAchievementComponentMultiplier_664,6067,
BreederAchievementComponentMultiplier_665,6068,
BreederAchievementComponentMultiplier_666,6069,
BreederAchievementComponentMultiplier_667,6070,
BreederAchievementComponentMultiplier_668,6071,
BreederAchievementComponentMultiplier_669,6072,
BreederAchievementComponentMultiplier_670,6073,
BreederAchievementComponentMultiplier_671,6074,
BreederAchievementComponentMultiplier_672,6075,
BreederAchievementComponentMultiplier_673,6076,
BreederAchievementComponentMultiplier_674,6077,
BreederAchievementComponentMultiplier_675,6078,
BreederAchievementComponentMultiplier_676,6079,
BreederAchievementComponentMultiplier_677,6080,
BreederAchievementComponentMultiplier_678,6081,
BreederAchievementComponentMultiplier_679,6082,
BreederAchievementComponentMultiplier_680,6083,
BreederAchievementComponentMultiplier_681,6084,
BreederAchievementComponentMultiplier_682,6085,
BreederAchievementComponentMultiplier_683,6086,
BreederAchievementComponentMultiplier_684,6087,
BreederAchievementComponentMultiplier_685,6088,
BreederAchievementComponentMultiplier_686,6089,
BreederAchievementComponentMultiplier_687,6090,
BreederAchievementComponentMultiplier_688,6091,
BreederAchievementComponentMultiplier_689,6092,
BreederAchievementComponentMultiplier_690,6093,
BreederAchievementComponentMultiplier_691,6094,
BreederAchievementComponentMultiplier_692,6095,
BreederAchievementComponentMultiplier_693,6096,
BreederAchievementComponentMultiplier_694,6097,
BreederAchievementComponentMultiplier_695,6098,
BreederAchievementComponentMultiplier_696,6099,
BreederAchievementComponentMultiplier_697,6100,
BreederAchievementComponentMultiplier_698,6101,
BreederAchievementComponentMultiplier_699,6102,
BreederAchievementComponentMultiplier_700,6103,
BreederAchievementComponentMultiplier_701,6104,
BreederAchievementComponentMultiplier_702,6105,
BreederAchievementComponentMultiplier_703,6106,
BreederAchievementComponentMultiplier_704,6107,
BreederAchievementComponentMultiplier_705,6108,
BreederAchievementComponentMultiplier_706,6109,
BreederAchievementComponentMultiplier_707,6110,
BreederAchievementComponentMultiplier_708,6111,
BreederAchievementComponentMultiplier_709,6112,
BreederAchievementComponentMultiplier_710,6113,
BreederAchievementComponentMultiplier_711,6114,
BreederAchievementComponentMultiplier_712,6115,
BreederAchievementComponentMultiplier_713,6116,
BreederAchievementComponentMultiplier_714,6117,
BreederAchievementComponentMultiplier_715,6118,
BreederAchievementComponentMultiplier_716,6119,
BreederAchievementComponentMultiplier_717,6120,
BreederAchievementComponentMultiplier_718,6121,
BreederAchievementComponentMultiplier_719,6122,
BreederAchievementComponentMultiplier_720,6123,
BreederAchievementComponentMultiplier_721,6124,
BreederAchievementComponentMultiplier_722,6125,
BreederAchievementComponentMultiplier_723,6126,
BreederAchievementComponentMultiplier_724,6127,
BreederAchievementComponentMultiplier_725,6128,
BreederAchievementComponentMultiplier_726,6129,
BreederAchievementComponentMultiplier_727,6130,
BreederAchievementComponentMultiplier_728,6131,
BreederAchievementComponentMultiplier_729,6132,
BreederAchievementComponentMultiplier_730,6133,
BreederAchievementComponentMultiplier_731,6134,
BreederAchievementComponentMultiplier_732,6135,
BreederAchievementComponentMultiplier_733,6136,
BreederAchievementComponentMultiplier_734,6137,
BreederAchievementComponentMultiplier_735,6138,
BreederAchievementComponentMultiplier_736,6139,
BreederAchievementComponentMultiplier_737,6140,
BreederAchievementComponentMultiplier_738,6141,
BreederAchievementComponentMultiplier_739,6142,
BreederAchievementComponentMultiplier_740,6143,
BreederAchievementComponentMultiplier_741,6144,
BreederAchievementComponentMultiplier_742,6145,
BreederAchievementComponentMultiplier_743,6146,
BreederAchievementComponentMultiplier_744,6147,
BreederAchievementComponentMultiplier_745,6148,
BreederAchievementComponentMultiplier_746,6149,
BreederAchievementComponentMultiplier_747,6150,
BreederAchievementComponentMultiplier_748,6151,
BreederAchievementComponentMultiplier_749,6152,
BreederAchievementComponentMultiplier_750,6153,
BreederAchievementComponentMultiplier_751,6154,
BreederAchievementComponentMultiplier_752,6155,
BreederAchievementComponentMultiplier_753,6156,
BreederAchievementComponentMultiplier_754,6157,
BreederAchievementComponentMultiplier_755,6158,
BreederAchievementComponentMultiplier_756,6159,
BreederAchievementComponentMultiplier_757,6160,
BreederAchievementComponentMultiplier_758,6161,
BreederAchievementComponentMultiplier_759,6162,
BreederAchievementComponentMultiplier_760,6163,
BreederAchievementComponentMultiplier_761,6164,
BreederAchievementComponentMultiplier_762,6165,
BreederAchievementComponentMultiplier_763,6166,
BreederAchievementComponentMultiplier_764,6167,
BreederAchievementComponentMultiplier_765,6168,
BreederAchievementComponentMultiplier_766,6169,
BreederAchievementComponentMultiplier_767,6170,
BreederAchievementComponentMultiplier_768,6171,
BreederAchievementComponentMultiplier_769,6172,
BreederAchievementComponentMultiplier_770,6173,
BreederAchievementComponentMultiplier_771,6174,
BreederAchievementComponentMultiplier_772,6175,
BreederAchievementComponentMultiplier_773,6176,
BreederAchievementComponentMultiplier_774,6177,
BreederAchievementComponentMultiplier_775,6178,
BreederAchievementComponentMultiplier_776,6179,
BreederAchievementComponentMultiplier_777,6180,
BreederAchievementComponentMultiplier_778,6181,
BreederAchievementComponentMultiplier_779,6182,
BreederAchievementComponentMultiplier_780,6183,
BreederAchievementComponentMultiplier_781,6184,
BreederAchievementComponentMultiplier_782,6185,
BreederAchievementComponentMultiplier_783,6186,
BreederAchievementComponentMultiplier_784,6187,
BreederAchievementComponentMultiplier_785,6188,
BreederAchievementComponentMultiplier_786,6189,
BreederAchievementComponentMultiplier_787,6190,
BreederAchievementComponentMultiplier_788,6191,
BreederAchievementComponentMultiplier_789,6192,
BreederAchievementComponentMultiplier_790,6193,
BreederAchievementComponentMultiplier_791,6194,
BreederAchievementComponentMultiplier_792,6195,
BreederAchievementComponentMultiplier_793,6196,
BreederAchievementComponentMultiplier_794,6197,
BreederAchievementComponentMultiplier_795,6198,
BreederAchievementComponentMultiplier_796,6199,
BreederAchievementComponentMultiplier_797,6200,
BreederAchievementComponentMultiplier_798,6201,
BreederAchievementComponentMultiplier_799,6202,
BreederAchievementComponentMultiplier_800,6203,
BreederAchievementComponentMultiplier_801,6204,
BreederAchievementComponentMultiplier_802,6205,
BreederAchievementComponentMultiplier_803,6206,
BreederAchievementComponentMultiplier_804,6207,
BreederAchievementComponentMultiplier_805,6208,
BreederAchievementComponentMultiplier_806,6209,
BreederAchievementComponentMultiplier_807,6210,
BreederAchievementComponentMultiplier_808,6211,
BreederAchievementComponentMultiplier_809,6212,
BreederAchievementComponentMultiplier_810,6213,
BreederAchievementComponentMultiplier_811,6214,
BreederAchievementComponentMultiplier_812,6215,
BreederAchievementComponentMultiplier_813,6216,
BreederAchievementComponentMultiplier_814,6217,
BreederAchievementComponentMultiplier_815,6218,
BreederAchievementComponentMultiplier_816,6219,
BreederAchievementComponentMultiplier_817,6220,
BreederAchievementComponentMultiplier_818,6221,
BreederAchievementComponentMultiplier_819,6222,
BreederAchievementComponentMultiplier_820,6223,
BreederAchievementComponentMultiplier_821,6224,
BreederAchievementComponentMultiplier_822,6225,
BreederAchievementComponentMultiplier_823,6226,
BreederAchievementComponentMultiplier_824,6227,
BreederAchievementComponentMultiplier_825,6228,
BreederAchievementComponentMultiplier_826,6229,
BreederAchievementComponentMultiplier_827,6230,
BreederAchievementComponentMultiplier_828,6231,
BreederAchievementComponentMultiplier_829,6232,
BreederAchievementComponentMultiplier_830,6233,
BreederAchievementComponentMultiplier_831,6234,
BreederAchievementComponentMultiplier_832,6235,
BreederAchievementComponentMultiplier_833,6236,
BreederAchievementComponentMultiplier_834,6237,
BreederAchievementComponentMultiplier_835,6238,
BreederAchievementComponentMultiplier_836,6239,
BreederAchievementComponentMultiplier_837,6240,
BreederAchievementComponentMultiplier_838,6241,
BreederAchievementComponentMultiplier_839,6242,
BreederAchievementComponentMultiplier_840,6243,
BreederAchievementComponentMultiplier_841,6244,
BreederAchievementComponentMultiplier_842,6245,
BreederAchievementComponentMultiplier_843,6246,
BreederAchievementComponentMultiplier_844,6247,
BreederAchievementComponentMultiplier_845,6248,
BreederAchievementComponentMultiplier_846,6249,
BreederAchievementComponentMultiplier_847,6250,
BreederAchievementComponentMultiplier_848,6251,
BreederAchievementComponentMultiplier_849,6252,
BreederAchievementComponentMultiplier_850,6253,
BreederAchievementComponentMultiplier_851,6254,
BreederAchievementComponentMultiplier_852,6255,
BreederAchievementComponentMultiplier_853,6256,
BreederAchievementComponentMultiplier_854,6257,
BreederAchievementComponentMultiplier_855,6258,
BreederAchievementComponentMultiplier_856,6259,
BreederAchievementComponentMultiplier_857,6260,
BreederAchievementComponentMultiplier_858,6261,
BreederAchievementComponentMultiplier_859,6262,
BreederAchievementComponentMultiplier_860,6263,
BreederAchievementComponentMultiplier_861,6264,
BreederAchievementComponentMultiplier_862,6265,
BreederAchievementComponentMultiplier_863,6266,
BreederAchievementComponentMultiplier_864,6267,
BreederAchievementComponentMultiplier_865,6268,
BreederAchievementComponentMultiplier_866,6269,
BreederAchievementComponentMultiplier_867,6270,
BreederAchievementComponentMultiplier_868,6271,
BreederAchievementComponentMultiplier_869,6272,
BreederAchievementComponentMultiplier_870,6273,
BreederAchievementComponentMultiplier_871,6274,
BreederAchievementComponentMultiplier_872,6275,
BreederAchievementComponentMultiplier_873,6276,
BreederAchievementComponentMultiplier_874,6277,
BreederAchievementComponentMultiplier_875,6278,
BreederAchievementComponentMultiplier_876,6279,
BreederAchievementComponentMultiplier_877,6280,
BreederAchievementComponentMultiplier_878,6281,
BreederAchievementComponentMultiplier_879,6282,
BreederAchievementComponentMultiplier_880,6283,
BreederAchievementComponentMultiplier_881,6284,
BreederAchievementComponentMultiplier_882,6285,
BreederAchievementComponentMultiplier_883,6286,
BreederAchievementComponentMultiplier_884,6287,
BreederAchievementComponentMultiplier_885,6288,
BreederAchievementComponentMultiplier_886,6289,
BreederAchievementComponentMultiplier_887,6290,
BreederAchievementComponentMultiplier_888,6291,
BreederAchievementComponentMultiplier_889,6292,
BreederAchievementComponentMultiplier_890,6293,
BreederAchievementComponentMultiplier_891,6294,
BreederAchievementComponentMultiplier_892,6295,
BreederAchievementComponentMultiplier_893,6296,
BreederAchievementComponentMultiplier_894,6297,
BreederAchievementComponentMultiplier_895,6298,
BreederAchievementComponentMultiplier_896,6299,
BreederAchievementComponentMultiplier_897,6300,
BreederAchievementComponentMultiplier_898,6301,
BreederAchievementComponentMultiplier_899,6302,
BreederAchievementComponentMultiplier_900,6303,
BreederAchievementComponentMultiplier_901,6304,
BreederAchievementComponentMultiplier_902,6305,
BreederAchievementComponentMultiplier_903,6306,
BreederAchievementComponentMultiplier_904,6307,
BreederAchievementComponentMultiplier_905,6308,
BreederAchievementComponentMultiplier_906,6309,
BreederAchievementComponentMultiplier_907,6310,
BreederAchievementComponentMultiplier_908,6311,
BreederAchievementComponentMultiplier_909,6312,
BreederAchievementComponentMultiplier_910,6313,
BreederAchievementComponentMultiplier_911,6314,
BreederAchievementComponentMultiplier_912,6315,
BreederAchievementComponentMultiplier_913,6316,
BreederAchievementComponentMultiplier_914,6317,
BreederAchievementComponentMultiplier_915,6318,
BreederAchievementComponentMultiplier_916,6319,
BreederAchievementComponentMultiplier_917,6320,
BreederAchievementComponentMultiplier_918,6321,
BreederAchievementComponentMultiplier_919,6322,
BreederAchievementComponentMultiplier_920,6323,
BreederAchievementComponentMultiplier_921,6324,
BreederAchievementComponentMultiplier_922,6325,
BreederAchievementComponentMultiplier_923,6326,
BreederAchievementComponentMultiplier_924,6327,
BreederAchievementComponentMultiplier_925,6328,
BreederAchievementComponentMultiplier_926,6329,
BreederAchievementComponentMultiplier_927,6330,
BreederAchievementComponentMultiplier_928,6331,
BreederAchievementComponentMultiplier_929,6332,
BreederAchievementComponentMultiplier_930,6333,
BreederAchievementComponentMultiplier_931,6334,
BreederAchievementComponentMultiplier_932,6335,
BreederAchievementComponentMultiplier_933,6336,
BreederAchievementComponentMultiplier_934,6337,
BreederAchievementComponentMultiplier_935,6338,
BreederAchievementComponentMultiplier_936,6339,
BreederAchievementComponentMultiplier_937,6340,
BreederAchievementComponentMultiplier_938,6341,
BreederAchievementComponentMultiplier_939,6342,
BreederAchievementComponentMultiplier_940,6343,
BreederAchievementComponentMultiplier_941,6344,
BreederAchievementComponentMultiplier_942,6345,
BreederAchievementComponentMultiplier_943,6346,
BreederAchievementComponentMultiplier_944,6347,
BreederAchievementComponentMultiplier_945,6348,
BreederAchievementComponentMultiplier_946,6349,
BreederAchievementComponentMultiplier_947,6350,
BreederAchievementComponentMultiplier_948,6351,
BreederAchievementComponentMultiplier_949,6352,
BreederAchievementComponentMultiplier_950,6353,
BreederAchievementComponentMultiplier_951,6354,
BreederAchievementComponentMultiplier_952,6355,
BreederAchievementComponentMultiplier_953,6356,
BreederAchievementComponentMultiplier_954,6357,
BreederAchievementComponentMultiplier_955,6358,
BreederAchievementComponentMultiplier_956,6359,
BreederAchievementComponentMultiplier_957,6360,
BreederAchievementComponentMultiplier_958,6361,
BreederAchievementComponentMultiplier_959,6362,
BreederAchievementComponentMultiplier_960,6363,
BreederAchievementComponentMultiplier_961,6364,
BreederAchievementComponentMultiplier_962,6365,
BreederAchievementComponentMultiplier_963,6366,
BreederAchievementComponentMultiplier_964,6367,
BreederAchievementComponentMultiplier_965,6368,
BreederAchievementComponentMultiplier_966,6369,
BreederAchievementComponentMultiplier_967,6370,
BreederAchievementComponentMultiplier_968,6371,
BreederAchievementComponentMultiplier_969,6372,
BreederAchievementComponentMultiplier_970,6373,
BreederAchievementComponentMultiplier_971,6374,
BreederAchievementComponentMultiplier_972,6375,
BreederAchievementComponentMultiplier_973,6376,
BreederAchievementComponentMultiplier_974,6377,
BreederAchievementComponentMultiplier_975,6378,
BreederAchievementComponentMultiplier_976,6379,
BreederAchievementComponentMultiplier_977,6380,
BreederAchievementComponentMultiplier_978,6381,
BreederAchievementComponentMultiplier_979,6382,
BreederAchievementComponentMultiplier_980,6383,
BreederAchievementComponentMultiplier_981,6384,
BreederAchievementComponentMultiplier_982,6385,
BreederAchievementComponentMultiplier_983,6386,
BreederAchievementComponentMultiplier_984,6387,
BreederAchievementComponentMultiplier_985,6388,
BreederAchievementComponentMultiplier_986,6389,
BreederAchievementComponentMultiplier_987,6390,
BreederAchievementComponentMultiplier_988,6391,
BreederAchievementComponentMultiplier_989,6392,
BreederAchievementComponentMultiplier_990,6393,
BreederAchievementComponentMultiplier_991,6394,
BreederAchievementComponentMultiplier_992,6395,
BreederAchievementComponentMultiplier_993,6396,
BreederAchievementComponentMultiplier_994,6397,
BreederAchievementComponentMultiplier_995,6398,
BreederAchievementComponentMultiplier_996,6399,
BreederAchievementComponentMultiplier_997,6400,
BreederAchievementComponentMultiplier_998,6401,
BreederAchievementComponentMultiplier_999,6402,!@#nbciobclpgelgnoc
