identifier,prerequisites,steps,fallThroughs,achievementDescription,isTutorial,isRuneTutorial,inBundle,characterThumbnail,currencyRewardString,rewardIdentifier,visible,isXGameAchievement,featureUnlockOptions,splitTestOptions,priority,showGoButton,showNewArrow,isEvent,comments,shouldReportToTune,shouldReportToFB,dontRewardOnFallThrough,isMainQuestAchievement,shouldReactivatePrerequisites,h
tutAuxDefense1Hint03,tutAuxDefense1Hint02,tutAuxDefense1Hint03Step,tutAuxDefense1Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Tap to Fire,0,,,,,
tutAuxDefense1Delay02,tutAuxDefense1Hint03,tutAuxDefense1Delay02Step,tutAuxDefense1Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,delay after tapping,0,,,,,
tutAuxDefense1Hint04,tutAuxDefense1Delay02,tutAuxDefense1Hint04Step,tutAuxDefense1Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint to Explain Charging,0,,,,,
tutAuxDefense1Delay03,tutAuxDefense1Hint04,tutAuxDefense1Delay03Step,tutAuxDefense1Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Delay after fire,0,,,,,
tutAuxDefense1Hint05,tutAuxDefense1Delay03,tutAuxDefense1Hint05Step,tutAuxDefense1Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint to explain battle text and damage,0,,,,,
tutAuxDefense1DisableSuperShot,level999,tutAuxDefense1DisableSuperShotStep,tutAuxDefense1Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 1,0,,,,,
tutorialDefense1Finish,tutAuxBuildArcherDelay,tutorialDefense1FinishStep,tutAuxDefense1Fallthrough,,1,,,image_quest_03.png,,masterBreeder,0,,,,0,1,0,0,Defense 1,0,,,,,
tutAuxDefense1Fallthrough,tutorialDefense1Start,tutAuxDefense1FallthroughStep,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 1,0,,,,,
tutAuxDefense1BuildMode,tutorialDefense1Finish,tutAuxDefense1BuildModeStep,,Defend your base against 1 attack,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Defend your base against 1 attack,0,,,,,
tutorialClearExpansion1StartDelay,tutorialClearExpansion1StartInvisible,tutorialClearExpansion1StartDelayStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Start clearing 3rd expansion on island 1 Delay,0,,,,,
tutorialClearExpansion1Ready,tutAuxDefense1BuildMode,tutorialClearExpansion1ReadyStep,,,1,,,image_quest_03.png,,,0,,,,2000,1,0,0,Ready to finish 3rd expansion,0,,,,,
tutorialClearExpansion1Finish,tutAuxDefense1BuildMode,tutorialClearExpansion1FinishStep,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,2000,1,0,0,Finish clearing 3rd expansion on island 1. We now have room for another building!,0,,,,,
tutorialQuestIconArrow,tutorialClearExpansion1Finish,tutorialQuestIconArrowStep,level03,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Point arrow at quest menu,0,,,,,
tutorialPve03Start,level999,tutorialPve03StartStep,tutorialPve03Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 03,0,,,,,
tutorialPve03StartAgain,level999,tutorialPve03StartAgainStep,tutorialPve03Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 03,0,,,,,
tutorialPve03SwapDragon,level999,tutorialPve03SwapDragonStep,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Swap Dragons,0,,,,,
tutorialPve03SelectDragon,level999,tutorialPve03SelectDragonStep,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Select Red Dragon,0,,,,,
tutorialPve03ReachedHint01,level999,tutorialPve03ReachedHint01Step,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint Location One,0,,,,,
tutorialPve03ShowHint01,level999,tutorialPve03ShowHint01Step,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint One,0,,,,,
tutorialPve03ShowHint02,level999,tutorialPve03ShowHint02Step,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint Two,0,,,,,
tutorialPve03FinishedThirdIsland,level999,tutorialPve03FinishedThirdIslandStep,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Finish Third Island,0,,,,,
tutorialPve03WithdrewDragon,level999,tutorialPve03WithdrewDragonStep,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Withdraw Red Dragon,0,,,,,
tutorialPve03RagePersists,level999,tutorialPve03RagePersistsStep,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint telling Rage Persists,0,,,,,
tutorialPve03SelectDragon2,level999,tutorialPve03SelectDragon2Step,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Arrow to Leviathan,0,,,,,
tutorialPve03ReachedCastle,level999,tutorialPve03ReachedCastleStep,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Castle Hover Spot,0,,,,,
tutorialPve03DestroyedCastle,level999,tutorialPve03DestroyedCastleStep,tutorialPve03DestroyedCastleFT,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Castle Hint Spot,0,,,,,
tutorialPve03DestroyedCastleFT,level999,tutorialPve03DestroyedCastleFTStep,tutorialPve03DestroyedCastleFTFT,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Castle Hint Spot FT. Castle Hint FT,0,,,,,
tutorialPve03DestroyedCastleFTFT,level999,tutorialPve03DestroyedCastleFTFTStep,tutorialPve03StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Castle Hint Time Limit. 10 second wait before letting you move on,0,,,,,
tutorialPve03Finish,level999,tutorialPve03FinishStep,tutorialPve03Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,0,0,0,Pve03,0,,,,,
tutorialPve03Fallthrough,level999,tutorialPve03FallthroughStep,oldTutorialFinished,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03 Fallthrough,0,,,,,
tutorialBuildModeAfterPve03,level999,tutorialBuildModeAfterPve03Step,oldTutorialFinished,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,defeat Khan,0,,,,,
tutorialPve03Defeat,level999,tutorialPve03DefeatStep,level05,,0,,,image_quest_03.png,food:30,,0,,,,0,1,0,0,Pve03 Defeat,0,,,,,
tutorialPve03DefeatBuildMode,level999,tutorialPve03DefeatBuildModeStep,tutorialPve03Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03 Defeat,0,,,,,
tutAuxDisableAttack3,altTutorialPve03ChineseXP,tutAuxDisableAttack3Step,altTutorialPve03TrainChinese,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Disable Attack,0,,,,,
tutAuxDisableAttack3a,level999,tutAuxDisableAttack3aStep,level01,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Disable Attack,0,,,,,
tutorialCollectEggTokens,altTutorialBuildModeAfterPve06,tutorialCollectEggTokensStep,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Collect Egg Tokens,0,,,,,
tutorialCollectEggTokensDelay,tutorialCollectEggTokens,tutorialCollectEggTokensDelayStep,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Wait for narration,0,,,,,
tutorialBuyStoneEgg,tutorialCollectEggTokensDelay,tutorialBuyStoneEggStep,tutorialHaveStoneDragonFT,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Buy Stone Dragon Egg,0,,,,,
tutAuxIncubationStarted,tutorialBuyStoneEgg,tutAuxIncubationStartedStep,tutorialHaveStoneDragonFT,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Started Incubation. Start Incubation,0,,,,,
tutAuxIncubationStartedDelay,tutAuxIncubationStarted,tutAuxIncubationStartedDelayStep,tutorialHaveStoneDragonFT,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Incubation Delay,0,,,,,
tutAuxQuestMenuDisable,,tutAuxQuestMenuDisableStep,tutAuxDefense1BuildMode,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Quest Disable,0,,,,,
unlockQuestsDelay,tutAuxQuestMenuDisable,unlockQuestsDelayStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Unlock Quests,0,,,,,
tutorialStoneDragonEggReady,tutAuxIncubationStarted,tutorialStoneDragonEggReadyStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Egg Ready to Hatch. Have third egg ready,0,,,,,
tutAuxHaveStoneDragonDelay,tutorialHaveStoneDragon,tutAuxHaveStoneDragonDelayStep,,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Delay,0,,,,,
tutAuxHaveStoneDragonDelay2,level999,tutAuxHaveStoneDragonDelay2Step,,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Delay,0,,,,,
tutorialPlaceHogFarm1,tutorialHatchChineseDragon,tutorialPlaceHogFarm1Step,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Build a Sheep Farm,0,,,,,
tutorialWaitingToCompleteHogFarm1,tutorialPlaceHogFarm1,tutorialWaitingToCompleteHogFarm1Step,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Wait for sheep farm 1 to complete,0,,,,,
tutorialFinishHogFarm1,tutorialPlaceHogFarm1,tutorialFinishHogFarm1Step,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Finish building sheep farm 1. You Sheep Farm has increased your food production!,0,,,,,
tutorialCollectHogFarm,tutorialFinishHogFarm1,tutorialCollectHogFarmStep,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Collect from the sheep farm,0,,,,,
tutorialCollectHogFarmDelay,tutorialCollectHogFarm,tutorialCollectHogFarmDelayStep,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,0,0,0,Collect from the sheep farm. Delay after collecting from Sheep Farm,0,,,,,
tutorialCollectHogFarmDelay2,tutorialCollectHogFarmDelay,tutorialCollectHogFarmDelay2Step,oldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,0,0,0,Collect from the sheep farm. Delay after collecting from Sheep Farm,0,,,,,
tutorialClearExpansion2Start,level999,tutorialClearExpansion2StartStep,,,0,,,image_quest_03.png,,,0,,,,1980,1,0,0,Start clearing 4th expansion on island 1,0,,,,,
tutorialClearExpansion2Finish,level999,tutorialClearExpansion2FinishStep,,,0,,,image_quest_03.png,,,0,,,,1965,1,0,0,Finish clearing 4th expansion on island 1. We now have room for an additional building!,0,,,,,
tutorialNotificationsPromptDelay,tutAuxDefense1BuildMode,tutorialNotificationsPromptDelayStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Delay,0,,,,,
tutorialNotificationsPrompt,tutorialNotificationsPromptDelay,tutorialNotificationsPromptStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Notifications,0,,,,,
tutorialEnterBreeder2,level999,tutorialEnterBreeder2Step,tutorialEnterBreeder2Help,,0,,,image_quest_03.png,,,0,,,,1940,1,0,0,Dragon Advisors,0,,,,,
tutorialEnterBreeder2Help,level999,tutorialEnterBreeder2HelpStep,,,0,,,image_quest_03.png,,,0,,,,0,0,0,0,Dragon Advisors,0,,,,,
tutorialUseBreeder2,tutorialDefense1Finish,tutorialUseBreeder2Step,,Complete Breeder missions to Unlock,1,,,image_quest_03.png,,,0,,,,,1,0,0,Dragon Advisors,0,,,,,
tutorialUseBreeder2Visible,tutorialDefense1Finish,tutorialUseBreeder2VisibleStep,tutorialUseBreeder2,,1,,,image_quest_03.png,,,0,,,,1995,1,0,0,Dragon Advisors,0,,,,,
tutorialPve04Start,level999,tutorialPve04StartStep,tutorialPve04Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 04,0,,,,,
tutorialPve04StartAgain,level999,tutorialPve04StartAgainStep,tutorialPve04Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 04 Again Fallthrough,0,,,,,
tutorialPve04SelectDragon,level999,tutorialPve04SelectDragonStep,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve04,0,,,,,
tutorialPve04SwapDragon,level999,tutorialPve04SwapDragonStep,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve04,0,,,,,
tutorialPve04ReachIsland1,level999,tutorialPve04ReachIsland1Step,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve04,0,,,,,
tutorialPve04HardPause,level999,tutorialPve04HardPauseStep,tutorialPve04Hint03,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve04,0,,,,,
tutorialPve04Hint01,level999,tutorialPve04Hint01Step,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve04,0,,,,,
tutorialPve04Hint03,level999,tutorialPve04Hint03Step,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint 2,0,,,,,
tutorialPve04Hint04,level999,tutorialPve04Hint04Step,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Spell Arrow,0,,,,,
tutorialPve04Hint05,level999,tutorialPve04Hint05Step,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Moving Hint,0,,,,,
tutorialPve04ReachedIsland2,level999,tutorialPve04ReachedIsland2Step,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Moving Hint,0,,,,,
tutorialPve04ReachedIsland3,level999,tutorialPve04ReachedIsland3Step,tutorialPve04StartAgain,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Tap to attack,0,,,,,
tutorialPve04Finish,level999,tutorialPve04FinishStep,tutorialPve04Fallthrough,,0,,,image_quest_03.png,,,0,,,,2000,0,0,0,Attack!. Laria is crushed!,0,,,,,
tutorialPve04Fallthrough,level999,tutorialPve04FallthroughStep,level05,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve04 Fallthrough,0,,,,,
tutorialBuildModeAfterPve04,level999,tutorialBuildModeAfterPve04Step,level05,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Build Mode ,0,,,,,
tutorialPve04Defeat,level999,tutorialPve04DefeatStep,level05,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve04 Defeat,0,,,,,
tutorialPve04DefeatBuildMode,level999,tutorialPve04DefeatBuildModeStep,level05,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve04 Defeat,0,,,,,
tutAuxDisableAttack4,altTutorialPve04Finish,tutAuxDisableAttack4Step,tutorialEnterBreeder1,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Disable Attack,0,,,,,
tutorialBuildCannon,level999,tutorialBuildCannonStep,tutorialBuildCannonFT,,0,,,image_quest_03.png,,,0,,,,1950,1,0,0,Build Defense Tower,0,,,,,
tutorialFinishCannon,level999,tutorialFinishCannonStep,tutorialBuildCannonFT,,0,,,image_quest_03.png,,,0,,,,1950,1,0,0,Complete Tower. Our defense is strengthened!,0,,,,,
tutorialBuildCannonFT,level999,tutorialBuildCannonFTStep,,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Have two defense towers,0,,,,,
tutorialDefense2ModalOpenDelay,level999,tutorialDefense2ModalOpenDelayStep,,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Delay Defense Modal,0,,,,,
tutorialDefense2ModalOpen,level999,tutorialDefense2ModalOpenStep,,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense Modal,0,,,,,
tutorialDefense2ModalArrow,level999,tutorialDefense2ModalArrowStep,,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense Modal Arrow,0,,,,,
tutorialDefense2AI,level999,tutorialDefense2AIStep,,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 2,0,,,,,
tutorialDefense2ArrowDelay,level999,tutorialDefense2ArrowDelayStep,tutAuxDefense2Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 2. Defense HUD arrow delay,0,,,,,
tutorialDefense2Arrow,level999,tutorialDefense2ArrowStep,tutAuxDefense2Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 2. Defense HUD arrow,0,,,,,
tutorialDefense2Start,level999,tutorialDefense2StartStep,tutAuxDefense2Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 2,0,,,,,
tutorialDefense2HintDelay1,level999,tutorialDefense2HintDelay1Step,tutorialDefense2HintFT,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Delay Dragon Range,0,,,,,
tutorialDefense2HintDelay2,level999,tutorialDefense2HintDelay2Step,tutorialDefense2HintFT,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Delay give chance to fire,0,,,,,
tutorialDefense2HintShow,level999,tutorialDefense2HintShowStep,tutorialDefense2HintFT,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Remind to Fire,0,,,,,
tutorialDefense2HintFT,level999,tutorialDefense2HintFTStep,tutorialDefense2Start2,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint Fallthrough if they fire,0,,,,,
tutorialDefense2Finish,level999,tutorialDefense2FinishStep,tutAuxDefense2Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 2,0,,,,,
tutAuxDefense2Fallthrough,level999,tutAuxDefense2FallthroughStep,level06,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 2,0,,,,,
tutAuxDefense2BuildMode,level999,tutAuxDefense2BuildModeStep,,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 2,0,,,,,
tutorialDefense2Start2,level999,tutorialDefense2Start2Step,tutAuxDefense2Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Defense 2,0,,,,,
tutorialPve05Start,level999,tutorialPve05StartStep,tutorialPve05Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 05,0,,,,,
tutorialPve05Hint01,level999,tutorialPve05Hint01Step,tutorialPve05Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint about 3 dragons,0,,,,,
tutorialPve05SelectDragon,level999,tutorialPve05SelectDragonStep,tutorialPve05Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve05,0,,,,,
tutorialPve05SwapDragon,level999,tutorialPve05SwapDragonStep,tutorialPve05Fallthrough,,0,,,image_quest_03.png,food:30,,0,,,,0,1,0,0,Pve05,0,,,,,
tutorialPve05Finish,level999,tutorialPve05FinishStep,tutorialPve05Fallthrough,,0,,,image_quest_03.png,,,0,,,,1930,0,0,0,Pve05. Titan is defeated!,0,,,,,
tutorialPve05Fallthrough,level999,tutorialPve05FallthroughStep,oldTutorialFinished,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve05 Fallthrough,0,,,,,
tutorialBuildModeAfterPve05,level999,tutorialBuildModeAfterPve05Step,level06,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Build Mode ,0,,,,,
tutorialPve05Defeat,level999,tutorialPve05DefeatStep,level06,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve05 Defeat,0,,,,,
tutorialPve05DefeatBuildMode,level999,tutorialPve05DefeatBuildModeStep,level06,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve05 Defeat,0,,,,,
tutorialPve06Start,level999,tutorialPve06StartStep,tutorialPve06Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 06,0,,,,,
tutorialPve06SwapDragon,level999,tutorialPve06SwapDragonStep,tutorialPve06Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve06,0,,,,,
tutorialPve06Hint01,level999,tutorialPve06Hint01Step,tutorialPve06Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Hint about ele weaknesses,0,,,,,
tutorialPve06SelectDragon,level999,tutorialPve06SelectDragonStep,tutorialPve06Fallthrough,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve06,0,,,,,
tutorialPve06Finish,level999,tutorialPve06FinishStep,tutorialPve06Fallthrough,,0,,,image_quest_03.png,,,0,,,,1920,0,0,0,Pve06. Deathclaw is destroyed! All nearby Blackbloods are defeated!,0,,,,,
tutorialPve06Fallthrough,level999,tutorialPve06FallthroughStep,oldTutorialFinished,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve06 Fallthrough,0,,,,,
tutorialBuildModeAfterPve06,level999,tutorialBuildModeAfterPve06Step,oldTutorialFinished,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Complete More Attacks!,0,,,,,
tutorialPve06Defeat,level999,tutorialPve06DefeatStep,level06,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve06 Defeat,0,,,,,
tutorialPve06DefeatBuildMode,level999,tutorialPve06DefeatBuildModeStep,level06,,0,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve06 Defeat,0,,,,,
tutAuxDisableAttack5,altTutorialPve06Finish,tutAuxDisableAttack5Step,tutorialClearExpansion1Finish,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Disable Attack,0,,,,,
oldTutorialFinished,altTutorialStart,oldTutorialFinishedStep,tutorialPve01Finish,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Big Fallthrough. Fallthrough all new stuff if you finished old stuff,0,,,,,
v3TutorialStart,level999,v3TutorialStartStep,v3TutorialPve01Start,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 Start,0,,,,,
v3TutorialFinishIntroSlideShow,v3TutorialStart,v3TutorialFinishIntroSlideShowStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Intro Slide Show,0,,,,,
v3TutorialDelayAfterSlideShow,v3TutorialFinishIntroSlideShow,v3TutorialDelayAfterSlideShow,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Delay,0,,,,,
v3TutorialPve01Start,v3TutorialDelayAfterSlideShow,v3TutorialPve01StartStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 Start,0,,,,,
v3TutorialPve01DracoTrained,v3TutorialDelayAfterSlideShow,v3TutorialPve01TrainDracoStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 Draco Trained,0,,,,,
v3TutorialPve01StartAgain,v3TutorialPve01Start,v3TutorialPve01StartAgainStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 01,0,,,,,
v3TutorialPve01SwapDragon,v3TutorialDelayAfterSlideShow,v3TutorialPve01SwapDragonStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Swap Dragons,0,,,,,
v3TutorialPve01SelectDragon,v3TutorialPve01Start,v3TutorialPve01SelectDragonStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Select Red Dragon,0,,,,,
v3TutorialPve01HintIntroIsland1,v3TutorialPve01Start,v3TutorialPve01HintIntroIsland1Step,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01HintIntroIsland2,v3TutorialPve01HintIntroIsland1,v3TutorialPve01HintIntroIsland2Step,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01VideoTutIntroIsland,v3TutorialPve01HintIntroIsland2,v3TutorialPve01VideoTutIntroIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01RangeIntroIsland,v3TutorialPve01Start,v3TutorialPve01RangeIntroIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01ReachedIntroIsland,v3TutorialPve01Start,v3TutorialPve01ReachedIntroIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01DestroyedIntroIsland,v3TutorialPve01Start,v3TutorialPve01DestroyedIntroIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PulseIntroIsland,v3TutorialPve01RangeIntroIsland,v3TutorialPve01PulseIntroIslandStep,v3TutorialPve01DestroyedIntroIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PausedIntroIsland,v3TutorialPve01ReachedIntroIsland,v3TutorialPve01PausedIntroIslandStep,v3TutorialPve01DestroyedIntroIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01RangeFirstIsland,v3TutorialPve01Start,v3TutorialPve01RangeFirstIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01ReachedFirstIsland,v3TutorialPve01Start,v3TutorialPve01ReachedFirstIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01DestroyedFirstIsland,v3TutorialPve01Start,v3TutorialPve01DestroyedFirstIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PulseFirstIsland,v3TutorialPve01RangeFirstIsland,v3TutorialPve01PulseFirstIslandStep,v3TutorialPve01DestroyedFirstIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PausedFirstIsland,v3TutorialPve01ReachedFirstIsland,v3TutorialPve01PausedFirstIslandStep,v3TutorialPve01DestroyedFirstIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01HintSecondIsland1,v3TutorialPve01Start,v3TutorialPve01HintSecondIsland1Step,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01HintSecondIsland2,v3TutorialPve01HintSecondIsland1,v3TutorialPve01HintSecondIsland2Step,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01VideoTutSecondIsland,v3TutorialPve01HintSecondIsland2,v3TutorialPve01VideoTutSecondIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01DisableSpellSecondIsland,v3TutorialPve01Start,v3TutorialPve01DisableSpellSecondIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PromptSpellSecondIsland,v3TutorialPve01DisableSpellSecondIsland,v3TutAuxPve01SpellSecondIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01RangeSecondIsland,v3TutorialPve01Start,v3TutorialPve01RangeSecondIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
