file,hash,deps,h
level05_BossTower_6.pgmat,f8ef7d7f1f2cade6a781f409592396ee,,
level05_Crystals_3.pgmat,3cc8946de6ffe4be407e0c00bb05414d,,
level05_Gate_4.pgmat,3c29e55345ab8a949722eb751d6b97c0,,
level05_GrassTerrain_1b.pgmat,753be98b1e4cee104838e589e8f94e59,,
level05_GrassTerrain_1c.pgmat,039ed36090f64222b4e5a3682ed52385,,
level05_GrassTerrain_2.pgmat,0281e5b1755b6a723682ed5d8247de60,,
level05_GrassTerrain_2b.pgmat,ef8d1b7a36a0c0c8f45000489a3b52d3,,
level05_GrassTerrain_5.pgmat,d22d8559c1d1def13623db5a8c103509,,
level05_GrassTerrain_es.pgmat,63be7ef4df8bd353fc51badd1d152639,,
level05_GrassTerrain_es_b.pgmat,c54f8c4783f8e12043fb004449dfc4ca,,
level05_GrassTerrain_es_c.pgmat,9f86e3416edd251407362db8577efb70,,
level05_GroundTerrain_4.pgmat,cf23b7a51f5d829fa53ec3d29b526820,,
level05_GroundTerrain_es.pgmat,0f5e21ff3ba01d4e8811428cf024551e,,
level05_Ground_4.pgmat,863c71c16c9af791a3d71c3776ffb05e,,
level05_Ground_4_low.pgmat,5d1b8c54cda7f3a2d1ff28f8daaf5425,,
level05_Mountain_2.pgmat,79fc557eff8a500d1751e0e61cc83da6,,
level05_Mountain_3.pgmat,f85aa8dbb8ce2556bed310a5f52b34e3,,
level05_Mountain_4.pgmat,6c52e4c5760ec5e30479c934cf726df3,,
level05_Mountain_es.pgmat,f0a3e4b6a9a3ed20040af07a33ea2a65,,
level05_Mountain_es_b.pgmat,f0d7f740da29b1429806f39467904a44,,
level05_Mountain_es_b_low.pgmat,24a6264a1f5e23a28a5af5c28ae2a3f2,,
level05_Props_3c.pgmat,0cae1487c02324664a37d653314deef9,,
level05_Props_3d.pgmat,34eb59774c9b83109b60fe2d2fffc8ef,,
level05_Props_4.pgmat,4d22fece2dab8fe98df95d48485d1f27,,
level05_Rock_3.pgmat,1e204c594db90de1a1f6dcb2e873057c,,
level05_Rock_4.pgmat,084ff728f48673ddd642e3c601d0568b,,
level05_Rock_es.pgmat,72dc9eb5976f8c87e4e131d641711683,,
level05_Rock_es_b.pgmat,c6713309b0b117c2a49bfb715ddad772,,
level05_Rock_es_b_low.pgmat,c42671a73460f88ee9c6a65290667e0d,,
level05_Rock_es_c.pgmat,1d2c74b6ed57c2d654cd59bfc6252653,,
level05_Rock_es_c_low.pgmat,2d577dd27fe8717612abc594f73565b8,,
level05_Rockface_3.pgmat,75ee8962eea0a1eabe5d0f4589281b45,,
level05_Rockface_b_3.pgmat,024ca1b677a128bf1cf93fc487c15514,,
level05_Rockface_b_3_low.pgmat,cad6cf5aef091c75b2bd457c2d1218bb,,
level05_Tracks_4.pgmat,7a3616d3d59cd6abf3450770e3f0ecc6,,
level05_Trees_1.pgmat,dc1e3215d1b750e0194d53df610b75b8,,
level05_Trees_es.pgmat,4ce3157174a400db3afbf98afeda38bc,,
level05_Trees_es_b.pgmat,c959b7fda9552802a995bbd1f46ce949,,
level05_Trees_es_b_low.pgmat,cfeeac34b53f3798edee507312d51dbe,,
level05_Trees_es_c.pgmat,b8394b35e10ae49331a989b1a3f1c93a,,
level05_Trees_es_c_low.pgmat,9b3464475cebe71f6b38900a37b8cce2,,
level05_Trees_es_d.pgmat,b0ee6023b88ef466ff45aa261b902534,,
level05_Trees_es_d_low.pgmat,16209593b73edb7a89cc563192d4d2ec,,
level05_Walls_4.pgmat,cfee4ae1977488c853a8495debd55fbf,,
level05_Waterfall_1.pgmat,0ecac90c7298c2da5626da59bdbb9e1c,,
level05_Waterfall_2.pgmat,831551349563f6e279655ac9aa1949b5,,
level05_Waterfall_3.pgmat,20c6c646491dc1c77c8816c61b261cd1,,
level05_Waterfall_4.pgmat,019add28ab9a844286001795bc54fbcc,,
level05_Waterfall_es.pgmat,98656859c05853184e66a1b7020dab76,,
level05_Waterlake_es.pgmat,eb3d73ab2dfb47bf9401cf1295f1ff1c,,
level05_block_enc_01_blended_LOD00.pod,ecc3605b135ae6bf0534ba4a560944a1,,
level05_block_enc_01_blended_LOD02.pod,60e8cb7a30b4e856a6f60786bc47b0be,,
level05_block_enc_01_litprops_LOD02.pod,1bcca5b906298cb60a05df3316fe12f1,,
level05_block_enc_01_water_LOD02.pod,2968c61c566c5ffb25b22bfb97ac9151,,
level05_block_enc_02_blended_LOD00.pod,e7fa3f50eba5c6ebad15b7e30ea3a527,,
level05_block_enc_02_blended_LOD02.pod,2481fba7ef816d4ad69b8165bc18f15f,,
level05_block_enc_02_litprops_LOD02.pod,13f421dfd63c9210f5b8d50f33d35885,,
level05_block_enc_02_water_LOD02.pod,cacbfb8171ed8c87a75799c647a71a4f,,
level05_block_enc_03_blended_LOD00.pod,a608b5cf4982a0152897929145d1651a,,
level05_block_enc_03_blended_LOD02.pod,e1943fbadf5f9a0fc59fa43366fdb84f,,
level05_block_enc_03_litprops_LOD00.pod,ad09b264c6c8643360d73200c1e527f8,,
level05_block_enc_03_litprops_LOD02.pod,7d14d2bf886bf149d306f85f9d8654b1,,
level05_block_enc_03_water_LOD00.pod,b046d9d85d6edd43380e75f88b3cb4c4,,
level05_block_enc_03_water_LOD02.pod,ecff86042a82bf6cf231969f947b4bb4,,
level05_block_enc_04_blended_LOD00.pod,f212e3fa2cd1bbceb90eeae207a812e6,,
level05_block_enc_04_blended_LOD02.pod,9ae26738e1a5c3c756540cf13125b00f,,
level05_block_enc_04_litprops_LOD00.pod,d4fb0e381f2f1ba259248c6896a1ce9e,,
level05_block_enc_04_litprops_LOD02.pod,679bd9b9af1101eece6a070e539bb21d,,
level05_block_enc_04_water_LOD00.pod,226855c725fc2c62a1324393094e20a3,,
level05_block_enc_04_water_LOD02.pod,f1e68d2399dc02d0a576927ae1b08869,,
level05_block_enc_05_blended_LOD00.pod,6c9285ace400c5bd53e54e57468f02f7,,
level05_block_enc_05_blended_LOD02.pod,9d0d6432c7eafa59fb2c776e85c56b02,,
level05_block_enc_05_litprops_LOD00.pod,a52201be3305a73cba06e6c395ea337e,,
level05_block_enc_05_litprops_LOD02.pod,ea42cd67c18abe55b90c8ebb052309f3,,
level05_block_enc_06_blended_LOD00.pod,033d57a8b65149d860e2b6477930989c,,
level05_block_enc_06_blended_LOD02.pod,8c749e713f933cbc3e69d485d8abf118,,
level05_block_enc_06_litprops_LOD00.pod,24a840e84db501d2b80f4323f4c65443,,
level05_block_enc_06_litprops_LOD02.pod,506b464157099fee2e9eaf512f25307e,,
level05_block_enc_06_water_LOD00.pod,0b577db1ff70896d308cceef51a402d5,,
level05_block_enc_06_water_LOD02.pod,c3549bc5e57c779938669b8e87dd3971,,
level05_block_enc_es_blended_LOD00.pod,0a47ce79a2add954d4d6da15c8633f8e,,
level05_block_enc_es_blended_LOD02.pod,3367b48c13df2b930e7c922c999d9920,,
level05_block_enc_es_litprops_LOD00.pod,4f7a51c06c030734913fe5d4e1c7d2e3,,
level05_block_enc_es_litprops_LOD02.pod,82555f363c16a103df6309126d9bb567,,
level05_block_enc_es_water_LOD00.pod,fc8cc960ac6991f63cb9c1d1b45c5426,,
level05_block_enc_es_water_LOD02.pod,374e689e311c1f6eefd8d1af5f6bd797,,
level05_bosstowera_6_LM.tga,c0aaacebe374ca952e2b5a91357f5c4e,,
level05_bosstowerb_6_LM.tga,f80ff3917dbc1a2c26909b8af5638f18,,
level05_crystals_3_LM.epvr,216657e2fa5cf2462a26d723f385463a,,
level05_crystals_3_LM.pvr,1baa7260c9c1db78cf1cf53c3d25191e,,
level05_crystals_5_LM.epvr,75e4677f216b2c81b9a1959b41b2b9ab,,
level05_crystals_5_LM.pvr,74c966771646093968e6ac7474ff3175,,
level05_dc_blocka_4_LM.epvr,4bc1d666d7ed0f28cee9376be316b092,,
level05_dc_blocka_4_LM.pvr,d038e3daaf8d0b70c0d068b3d7fdfd8e,,
level05_dc_blocka_6_LM.epvr,88dcfb88d3ad229238ac14c10372911f,,
level05_dc_blocka_6_LM.pvr,41d3566d87cdd6129cc8348b95eb5cbe,,
level05_dc_blockb_4_LM.epvr,326cf776f4bcd99b27346979cedd6823,,
level05_dc_blockb_4_LM.pvr,4bae88a48f09d63a462f2026fc584e21,,
level05_dc_blockb_5_LM.epvr,84fb85a576a5d640370adfa137f19f6d,,
level05_dc_blockb_5_LM.pvr,4ba806ab73d04e4d0daf681c1c49c393,,
level05_dc_blockb_6_LM.epvr,c8a091b89bd81438032669fd9d8007f0,,
level05_dc_blockb_6_LM.pvr,30f17b9e49881fa3d7355fab56608e1f,,
level05_dc_bosstower_4_LM.epvr,08e9debf06a1f3d3eb168be663496275,,
level05_dc_bosstower_4_LM.pvr,f17abb2d2f8b15013409c04ca8535432,,
level05_dc_tower_6_LM.epvr,957b435269ade9f48012909415dac8e6,,
level05_dc_tower_6_LM.pvr,d516d0f66287ef649d1068873f3aa70e,,
level05_envart01.lvl,6e7a78554435a5820054af3163ca4652,,
level05_floor_5_LM.epvr,05ca057fd8281a6eb2fe5bedb16c8648,,
level05_floor_5_LM.pvr,cf13928647bc658a2b14492af9aa06bf,,
level05_gate_4_LM.epvr,8b9ed150252884c2015961a67d80310c,,
level05_gate_4_LM.pvr,c5f5cf3a70e38da4dc4fbb1e80152c3d,,
level05_gate_5_LM.epvr,e0894c55137a24830b07c3b20cdb0e3a,,
level05_gate_5_LM.pvr,4e44ce475b3306abb0784e078745c51c,,
level05_gate_6_LM.epvr,9ada7efac8908c5bc72e673724dd2cff,,
level05_gate_6_LM.pvr,3f26e4c56303438044da695c670de300,,
level05_grass_4_LM.epvr,1418c1e3b86d9573aec7eb2967428d57,,
level05_grass_4_LM.pvr,ee0bd8ce2b04ba05c42e08d0dbdb1085,,
level05_grass_6_LM.epvr,ed668cf1d8a89183407a2a57f46bcfec,,
level05_grass_6_LM.pvr,4e9d8fb7ae991d8065d3bf3ba1ff7ce9,,
level05_grassycliff_1_LM.epvr,b81cdbe89f3413a781f4e47b4800ea58,,
level05_grassycliff_1_LM.pvr,76052a195da59412155c20143f1e1ac6,,
level05_grassycliff_1b_LM.epvr,fcd64a0e82d9c3d52708f80ea81bc244,,
level05_grassycliff_1b_LM.pvr,6b76ea5016c23404207192e2f5f40795,,
level05_grassycliff_1c_LM.epvr,0889d2a1c62d4f51bb7dffa542e11c73,,
level05_grassycliff_1c_LM.pvr,8121ef2487d17e7552d48911b092bea7,,
level05_grassycliff_2_LM.epvr,933760cd8ab5f36bcef40f6f70066b9e,,
level05_grassycliff_2_LM.pvr,426e69082513f4c1a421ca1c354f72d4,,
level05_grassycliff_2b_LM.epvr,dd86053d84206c1e4d44fa05b2a9edef,,
level05_grassycliff_2b_LM.pvr,107d40907c1601fd498b7932157ce7e5,,
level05_grassycliff_4_LM.epvr,20893a89e2a2df0a8d78e8f1d73e75b0,,
level05_grassycliff_4_LM.pvr,68a169c0c25dd5c79c1b2b9b3ceab679,,
level05_grassycliff_5_LM.epvr,89f24b4f18bc8066e63e53400661bf71,,
level05_grassycliff_5_LM.pvr,4d58f2f060f878689deff5d8a4dd29bd,,
level05_grassycliff_6_LM.epvr,349ac2ed82816b4a4354a2cda3a892e3,,
level05_grassycliff_6_LM.pvr,c4be09c983a51d8310632bb5c7f4b093,,
level05_grassycliff_es_LM.epvr,0568e040fbe09de20a2f5cfb9c457b7e,,
level05_grassycliff_es_LM.pvr,42c98ba6748d9ec60ec79c658aa63da0,,
level05_grassycliff_es_c_LM.tga,a48c36db0acab7aca448025097adfac7,,
level05_ground_4_LM.epvr,cbe167793d02e63706bebc845f2344ae,,
level05_ground_4_LM.pvr,1412af78f58644e888dc549d0fad2f69,,
level05_ground_5_LM.epvr,b8ffea89517ffb7f6bc6b929c8834e71,,
level05_ground_5_LM.pvr,69a1731771b0ec55b63c27c099dcb1b1,,
level05_ground_6_LM.epvr,3388bfe286e169b214a9c2f2ee9bab7a,,
level05_ground_6_LM.pvr,ca4b7b987132208c8a422eaedcb47d5b,,
level05_ground_chunks_3_LM.epvr,21b81bc268b8726068072f5cd9a34f6e,,
level05_ground_chunks_3_LM.pvr,a933b0e7201b92a7b718a8bf4e3ecac3,,
level05_ground_chunks_b_3_LM.tga,7affe5406d3e21e771201e41c95130ab,,
level05_mine_5_LM.epvr,b33e11908885c610fd44a6ddae4c4d9f,,
level05_mine_5_LM.pvr,6e364aeb0e2e9888768353d5a8714097,,
level05_mine_6_LM.epvr,6ce6bc4153e5e1d2916678c34202ca14,,
level05_mine_6_LM.pvr,4c7935fd4475b090ac46763554c977a0,,
level05_mine_rockface_3_LM.epvr,b4c2ceb0d27662b2ba8a61ad24f1fc74,,
level05_mine_rockface_3_LM.pvr,09b82ded0d80aeedf5dff89db5b0aa3a,,
level05_mineprops_3_LM.epvr,e7b8d163a850a2fe08f9457d7780b20e,,
level05_mineprops_3_LM.pvr,1e3870187f7dd2978625b35549f403f7,,
level05_mineprops_buildings_3_LM.epvr,e80c8d382934b450caafe3a9423b52b0,,
level05_mineprops_buildings_3_LM.pvr,f001400a504ac697d4f7459f1822864c,,
level05_mineprops_splinetracks_back_3_LM.epvr,f74aa5af66b5db2fc8eb6e06d9141207,,
level05_mineprops_splinetracks_back_3_LM.pvr,190a887347b73ec8e1bb173e8eb35a43,,
level05_mineprops_splinetracks_front_3_LM.epvr,469600e4245d6780c6adac2ba5e6dd87,,
level05_mineprops_splinetracks_front_3_LM.pvr,5937a774e277b349ff7fddc997627308,,
level05_mountain_1_LM.epvr,af74925f49346564d99f6a109b91c489,,
level05_mountain_1_LM.pvr,75391991fa6e9a3aba53bf53435b1127,,
level05_mountain_1b_LM.epvr,061532b2797f46ed4088fc3688edcfd2,,
level05_mountain_1b_LM.pvr,56416a5d45ac1a7435e266e93dd1727a,,
level05_mountain_2_LM.epvr,cf0c468572ffefb89c3cd47553afe35c,,
level05_mountain_2_LM.pvr,db6dbce3ffb9a939c2f8d7d1aa633ace,,
level05_mountain_3_LM.epvr,ffd1e065f81ebc67a762f0f8ab34c887,,
level05_mountain_3_LM.pvr,8e85f6c0ca54057c30bbd9f56ebe0ea1,,
level05_mountain_4_LM.epvr,c11661eab557afd35935cf937e636f81,,
level05_mountain_4_LM.pvr,4839c09155ec5f8ee68210af722ba1cf,,
level05_mountain_6_LM.epvr,4224f7bd61ac0aa5ef11acd36158879b,,
level05_mountain_6_LM.pvr,3a477d94297fe54c0d62cdad74e1e0ef,,
level05_mountain_es_LM.epvr,01cebcb0e0ae7cb8455568c9dde6fc60,,
level05_mountain_es_LM.pvr,e59528e42ad0b175264f2581ef7ff7c6,,
level05_prop_4_LM.epvr,0be4d914fec4cc69c53fd6a4fa04e23b,,
level05_prop_4_LM.pvr,6dde6cfe5e2b224d85d94566264a45d8,,
level05_prop_5_LM.epvr,7304779a1c679059a6a0b3e9e08bd9f0,,
level05_prop_5_LM.pvr,84d25f2d4d290d4dd7c19fa2c81422f6,,
level05_rocks_1_LM.epvr,5daabf615f6cb0eca02f51d91a579101,,
level05_rocks_1_LM.pvr,ecebfcc3dae09a732ea3c787d3e77b70,,
level05_rocks_2_LM.epvr,a247920ce4bcb2c8caa0c80f9a904531,,
level05_rocks_2_LM.pvr,0967e2a6fb0724a943f64f3f524ac571,,
level05_rocks_4_LM.epvr,2fdd5c04910d1daa23aac61be7b73967,,
level05_rocks_4_LM.pvr,858de572238980a1b1e7358c060d44b8,,
level05_rocks_6_LM.epvr,27172fda61a545cef6156e21c0c42afd,,
level05_rocks_6_LM.pvr,ca4a8e5d1d6eba7013a6eaf00923c6c5,,
level05_rocks_es_LM.epvr,12105cafaf31b7312e08da0d64942d32,,
level05_rocks_es_LM.pvr,a7bc1f41fbb8babc63cbff00732bdaf4,,
level05_rocksandsuch_3_LM.epvr,cf5dd6e3da6e1865cb4b0dc348575a34,,
level05_rocksandsuch_3_LM.pvr,dddce749618c7eee0f25715390618678,,
level05_terrain_5_LM.epvr,9077acbc404d2c9e0e5eda5fe0adbf75,,
level05_terrain_5_LM.pvr,83a342fe2a9cbfb1d4121ce79014cff4,,
level05_terrain_6_LM.epvr,7faf42138887b2a02f923d027dc55983,,
level05_terrain_6_LM.pvr,618f8d758696d1205bdbea8a847a5b46,,
level05_terrain_es_LM.apvr,187bb5f3e10a1bbb1557737058f3a0c8,,
level05_terrain_es_LM.epvr,3dfce816b2e2ec7c689b784f97bbcf11,,
level05_terrain_es_LM.pvr,8f9f7d43e179b4ae4f86840deba2b533,,
level05_traintracks_4_LM.epvr,6e1576640f263a77cd562119d4e74b15,,
level05_traintracks_4_LM.pvr,e055ce47e74427b2dbd4a97a67e8a3c4,,
level05_traintrancks_5_LM.epvr,260ad98c0faaa9bcee667ac82cb38e4f,,
level05_traintrancks_5_LM.pvr,562925395979f971568c636fc8eac2bc,,
level05_traintrancks_6_LM.epvr,eab1b6c0ba9e85886419978b5d41ec5a,,
level05_traintrancks_6_LM.pvr,37ad89d6e8271bd74babcbd858f9fb60,,
level05_tree_1_LM.epvr,7c61c7e1fc01352dd7879011ecf1d1b0,,
level05_tree_1_LM.pvr,79afd02519898c55c777d7d902ced222,,
level05_tree_2_LM.epvr,0917ed881f1e0c49b2f2875bc66a2004,,
level05_tree_2_LM.pvr,bbec64d959f92c7f90e74051c20de2bc,,
level05_tree_4_LM.epvr,df6cae71e739a3d99cfd94edb805d048,,
level05_tree_4_LM.pvr,7917aa87343e5fe3cad7d0c4d5782d50,,
level05_tree_6_LM.epvr,7bddaaa18efdf0b12d7880d916c8ae2a,,
level05_tree_6_LM.pvr,6034f40cf9d7c3691a3de0de5d272591,,
level05_tree_es_LM.epvr,37209f6d0904fa6f6d951aedd3d29711,,
level05_tree_es_LM.pvr,a488fd97d703a58fdf26618048de1900,,
level05_wall_4_LM.epvr,18683fd136295268485a491e75976532,,
level05_wall_4_LM.pvr,e9587bb061dd6c8af210b0fcad238b87,,
level05_wall_6_LM.epvr,72f6aa59347a4749f060ab353176ecfb,,
level05_wall_6_LM.pvr,7d9e62c5a9fa57511779f49c3f05555d,,
level05_water_terrain_6_LM.epvr,6ce6bc4153e5e1d2916678c34202ca14,,
level05_water_terrain_6_LM.pvr,4c7935fd4475b090ac46763554c977a0,,
level05_waterfall_1_LM.epvr,ee9e378007a72b22e746667956fdbb54,,
level05_waterfall_1_LM.pvr,9ec380618591ac1315316bdc2840d987,,
level05_waterfall_2_LM.epvr,c678a5462f0117a669c9abf5454fa604,,
level05_waterfall_2_LM.pvr,1708787270d00108f9dceebf6247b157,,
level05_waterfall_3_LM.epvr,2fe369e64d66c528012b94eaef7bdc14,,
level05_waterfall_3_LM.pvr,98f0d0165bddae38c6dd9c1f363b2fb3,,
level05_waterfall_4_LM.epvr,29402bbb74f289992bd1354302ff97a0,,
level05_waterfall_4_LM.pvr,22d268e899c6771c9b0a1438915390a4,,
level05_waterfall_6_LM.epvr,9b8e5eb49d247b1cb9cb4cfea17935a6,,
level05_waterfall_6_LM.pvr,2c3b0f94954234189263736fb5d483a4,,
level05_waterfall_es_LM.epvr,446599b9d6ecfe255ec25d2adf682f6c,,
level05_waterfall_es_LM.pvr,1d66fe8f8ee4c9260209e1b9d7ad2819,,
level05_waterlake_es_LM.epvr,5d1dba65a13e91226147f7ba31635647,,
level05_waterlake_es_LM.pvr,325476c6ee9d9ad89f3a4f0ac776bf5e,,
mus_ds_attack_music_lp.ogg,6ad1e105006f271aaa64786763d483ec,,
mus_ds_stable_music.ogg,499058b734dc05813065ce9fbf1435a9,,
music_mixed_build.ogg,61651234398ac5f8d8c7e1a21ee70cae,,
orthoptar_AcidSpit_Activate.ogg,a52ee47d029d75a5ebffc36f54558553,,
orthoptar_AcidSpit_Projectile.ogg,7ee6dfa1938e61c8ab5689ee775b1889,,
orthoptar_LocustCloud.ogg,a3f5a8bc7b788c0d2fd517d90137ef64,,
orthoptar_SummonSwarm.ogg,621453dcfada403576cad2cbd597ed61,,
orthoptar_SwarmStrike.ogg,39ebb0ab7299ab0a3551cf47e9e64a78,,
ptl_bld_magetower_base.part.zip,1fd42631a4224eeca5d7fb95c54f662e,,
ptl_bld_magetower_base_LOD00.part,a583b61fbfd0971dd2dbf669632fc291,,
sfx_Invoke_Freeze_Empowered_Cast2.ogg,eb3ece9519b4eb5e2d67b56010743b6d,,
sfx_Invoke_Freeze_Empowered_Prep.ogg,300cf979abaac86a7a6377401c6300da,,
sfx_Invoker_Attack_Basic_1.ogg,72e12d5b24718ec23ab2b75b19b9d45f,,
sfx_Invoker_Attack_Basic_2.ogg,a991ab295645ca2f7fbb8c937ae142ad,,
sfx_Invoker_Attack_Basic_3.ogg,e5ba5fcfa18095714a379c12ae8bf91e,,
sfx_Invoker_Attack_Basic_4.ogg,284fa670e992ae370dc0ccf322ce92a9,,
sfx_Invoker_Attack_BuildingHit_1.ogg,a4a25502bd3de665659122d2e82966b9,,
sfx_Invoker_Attack_BuildingHit_2.ogg,4d1949fb2ff910799f23a217f5c899aa,,
sfx_Invoker_Attack_BuildingHit_3.ogg,42a1f266d8c623f253553bdaf6eb3ea9,,
sfx_Invoker_Attack_BuildingHit_4.ogg,000b5f570991f4623fd9f20ce7aa0ad5,,
sfx_Invoker_ChargeUp.ogg,9ac9a603e84cd9b7887cde936ebb4e60,,
sfx_Invoker_Reload.ogg,ab5444f080d81302a66c8683be728651,,
sfx_PrimalShield.ogg,96bbc691111fa37acc79a4979a1964fe,,
sfx_PrimordialBreath.ogg,62fdcadb02ae3b39b80351e13d687bd2,,
sfx_TanglingKelp.ogg,7a34e7b3695a8ff91163e51ce72fc8c2,,
sfx_WD_map_destructibles_Airship.ogg,8539c3240bd67c0b6657703375f8becc,,
sfx_WD_map_destructibles_Bridge.ogg,51bd4f34b071f34ca4c9c2e2e908ff5b,,
sfx_WD_map_destructibles_Cathedral.ogg,ef562b2d0dd98b8c8f707c4dbb7804e3,,
sfx_WD_map_destructibles_Mining_Cart.ogg,0a71e3e1f0a266822a78913e09f624a7,,
sfx_WD_map_destructibles_Mining_Structure.ogg,52028c7af06b4cb0797764047240e364,,
sfx_absorb_magic.ogg,0f8d293220a04a6a47cfecbea343c3f4,,
sfx_adaptive_flak_resist.ogg,9c7fe0fa05b7cbef5a555b7b263fa83a,,
sfx_adaptive_resist.ogg,64896bb950337d79b56ec03da16dfd7b,,
sfx_alter_fate.ogg,226ae1cae708d2c3eddac60cb4c89ac0,,
sfx_awaken_cast.ogg,9ddfed52be0b6bef590f0fad7331310e,,
sfx_battle_explosion_2.ogg,a0a430bf81fd5ffdbaa26cf4cee62296,,
sfx_berserk.ogg,126e9c11f4d93309086604d612c700c1,,
sfx_blood_fury.ogg,4de56485650644eeedbaf7e464a89100,,
sfx_bloodmist.ogg,3599c2704a1f0e093aad0fc6a7baa618,,
sfx_breath_of_the_drowned.ogg,8da6e6a5b383e3f63e196860c426efd1,,
sfx_build_amb_birds1.ogg,695becd5f3309aedbe692c1b43b7dc87,,
sfx_build_amb_birds2.ogg,61074ea5924f00df2c92d7f588eb64ff,,
sfx_build_amb_birds3.ogg,ffa3caf648a88e3e96c9027fd90044b8,,
sfx_build_amb_birds4.ogg,5108c1ed5bd40ff07b9872a3116872a0,,
sfx_build_tap_breeding.ogg,ad0376a8043b947f5a487a42ef0d1bcc,,
sfx_build_tap_den.ogg,c142ebd78dd3bf3784fe22d9e3104669,,
sfx_build_tap_forge.ogg,6afca03a6da65c41dd58450aeb440321,,
sfx_build_tap_generic.ogg,c756918f64d8ffad2cdfbe6f48607e38,,
sfx_build_tap_incubator.ogg,ecc935f5ccf5560e74f58a8d8806d374,,
sfx_build_tap_research.ogg,03ff61fd0489c1c90cae66c399b15faa,,
sfx_build_tap_storage.ogg,c4e1c098d4711782a7fa418a79e0184d,,
sfx_burning_hatred.ogg,64935cfe55e24c9179c4d7119b3c9e6f,,
sfx_causticSpines.ogg,6c8f206c4747076a5599534f89017dcd,,
sfx_celestial_dance.ogg,c68572c67ff42b1d81995fd98f86475f,,
sfx_cinematic_spray_fire.ogg,07c9742db91755d2380ed3582c6f4616,,
sfx_coldsnap_cast.ogg,a096595fdff13cb5dcbd83cfb1ba2e6e,,
sfx_coldsnap_prepare.ogg,79e61b35b6eecaf1e152159f683a0c57,,
sfx_consume.ogg,51bf208c8e5cb4ea236d9ea4b66ee8dd,,
sfx_cordys_defile.ogg,dda97348a27c4c3fcef5fe1d6efedfd1,,
sfx_cordys_delirium.ogg,ad849e7cc8d7a6927c0fb02fd154d90c,,
sfx_cosmic_gaze.ogg,b7b31178f2a15faabb004c8b87c29f32,,
sfx_cresting_wave_cast.ogg,a047c40e33c8900e1dac51144a8ab307,,
sfx_cresting_wave_prepare.ogg,a56f9620c6fef23dff71eed22c5ef791,,
sfx_crippling_chill_fire.ogg,2fae50a685df3fa4973fd86dc66b27aa,,
sfx_crippling_chill_prepare.ogg,a772c13e7297a4f7ce5671a3399d43ff,,
sfx_crystalline_shield.ogg,55a450c9d646a6ce4df61c2a396e886e,,
sfx_death_knell.ogg,2bade124e304876e2eaea5769033b988,,
sfx_death_stare_cast.ogg,37c600ec71c0a1f867234ec38fc7a388,,
sfx_death_stare_trigger.ogg,0c2774f8f12d27af1c43f67a924e187e,,
sfx_debilitating_sludge.ogg,22de2941cc781ce28dab493edbfcaee1,,
sfx_deflecting_gale.ogg,bd512973cbc773476161ce33dd172cd1,,
sfx_dissipate_cast.ogg,2293a22a9d3940c64623d6d66fa2392b,,
sfx_dissipate_impact.ogg,593d4dae61ad01bf3bc8d05ad42cc554,,
sfx_divine_storm.ogg,0973b2bb82d1190bda331b44d2b7af5a,,
sfx_dragonfire_missile.ogg,002a9b7c09fc2b7a29216ebe072013d5,,
sfx_dreadful_roar.ogg,0281303ba09f3e7bb205661ca860663c,,
sfx_echoing_blast.ogg,e833f5a332557b6cb2b37c1850c9483e,,
sfx_ectoplasmic_breath.ogg,4556f6e4ce26e001b4aa3202b6e65d07,,
sfx_elderSign_cast.ogg,244f1bf9af44cf29e7e5bd2a59f88058,,
sfx_elderSign_detonate.ogg,376d956821054e1bdbf85e3aee38d253,,
sfx_elemental_barrier.ogg,69cf87e1921e9b5bdeaee80b23ac682a,,
sfx_elemental_bubble.ogg,5608345facce95dcca3a88aca680a5da,,
sfx_empty_audio.ogg,0b4db995a23625943fccfbbf0f97076e,,
sfx_energize.ogg,8597841d05204e5aabc13ab2ad49b36f,,
sfx_enshroud.ogg,7c3b43a1593ec925471fa48bd6304b20,,
sfx_entropy.ogg,84db9aff0295c71299ba2cd2074b2cb7,,
sfx_eruption.ogg,f22c36d309ef64ec7d6d2265dde79dda,,
sfx_ethereal_chains_fire.ogg,7943b7f6cfa224bf4b8b4b19c82a4e72,,
sfx_ethereal_chains_prepare.ogg,4a49fd175c474716892168783f881b14,,
sfx_eventIsland_rising.ogg,77d8eabc5fde5e9cf38ef6af6779d8e9,,
sfx_eventIsland_sinking.ogg,2b9bb872e9d8fa1f87d620ceb2e5b66f,,
sfx_everlasting_hunt.ogg,8538a227521681ead8d73e7ec6b9f5d6,,
sfx_evil_eye.ogg,cfde4d94f047d7d10ed0513572a6eb2c,,
sfx_execute_cast.ogg,f0febbf52881842dabcaae73d01abc6e,,
sfx_execute_prep.ogg,9c147c8818dabb2e8a2cc505f22538d0,,
sfx_explosive_aegis_cast.ogg,b431cd201a11e89c1e987fd0bf9b4cc1,,
sfx_explosive_aegis_explode.ogg,c8ab2197a7e9d432cf2376ee474c3215,,
sfx_ferocious_dive.ogg,7d61763c0dd26de89b5a05ce697f9e93,,
sfx_ferocious_shield.ogg,f963a1edabdd34085b60919a596459d4,,
sfx_fighting_spirit.ogg,d66d1865c310078f5f4ecdb98f1c8ec5,,
sfx_flash.ogg,22d0f29ff37a85783a53991a56c456c4,,
