identifier,inBundle,shouldZip,numParts,h
prop_wm_rusher_lvl01_dif_LOD00.pvr,0,0,1,
prop_wm_rusher_lvl01_mat_LOD00.apvr,0,0,1,
prop_wm_rusher_lvl01_mat_LOD00.epvr,0,0,1,
prop_wm_rusher_lvl01_mat_LOD00.pvr,0,0,1,
prop_wm_rusher_lvl01_nrm_LOD00.apvr,0,0,1,
prop_wm_rusher_lvl01_nrm_LOD00.epvr,0,0,1,
prop_wm_rusher_lvl01_nrm_LOD00.pvr,0,0,1,
prop_wm_rusher_lvl02.pod,0,1,1,
prop_wm_rusher_lvl02_LOD00.dat,0,1,1,
prop_wm_rusher_lvl02_dif_LOD00.apvr,0,0,1,
prop_wm_rusher_lvl02_dif_LOD00.epvr,0,0,1,
prop_wm_rusher_lvl02_dif_LOD00.pvr,0,0,1,
prop_wm_rusher_lvl02_mat_LOD00.apvr,0,0,1,
prop_wm_rusher_lvl02_mat_LOD00.epvr,0,0,1,
prop_wm_rusher_lvl02_mat_LOD00.pvr,0,0,1,
prop_wm_rusher_lvl02_nrm_LOD00.apvr,0,0,1,
prop_wm_rusher_lvl02_nrm_LOD00.epvr,0,0,1,
prop_wm_rusher_lvl02_nrm_LOD00.pvr,0,0,1,
prop_wm_rusher_lvl03.pod,0,1,1,
prop_wm_rusher_lvl03_LOD00.dat,0,1,1,
prop_wm_rusher_lvl03_dif_LOD00.apvr,0,0,1,
prop_wm_rusher_lvl03_dif_LOD00.epvr,0,0,1,
prop_wm_rusher_lvl03_dif_LOD00.pvr,0,0,1,
prop_wm_rusher_lvl04.pod,0,1,1,
prop_wm_rusher_lvl04_LOD00.dat,0,1,1,
prop_wm_rusher_lvl04_dif_LOD00.apvr,0,0,1,
prop_wm_rusher_lvl04_dif_LOD00.epvr,0,0,1,
prop_wm_rusher_lvl04_dif_LOD00.pvr,0,0,1,
prop_wm_rusher_lvl05.pod,0,1,1,
prop_wm_shop_LOD00.dat,0,1,1,
prop_wm_shop_LOD00.pod,0,1,1,
prop_wm_shop_dif_LOD00.apvr,0,0,1,
prop_wm_shop_dif_LOD00.epvr,0,0,1,
prop_wm_shop_dif_LOD00.pvr,0,0,1,
prop_wm_shop_mat_LOD00.apvr,0,0,1,
prop_wm_shop_mat_LOD00.epvr,0,0,1,
prop_wm_shop_mat_LOD00.pvr,0,0,1,
prop_wm_shop_nrm_LOD00.apvr,0,0,1,
prop_wm_shop_nrm_LOD00.epvr,0,0,1,
prop_wm_shop_nrm_LOD00.pvr,0,0,1,
prop_wm_sieger_LOD00.pod,0,1,1,
prop_wm_sieger_lvl01.pod,0,1,1,
prop_wm_sieger_lvl01_LOD00.dat,0,1,1,
prop_wm_sieger_lvl01_dif_LOD00.apvr,0,0,1,
prop_wm_sieger_lvl01_dif_LOD00.epvr,0,0,1,
prop_wm_sieger_lvl01_dif_LOD00.pvr,0,0,1,
prop_wm_sieger_lvl01_mat_LOD00.apvr,0,0,1,
prop_wm_sieger_lvl01_mat_LOD00.epvr,0,0,1,
prop_wm_sieger_lvl01_mat_LOD00.pvr,0,0,1,
prop_wm_sieger_lvl01_nrm_LOD00.apvr,0,0,1,
prop_wm_sieger_lvl01_nrm_LOD00.epvr,0,0,1,
prop_wm_sieger_lvl01_nrm_LOD00.pvr,0,0,1,
prop_wm_sieger_lvl02.pod,0,1,1,
prop_wm_sieger_lvl02_LOD00.dat,0,1,1,
prop_wm_sieger_lvl02_dif_LOD00.apvr,0,0,1,
prop_wm_sieger_lvl02_dif_LOD00.epvr,0,0,1,
prop_wm_sieger_lvl02_dif_LOD00.pvr,0,0,1,
prop_wm_sieger_lvl02_mat_LOD00.apvr,0,0,1,
prop_wm_sieger_lvl02_mat_LOD00.epvr,0,0,1,
prop_wm_sieger_lvl02_mat_LOD00.pvr,0,0,1,
prop_wm_sieger_lvl02_nrm_LOD00.apvr,0,0,1,
prop_wm_sieger_lvl02_nrm_LOD00.epvr,0,0,1,
prop_wm_sieger_lvl02_nrm_LOD00.pvr,0,0,1,
prop_wm_sieger_lvl03.pod,0,1,1,
prop_wm_sieger_lvl03_LOD00.dat,0,1,1,
prop_wm_sieger_lvl03_dif_LOD00.apvr,0,0,1,
prop_wm_sieger_lvl03_dif_LOD00.epvr,0,0,1,
prop_wm_sieger_lvl03_dif_LOD00.pvr,0,0,1,
prop_wm_sieger_lvl04.pod,0,1,1,
prop_wm_sieger_lvl04_LOD00.dat,0,1,1,
prop_wm_sieger_lvl04_dif_LOD00.apvr,0,0,1,
prop_wm_sieger_lvl04_dif_LOD00.epvr,0,0,1,
prop_wm_sieger_lvl04_dif_LOD00.pvr,0,0,1,
prop_wm_sieger_lvl05.pod,0,1,1,
prop_wm_troops.dat,0,1,1,
prop_wm_troops.pod,0,1,1,
prop_wm_troops_dif.apvr,0,0,1,
prop_wm_troops_dif.epvr,0,0,1,
prop_wm_troops_dif.pvr,0,0,1,
prop_wm_troops_mat.apvr,0,0,1,
prop_wm_troops_mat.epvr,0,0,1,
prop_wm_troops_mat.pvr,0,0,1,
prop_wm_troops_nrm.apvr,0,0,1,
prop_wm_troops_nrm.epvr,0,0,1,
prop_wm_troops_nrm.pvr,0,0,1,
refinery.js,0,1,1,
sapphire_league.map,0,1,1,
sapphire_league[-1x-1],0,1,1,
sapphire_league[-1x-2],0,1,1,
sapphire_league[-1x00],0,1,1,
sapphire_league[-2x-1],0,1,1,
sapphire_league[-2x-2],0,1,1,
sapphire_league[-2x00],0,1,1,
sapphire_league[00x-1],0,1,1,
sapphire_league[00x-2],0,1,1,
sapphire_league[00x00],0,1,1,
sapphire_league[00x01],0,1,1,
sapphire_league[00x02],0,1,1,
sapphire_league[01x-1],0,1,1,
sapphire_league[01x-2],0,1,1,
sapphire_league[01x00],0,1,1,
sapphire_league[01x01],0,1,1,
sapphire_league[01x02],0,1,1,
sapphire_league[01x03],0,1,1,
sapphire_league[02x-1],0,1,1,
sapphire_league[02x-2],0,1,1,
sapphire_league[02x01],0,1,1,
sapphire_league[02x02],0,1,1,
sapphire_league[02x03],0,1,1,
sapphire_league[03x01],0,1,1,
sapphire_league[03x02],0,1,1,
sapphire_league[03x03],0,1,1,
sapphire_league[04x01],0,1,1,
sapphire_league[04x02],0,1,1,
sapphire_league[04x03],0,1,1,
sapphire_league[05x01],0,1,1,
sapphire_league[05x02],0,1,1,
sapphire_league[catalogue],0,1,1,
sapphire_league[decor],0,1,1,
sapphire_league[occupied],0,1,1,
sapphire_league[ocean],0,1,1,
sapphire_league[plcmts],0,1,1,
sapphire_league[shadowing],0,1,10,
storage.js,0,1,1,
stru_wm_base_chunk.dat,0,1,1,
stru_wm_castle.dat,0,1,1,
stru_wm_castleBank_forest_lvl01_LOD00.dat,0,1,1,
stru_wm_castleBank_forest_lvl01_LOD00.pod,0,1,1,
stru_wm_castleBank_forest_lvl02_LOD00.dat,0,1,1,
stru_wm_castleBank_forest_lvl02_LOD00.pod,0,1,1,
stru_wm_castleBank_forest_lvl03_LOD00.dat,0,1,1,
stru_wm_castleBank_forest_lvl03_LOD00.pod,0,1,1,
stru_wm_castleBaseNoWall_forest_lvl01_LOD00.dat,0,1,1,
stru_wm_castleBaseNoWall_forest_lvl01_LOD00.pod,0,1,1,
stru_wm_castleBaseNoWall_forest_lvl02_LOD00.dat,0,1,1,
stru_wm_castleBaseNoWall_forest_lvl02_LOD00.pod,0,1,1,
stru_wm_castleBaseNoWall_forest_lvl03_LOD00.dat,0,1,1,
stru_wm_castleBaseNoWall_forest_lvl03_LOD00.pod,0,1,1,
stru_wm_castleBase_forest_lvl00_LOD00.dat,0,1,1,
stru_wm_castleBase_forest_lvl00_LOD00.pod,0,1,1,
stru_wm_castleBase_forest_lvl01_LOD00.dat,0,1,1,
stru_wm_castleBase_forest_lvl01_LOD00.pod,0,1,1,
stru_wm_castleBase_forest_lvl02_LOD00.dat,0,1,1,
stru_wm_castleBase_forest_lvl02_LOD00.pod,0,1,1,
stru_wm_castleBase_forest_lvl03_LOD00.dat,0,1,1,
stru_wm_castleBase_forest_lvl03_LOD00.pod,0,1,1,
stru_wm_castleConstruct_forest_lvl01_LOD00.dat,0,1,1,
stru_wm_castleConstruct_forest_lvl01_LOD00.pod,0,1,1,
stru_wm_castleConstruct_forest_lvl02_LOD00.dat,0,1,1,
stru_wm_castleConstruct_forest_lvl02_LOD00.pod,0,1,1,
stru_wm_castleConstruct_forest_lvl03_LOD00.dat,0,1,1,
stru_wm_castleConstruct_forest_lvl03_LOD00.pod,0,1,1,
stru_wm_castleRefinery_forest_lvl01_LOD00.dat,0,1,1,
stru_wm_castleRefinery_forest_lvl01_LOD00.pod,0,1,1,
stru_wm_castleRefinery_forest_lvl02_LOD00.dat,0,1,1,
stru_wm_castleRefinery_forest_lvl02_LOD00.pod,0,1,1,
stru_wm_castleRefinery_forest_lvl03_LOD00.dat,0,1,1,
stru_wm_castleRefinery_forest_lvl03_LOD00.pod,0,1,1,
stru_wm_castleWall_forest_lvl01_LOD00.dat,0,1,1,
stru_wm_castleWall_forest_lvl01_LOD00.pod,0,1,1,
stru_wm_castleWall_forest_lvl02_LOD00.dat,0,1,1,
stru_wm_castleWall_forest_lvl02_LOD00.pod,0,1,1,
stru_wm_castleWall_forest_lvl03_LOD00.dat,0,1,1,
stru_wm_castleWall_forest_lvl03_LOD00.pod,0,1,1,
stru_wm_castle_platform_col.pod,0,1,1,
stru_wm_dragonDen_dif.apvr,0,0,1,
stru_wm_dragonDen_dif.epvr,0,0,1,
stru_wm_dragonDen_dif.pvr,0,0,1,
stru_wm_dragonDen_lvl01.pod,0,1,1,
stru_wm_dragonDen_lvl02.pod,0,1,1,
stru_wm_dragonDen_lvl03.pod,0,1,1,
stru_wm_dragonDen_lvl04.pod,0,1,1,
stru_wm_dragonDen_lvl05.pod,0,1,1,
stru_wm_dragonDen_lvl06.pod,0,1,1,
stru_wm_dragonDen_lvl07.pod,0,1,1,
stru_wm_dragonDen_lvl08.pod,0,1,1,
stru_wm_dragonDen_lvl09.pod,0,1,1,
stru_wm_dragonDen_lvl10.pod,0,1,1,
stru_wm_dragonDen_lvl11.pod,0,1,1,
stru_wm_dragonDen_lvl12.pod,0,1,1,
stru_wm_dragonDen_lvl13.pod,0,1,1,
stru_wm_dragonDen_lvl14.pod,0,1,1,
stru_wm_dragonDen_lvl15.pod,0,1,1,
stru_wm_dragonDen_lvl16.pod,0,1,1,
stru_wm_dragonDen_lvl17.pod,0,1,1,
stru_wm_dragonDen_lvl18.pod,0,1,1,
stru_wm_dragonDen_lvl19.pod,0,1,1,
stru_wm_dragonDen_lvl20.pod,0,1,1,
stru_wm_dragonDen_lvl21.pod,0,1,1,
stru_wm_dragonDen_lvl22.pod,0,1,1,
stru_wm_dragonDen_lvl23.pod,0,1,1,
stru_wm_dragonDen_lvl24.pod,0,1,1,
stru_wm_dragonDen_lvl25.pod,0,1,1,
stru_wm_dragonDen_lvl26.pod,0,1,1,
stru_wm_dragonDen_lvl27.pod,0,1,1,
stru_wm_dragonDen_lvl28.pod,0,1,1,
stru_wm_dragonDen_lvl29.pod,0,1,1,
stru_wm_dragonDen_lvl30.pod,0,1,1,
stru_wm_dragonDen_lvl31.pod,0,1,1,
stru_wm_dragonDen_lvl32.pod,0,1,1,
stru_wm_dragonDen_lvl33.pod,0,1,1,
stru_wm_dragonDen_lvl34.pod,0,1,1,
stru_wm_dragonDen_lvl35.pod,0,1,1,
stru_wm_dragonDen_lvl36.pod,0,1,1,
stru_wm_dragonDen_mat.apvr,0,0,1,
stru_wm_dragonDen_mat.epvr,0,0,1,
stru_wm_dragonDen_mat.pvr,0,0,1,
stru_wm_dragonDen_nrm.apvr,0,0,1,
stru_wm_dragonDen_nrm.epvr,0,0,1,
stru_wm_dragonDen_nrm.pvr,0,0,1,
tbskyNegX.png,0,0,1,
tbskyNegY.png,0,0,1,
tbskyNegZ.png,0,0,1,
tbskyPosX.png,0,0,1,
tbskyPosY.png,0,0,1,
tbskyPosZ.png,0,0,1,
test.js,0,1,1,
testGlobal.js,0,1,1,
train.js,0,1,1,
tutorial_map.map,0,1,1,
tutorial_map[-1x-1],0,1,1,
tutorial_map[-1x00],0,1,1,
tutorial_map[00x-1],0,1,1,
tutorial_map[00x00],0,1,1,
tutorial_map[catalogue],0,1,1,
tutorial_map[decor],0,1,1,
tutorial_map[minesarea],0,1,1,
tutorial_map[occupied],0,1,1,
tutorial_map[plcmts],0,1,1,
tutorial_map[shadowing],0,1,1,
wm3d_overrides.js,0,1,1,
wm_SnowFlat.apvr,0,0,1,
wm_SnowFlat.epvr,0,0,1,
wm_SnowFlat.pvr,0,0,1,
wm_configuration.dat,0,1,1,
wm_configuration_tutorial.dat,0,1,1,
wm_dot.frag,0,1,1,
wm_drake_path.apvr,0,0,1,
wm_drake_path.epvr,0,0,1,
wm_drake_path.pvr,0,0,1,
wm_features.frag,0,1,1,
wm_features.vert,0,1,1,
wm_globalbindings.dat,0,1,1,
wm_hexes.frag,0,1,1,
wm_hexes.vert,0,1,1,
wm_ownership.frag,0,1,1,
wm_ownership.vert,0,1,1,
wm_ownership_blur.frag,0,1,1,
wm_ownership_borders.frag,0,1,1,
wm_ownership_team_influence.frag,0,1,1,
wm_ownership_team_influence.vert,0,1,1,
wm_ownership_teamcolor.frag,0,1,1,
wm_ownership_teamcolor.vert,0,1,1,
wm_pipelinelayout.dat,0,1,1,
wm_pipelinelayout_gles2.dat,0,1,1,
wm_procbinding.frag,0,1,1,
wm_proccontent.frag,0,1,1,
wm_region.frag,0,1,1,
wm_region.vert,0,1,1,
wm_region_cb.sh,0,1,1,
wm_region_previz.sh,0,1,1,
wm_region_water.sh,0,1,1,
wm_regionmaterial.dat,0,1,1,
wm_regionmaterial_static.dat,0,1,1,
wm_shadow_prefix.sh,0,1,1,
wm_shared_material.dat,0,1,1,
wm_standingsprite.vert,0,1,1,
wm_worldsend_material.dat,0,1,1,
world.js,0,1,1,
world_team.js,0,1,1,!@#oconkokggpdkjlja
