identifier,requirementClassString,requiredAmount,category,subcategory,displayDescription,upgradeLevel,battleOutcome,buildingTypes,inBundle,iconFilename,advisor,priority,showProgress,timeLimitInSeconds,currencyCostToSkipString,comments,h
v3TutorialArcherTowerFinishDelayStep,TimeGateRequirement,2,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialDefense1AIStep,BattleFinishedRequirement,1,defense,v3Defense01,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1HintDelayStep,TimeGateRequirement,5,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1ArrowStep,LevelRequirement,99,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialDefense1StartStep,BattleStartedRequirement,1,defense,v3Defense01,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1Start2Step,BattleStartedRequirement,1,defense,v3Defense01,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1DelayStep,DragonReachedLocationRequirement,1,64~181,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1HardPauseStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1Hint01Step,TapScreenRequirement,1,-255,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1Hint02Step,TapScreenRequirement,1,-255,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1Hint03Step,InitiateActiveAbilityRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1Delay02Step,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1Hint04Step,TapScreenRequirement,1,-255,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1Delay03Step,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1Hint05Step,TapScreenRequirement,1,-255,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1DisableCancelStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1DisableSuperShotStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialDefense1FinishStep,BattleFinishedRequirement,1,defense,v3Defense01,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1FallthroughStep,BattleFinishedRequirement,1,defense,v3Defense01,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutAuxDefense1BuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialPostDefenseDialogStep,NarrationCompletedRequirement,1,narrationV3PostDefenseBattle,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialNotificationsPromptDelayStep,TimeGateRequirement,2,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialNotificationsPromptFTStep,TimeGateRequirement,10,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialClearExpansion1StartStep,HaveExpansionStartedRequirement,1,expansion_003,,Start clearing forest on a plot of land.,,,,0,icon_attack_01.png,kyra,0,0,,,,
v3TutorialClearExpansion1StartDelayStep,TimeGateRequirement,5,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialClearExpansion1StartDelay2Step,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialClearExpansion1ReadyStep,HaveExpansionReadyToCompleteRequirement,1,expansion_003,,,,,,0,icon_attack_01.png,kyra,0,0,,,Finish clearing forest on a plot of land.,
v3TutorialClearExpansion1FinishStep,HaveExpansionCompletedRequirement,1,expansion_003,,,,,,0,icon_attack_01.png,kyra,0,0,,,Finish clearing forest on a plot of land.,
v3TutorialQuestIconArrowStep,MenuOpenedRequirement,1,questMenu,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
v3TutFinishQuestStep,LevelRequirement,1,,,Finish the tutorial,,,,0,icon_attack_01.png,kyra,0,1,,,,
v3TutorialQuestMenuHintStep,TapScreenRequirement,1,-255,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
bothTutorialPve01FinishStep,LevelRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialStartStep,LevelRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve01StartStep,BattleStartedRequirement,1,pve,pve01,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve01SelectDragonStep,DragonSelectionRequirement,1,redTutorialDragon,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve01HintIntroIsland1Step,DragonReachedLocationRequirement,1,185~211,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01HintIntroIsland2Step,TapScreenRequirement,1,-10,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01VideoTutIntroIslandStep,DragonReachedLocationRequirement,1,184~210,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01RangeIntroIslandStep,DragonReachedLocationRequirement,1,185~211,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01ReachedIntroIslandStep,DragonReachedLocationRequirement,1,169~179,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01DestroyedIntroIslandStep,BuildingDestroyedRequirement,1,expansion_016,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01PulseIntroIslandStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01PausedIntroIslandStep,BuildingDestroyedRequirement,1,expansion_016,,,,,,0,icon_attack_01.png,kyra,0,1,,,intro island destroyed,
altTutorialPve01RangeFirstIslandStep,DragonReachedLocationRequirement,1,131~85,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01ReachedFirstIslandStep,DragonReachedLocationRequirement,1,114~97,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01DestroyedFirstIslandStep,BuildingDestroyedRequirement,2,expansion_012|expansion_013,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01PulseFirstIslandStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01PausedFirstIslandStep,BuildingDestroyedRequirement,2,expansion_012|expansion_013,,,,,,0,icon_attack_01.png,kyra,0,1,,,island 1 destroyed,
altTutorialPve01RangeSecondIslandStep,DragonReachedLocationRequirement,1,19~141,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01ReachedSecondIslandStep,DragonReachedLocationRequirement,1,36~157,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01DestroyedSecondIslandStep,BuildingDestroyedRequirement,2,expansion_006|expansion_010,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01PulseSecondIslandStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01PausedSecondIslandStep,BuildingDestroyedRequirement,2,expansion_006|expansion_010,,,,,,0,icon_attack_01.png,kyra,0,1,,,island 2 destroyed,
altTutorialPve01RangeThirdIslandStep,DragonReachedLocationRequirement,1,37~157,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01ReachedThirdIslandStep,DragonReachedLocationRequirement,1,62~178,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01DestroyedThirdIslandStep,BuildingDestroyedRequirement,2,expansion_002|expansion_004,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01PulseThirdIslandStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01PausedThirdIslandStep,BuildingDestroyedRequirement,2,expansion_002|expansion_004,,,,,,0,icon_attack_01.png,kyra,0,1,,,island 3 destroyed,
altTutorialPve01FinishedThirdIslandStep,DragonReachedLocationRequirement,1,20~142,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01ReachedCastleStep,DragonReachedLocationRequirement,1,90~206,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve01DestroyedCastleStep,BuildingDestroyedRequirement,1,castleAnchor,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve01DestroyedCastleFTStep,BuildingDestroyedRequirement,1,castleAnchor,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve01DestroyedCastleFTFTStep,TimeGateRequirement,15,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve01FinishStep,BattleFinishedRequirement,1,pve,pve01,,,victory,,0,icon_attack_01.png,kyra,0,0,,,Attack Thorn to carry out your Dragon Guard mission.,
altTutAuxPve01FallthroughStep,BattleFinishedRequirement,1,pve,pve01,,,victory,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve01DefeatStep,BattleFinishedRequirement,1,pve,pve01,,,defeat,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01DefeatBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialBuildModeAfterPve01Step,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01DracoXPStep,HaveXPRequirement,7,T1C1WFdragon,,,,,,0,icon_attack_01.png,kyra,0,1,,,Draco enough XP,
altTutorialPve01StartAgainStep,BattleStartedRequirement,1,pve,pve01,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01DracoXPDelayStep,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve01TrainDracoStep,HaveDragonUpgradedRequirement,1,T1C1WFdragon,,,2,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve01WinBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve02StartStep,BattleStartedRequirement,1,pve,pve02,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02SelectDragonStep,DragonSelectionRequirement,1,redTutorialDragon,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02RangeFirstIslandStep,DragonReachedLocationRequirement,1,111~39,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02ReachedFirstIslandStep,DragonReachedLocationRequirement,1,135~62,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02DestroyedFirstIslandStep,BuildingDestroyedRequirement,3,expansion_037|expansion_040|expansion_038,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02PulseFirstIslandStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02PausedFirstIslandStep,BuildingDestroyedRequirement,3,expansion_038|expansion_040|expansion_037,,,,,,0,icon_attack_01.png,kyra,0,1,,,island 1 destroyed,
altTutAuxPve02SpellUsed1Step,SpellUsageRequirement,1,chargedShieldTut,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02DamagedSecondIslandStep,BuildingTookDamageRequirement,1,expansion_031|expansion_032|expansion_033,60,,,,,0,icon_attack_01.png,kyra,0,1,,,building took damage,
altTutAuxPve02SpellSecondIslandAlt0Step,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutAuxPve02SpellSecondIslandStepAlt,TapScreenRequirement,1,-255,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutAuxPve02SpellSecondIslandStepAlt2,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutAuxPve02SpellSecondIslandStep,SpellUsageRequirement,1,chargedShieldTut,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02HardPauseSecondIslandStep,LevelRequirement,99,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02RangeSecondIslandStep,DragonReachedLocationRequirement,1,174~98,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02ReachedSecondIslandStep,DragonReachedLocationRequirement,1,196~119,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02DestroyedSecondIslandStep,BuildingDestroyedRequirement,3,expansion_031|expansion_032|expansion_033,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02PulseSecondIslandStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02PausedSecondIslandStep,BuildingDestroyedRequirement,3,expansion_031|expansion_032|expansion_033,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02SpellDisabledSecondIslandStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02ReachedThirdIslandStep,DragonReachedLocationRequirement,1,267~169,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02SpellThirdIslandStep,SpellUsageRequirement,1,chargedShieldTut,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02Reached2ThirdIslandStep,DragonReachedLocationRequirement,1,253~183,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02PausedThirdIslandStep,BuildingDestroyedRequirement,3,expansion_028|expansion_029|expansion_027,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02DestroyedThirdIslandStep,BuildingDestroyedRequirement,3,expansion_028|expansion_029|expansion_027,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02DestroyedThirdIslandDelayStep,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02ThirdIslandWoodStep,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02ReachedFifthIslandStep,DragonReachedLocationRequirement,1,189~221,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02PausedFifthIslandStep,BuildingDestroyedRequirement,2,expansion_021|expansion_022,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02DestroyedFifthIslandStep,BuildingDestroyedRequirement,2,expansion_021|expansion_022,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve02FinishStep,BattleFinishedRequirement,1,pve,pve02,,,victory,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02FallthroughStep,BattleFinishedRequirement,1,pve,pve02,,,victory,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02DefeatStep,BattleFinishedRequirement,1,pve,pve02,,,defeat,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve02DracoXPStep,HaveXPRequirement,14,T1C1WFdragon,,,,,,0,icon_attack_01.png,kyra,0,1,,,Draco enough XP,
altTutorialPve02DracoXPDelayStep,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve02TrainDracoStep,HaveDragonUpgradedRequirement,1,T1C1WFdragon,,,3,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02StartAgainStep,BattleStartedRequirement,1,pve,pve02,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve02WinBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03AttackArrowDelay1Step,TimeGateRequirement,2,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve03StartStep,BattleStartedRequirement,1,pve,pve03,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03HintFirstIsland1Step,DragonReachedLocationRequirement,1,185~211,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03HintFirstIsland2Step,TapScreenRequirement,1,-10,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03VideoTutFirstIslandStep,DragonReachedLocationRequirement,1,184~210,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03ReachedFirstIslandStep,DragonReachedLocationRequirement,1,177~195,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03DestroyedFirstIslandStep,BuildingDestroyedRequirement,3,expansion_016|expansion_017|expansion_018,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03PausedFirstIslandStep,BuildingDestroyedRequirement,3,expansion_016|expansion_017|expansion_018,,,,,,0,icon_attack_01.png,kyra,0,1,,,island 1 destroyed,
altTutorialPve03ReachedSecondIslandStep,DragonReachedLocationRequirement,1,115~95,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03DestroyedSecondIslandStep,BuildingDestroyedRequirement,3,expansion_011|expansion_012|expansion_013,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03PausedSecondIslandStep,BuildingDestroyedRequirement,3,expansion_011|expansion_012|expansion_013,,,,,,0,icon_attack_01.png,kyra,0,1,,,island 2 destroyed,
altTutorialPve03ReachedThirdIslandStep,DragonReachedLocationRequirement,1,37~157,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03DestroyedThirdIslandStep,BuildingDestroyedRequirement,3,expansion_006|expansion_007|expansion_010,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03PausedThirdIslandStep,BuildingDestroyedRequirement,3,expansion_006|expansion_007|expansion_010,,,,,,0,icon_attack_01.png,kyra,0,1,,,island 3 destroyed,
altTutorialPve03ReachedFourthIslandStep,DragonReachedLocationRequirement,1,60~176,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03DestroyedFourthIslandStep,BuildingDestroyedRequirement,2,expansion_004|expansion_005,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03PausedFourthIslandStep,BuildingDestroyedRequirement,2,expansion_004|expansion_005,,,,,,0,icon_attack_01.png,kyra,0,1,,,island 4 destroyed,
altTutorialPve03ReachIsland1Step,DragonReachedLocationRequirement,1,132~85,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03HardPauseStep,LevelRequirement,99,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve03Hint01Step,TapScreenRequirement,1,-255,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve03Hint03Step,SpellUsageRequirement,1,cloak02,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03Hint04Step,TimeGateRequirement,5,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve03Hint05Step,TimeGateRequirement,5,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve03ReachedIsland2Step,DragonReachedLocationRequirement,1,20~142,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve03ReachedIsland3Step,TimeGateRequirement,5,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve03SelectDragonStep,DragonSelectionRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03FinishStep,BattleFinishedRequirement,1,pve,pve03,,,victory,,0,icon_attack_01.png,kyra,0,0,,,Take out Laria!,
altTutorialPve03FallthroughStep,BattleFinishedRequirement,1,pve,pve03,,,victory,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve03DefeatStep,BattleFinishedRequirement,1,pve,pve03,,,defeat,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03StartAgainStep,BattleStartedRequirement,1,pve,pve03,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03DefeatBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialBuildModeAfterPve03Step,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03ChineseXPStep,HaveXPRequirement,7,T1C1HIdragon,,,,,,0,icon_attack_01.png,kyra,0,1,,,Frigg enough XP,
altTutorialPve03ChineseXPDelayStep,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve03TrainChineseStep,HaveDragonUpgradedRequirement,1,T1C1HIdragon,,,2,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve03WinBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve04StartStep,BattleStartedRequirement,1,pve,pve04,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve04SelectDragonStep,DragonSelectionRequirement,1,stoneTutorialDragon,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04InRangeFirstIslandStep,DragonReachedLocationRequirement,1,172~97,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve04RageBuildsOverTimeStep,TimeGateRequirement,5,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutAuxPve04StormSuperShotStep,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04ReachedFirstIslandStep,DragonReachedLocationRequirement,1,183~107,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04DestroyedFirstIslandStep,BuildingDestroyedRequirement,2,expansion_034|expansion_035,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04PulseFirstIslandStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04PausedFirstIslandStep,BuildingDestroyedRequirement,2,expansion_034|expansion_035,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04ReachedSecondIslandStep,DragonReachedLocationRequirement,1,244~191,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04ReachedSpellSecondIslandStep,DragonReachedLocationRequirement,1,268~166,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04SpellSecondIslandStep,SpellUsageRequirement,1,chainLightningTut,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04SpellExecutedStep,SpellAttackFiredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04SpellHintDelayStep,TimeGateRequirement,2,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04SpellHintStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04PausedSecondIslandStep,BuildingDestroyedRequirement,2,expansion_026|expansion_027,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04DestroyedSecondIslandStep,BuildingDestroyedRequirement,2,expansion_026|expansion_027,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04SpellDisabledStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04ReachedThirdIslandStep,DragonReachedLocationRequirement,1,202~252,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04PausedThirdIslandStep,SpellUsageRequirement,1,chainLightningTut,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04ThirdIslandDestroyedStep,BuildingDestroyedRequirement,5,expansion_021|expansion_022|expansion_023|expansion_024|expansion_025,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04ReachedFourthIslandStep,DragonReachedLocationRequirement,1,173~186,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04PausedFourthIslandStep,BuildingDestroyedRequirement,2,expansion_016|expansion_017,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04DestroyedFourthIslandStep,BuildingDestroyedRequirement,2,expansion_016|expansion_017,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04DestroyedFourthIslandTextStep,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04DestroyedFourthIslandTextShowStep,TimeGateRequirement,2,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve04FinishStep,BattleFinishedRequirement,1,pve,pve04,,,victory,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxBuildModeAfterPve04Step,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04StartAgainStep,BattleStartedRequirement,1,pve,pve04,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04CancelSpellsStep,LevelRequirement,30,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04FallthroughStep,BattleFinishedRequirement,1,pve,pve04,,,victory,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04DefeatStep,BattleFinishedRequirement,1,pve,pve04,,,defeat,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04DefeatBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve04ChineseXPStep,HaveXPRequirement,14,T1C1HIdragon,,,,,,0,icon_attack_01.png,kyra,0,1,,,Frigg enough XP,
altTutorialPve04ChineseXPDelayStep,TimeGateRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve04TrainChineseStep,HaveDragonUpgradedRequirement,1,T1C1HIdragon,,,3,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve04WinBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve05StartStep,BattleStartedRequirement,1,pve,pve05,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve05Hint01Step,TapScreenRequirement,1,-10,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve05SelectDragonStep,DragonSelectionRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve05FinishStep,BattleFinishedRequirement,1,pve,pve05,,,victory,,0,icon_attack_01.png,kyra,0,0,,,Destroy Titan!,
altTutorialPve05FallthroughStep,BattleFinishedRequirement,1,pve,pve05,,,victory,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve05DefeatStep,BattleFinishedRequirement,1,pve,pve05,,,defeat,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve05DefeatBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialBuildModeAfterPve05Step,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutAuxPve05WinBuildModeStep,BuildModeEnteredRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve06AttackArrowDelay1Step,TimeGateRequirement,2,,,,,,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve06StartStep,BattleStartedRequirement,1,pve,pve06,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve06Hint01Step,TapScreenRequirement,1,-10,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve06SelectDragonStep,DragonSelectionRequirement,1,,,,,,,0,icon_attack_01.png,kyra,0,1,,,,
altTutorialPve06FinishStep,BattleFinishedRequirement,1,pve,pve06,,,victory,,0,icon_attack_01.png,kyra,0,0,,,Annihilate Deathclaw to strike fear into their hearts!,
altTutorialPve06FallthroughStep,BattleFinishedRequirement,1,pve,pve06,,,victory,,0,icon_attack_01.png,kyra,0,0,,,,
altTutorialPve06DefeatStep,BattleFinishedRequirement,1,pve,pve06,,,defeat,,0,icon_attack_01.png,kyra,0,1,,,,
