identifier,level,inBundle,sceneFile,lobOverlaySceneFilename,upgradeCost,upgradeTimeInSeconds,achievementRequirements,levelRequired,HP,attacksPerSecond,attackDuration,attackRange,shotsPerAttack,projectileIdentifier,attackEffects,attackPower,specialAttackPower,finalDestructionDamage,heightAttackBonusPercentage,perAttackPercentageAttackIncrease,perNeighborPercentageAttackIncrease,destructionProbabilities,component,upgradeReward,activeAbilityProjectile,activeAbilityProjectileEffects,activeAbilityEffects,activeAbilityDelay,activeAbilityBusyDuration,activeAbilityEffectDuration,activeAbilityCost,activeAbilityRange,explosionSceneFile,showcaseIsTrackingTarget,inRangeCompoundParticleEffectIdentifier,bonusLabel1,bonusLabel2,augmentTotalToUpgrade,augmentInfoIdentifiers,augmentTimeInSeconds,augmentReward,requiredBuilderLevel,constructionSceneFile,customUpgradeSceneFile,powerLevel,friendlySceneFile,friendlyExplosionSceneFile,h
String,Integer,Integer,String,String,String,Integer,String,Integer,Float,Float,Float,Integer,Integer,String,String,Float,Float,Integer,Integer,String,String,String,String,String,String,String,String,Float,Float,Float,Integer,Integer,String,Integer,String,LocalizedString,LocalizedString,Integer,String,Integer,String,Integer,String,String,Integer,String,String,String
IceTurretUpgrades_37,37,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:1900,1762560,,15,977004,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,37688,226129,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,23,,,764100,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_38,38,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:831552,1762560,,15,1078427,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,41600,249599,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,24,,,930944,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_39,39,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2000,1762560,,15,1190380,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,45918,275508,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,24,,,1134248,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_40,40,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:913344,1762560,,15,1313954,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,50684,304105,0,0,,,component:0.12,piercing:249,experience:33600,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,25,,,1381920,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_41,41,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2100,2290604,,15,1450357,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,55945,335672,0,0,,,component:0.12,piercing:249,experience:35349,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,25,,,1683672,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_42,42,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:995136,2743903,,15,1600920,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,61752,370514,0,0,,,component:0.12,piercing:249,experience:42345,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,26,,,2051456,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_43,43,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2200,3197201,,15,1767114,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,68162,408973,0,0,,,component:0.12,piercing:249,experience:49340,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,26,,,2499420,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_44,44,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1076928,3650500,,15,1950560,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,75238,451427,0,0,,,component:0.12,piercing:249,experience:56335,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,27,,,3045312,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_45,45,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2300,4103799,,15,2153050,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,83048,498286,0,0,,,component:0.12,piercing:249,experience:63331,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,27,,,3710280,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_46,46,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1158720,4177339,,15,2376560,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,91669,550011,0,0,,,component:0.12,piercing:249,experience:70326,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,28,,,4520592,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_47,47,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2400,4314507,,15,2623276,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,101184,607105,0,0,,,component:0.12,piercing:249,experience:77321,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,28,,,4847740,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_48,48,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1240512,4553079,,15,2895603,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,111688,670126,0,0,,,component:0.12,piercing:249,experience:84317,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,29,,,4978760,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_49,49,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,iceShard:2500,4602106,,15,3196202,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,123282,739690,0,0,,,component:0.12,piercing:249,experience:91312,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,29,,,5109780,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,
IceTurretUpgrades_50,50,0,bld_attackShip_iceTurret_level05.lvl,stru_tower_lobLocators.lvl,piercing:1322304,4777719,,15,3528005,0.5,2,70,15,iceTurret,hpReduction:hpReduction27|slowAttack:slow01,136079,816477,0,0,,,component:0.12,piercing:249,experience:98307,,,hpReduction:hpReductionIceSpecial|slowAttack:slow01|iceShield:buildingsIceShield35|showBattleText:iceShieldText,1.5,1,2,1,90,bld_attackShip_death.lvl,1,Bone_turret,Ice Shield,,0,attack:attackAugmentStorm_01|health:healthAugmentStorm_01|specialAttack:specialAttackAugmentStorm_01,0,experience:0,30,,,5240800,bld_attackShipFriendly_iceTurret.lvl,bld_attackShipFriendly_death.lvl,!@#oollonflelgeamka
