identifier,inBundle,zip_files,h
ptl_ballistaSuper.part,0,defaultParticle.png|fx_ghost_skull.png|fx_splat_01.png|ptl_airBreath_litBluePuff_dif.png|ptl_ballistaSuper.part|ptl_ballistaSuper_LOD01.part,
prj_drg_seaGoddess.part,0,fx_Shield_water.png|fx_Smoke05_gry_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_lightning_4x1_aar.png|fx_water_splash_2x2.png|prj_drg_seaGoddess_LOD00.part|prj_drg_seaGoddess_LOD01.part|prj_drg_seaGoddess_LOD02.part|sucking.pod,
UI_wm_weakend.part,0,UI_wm_weakend_LOD00.part|defaultParticle.png|fx_smoke01_gry_Ssu.png,
spl_ferocious_barrier.part,0,fx_fire04_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_ring_03.png|fx_ripple_line.png|shield.pod|spl_ferocious_barrier_LOD00.part|spl_ferocious_barrier_LOD01.part|spl_ferocious_barrier_LOD02.part,
amb_env_snow_blown.part,0,amb_env_snow_blown_LOD00.part|fx_smoke01_gry_Ssu.png|fx_smoke_wispy_2x2.png,
spl_soulBarrage.part,0,fx_flare.png|fx_lightBeam_tapered.png|fx_smoke_wispy_2x2.png|spl_soulBarrage_LOD00.part,
imp_drg_starlight_space_hit.part,0,fx_debris_Cloud_01.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2_gry.png|imp_drg_starlight_space_hit_LOD00.part|imp_drg_starlight_space_hit_LOD01.part|imp_drg_starlight_space_hit_LOD02.part,
imp_drg_hover_miss.part,0,fx_fire04_Ssu.png|fx_smoke2x2_gry.png|imp_drg_hover_miss_LOD00.part|imp_drg_hover_miss_LOD01.part|imp_drg_hover_miss_LOD02.part,
amb_drg_neptune_eye.part,0,amb_drg_neptune_eye_LOD00.part|fx_flrstr01_Ssu_grey.png,
VFX_eventIsland_emerge_drain_splash_02.part,0,VFX_eventIsland_emerge_drain_splash_02_LOD00.part|VFX_eventIsland_emerge_drain_splash_02_LOD01.part|fx_smoke2x2.png|fx_waterSplash_round.png,
spl_pitilessWail_arrow.part,0,fx_UI_arrow_01.png|fx_ring_07.png|spl_pitilessWail_arrow_LOD00.part|spl_pitilessWail_arrow_LOD01.part|spl_pitilessWail_arrow_LOD02.part,
imp_drg_worldSerpent_hit.part,0,fx_fire03_Ssu.png|fx_flare_rays.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png|imp_drg_worldSerpent_hit_LOD00.part,
prj_drg_chroma.part,0,defaultParticle.png|fx_smoke01_gry_Ssu.png|prj_drg_chroma_LOD00.part|prj_drg_chroma_LOD01.part|prj_drg_chroma_LOD02.part,
amb_drg_undead_wraith_eyes.part,0,amb_drg_undead_wraith_eyes_LOD00.part|amb_drg_undead_wraith_eyes_LOD01.part|amb_drg_undead_wraith_eyes_LOD02.part|defaultParticle.png|fx_smoke_wispy_2x2.png,
amb_drg_furnace_smokeStack.part,0,amb_drg_furnace_smokeStack_LOD00.part|fx_smoke2x2.png,
spl_warcry.part,0,fx_dragon_anim.png|fx_flrstr01_Ssu_grey.png|fx_smoke_round.png|spl_warcry_LOD00.part|spl_warcry_LOD01.part|spl_warcry_LOD02.part,
imp_drg_japanStatue_hit.part,0,fx_fire03_Ssu.png|fx_smoke2x2.png|imp_drg_japanStatue_hit_LOD00.part|imp_drg_japanStatue_hit_LOD01.part|imp_drg_japanStatue_hit_LOD02.part,
ptl_shattershard_shatter.part,0,fx_crystals_3x2.png|ptl_airBreath_litBluePuff_dif.png|ptl_shattershard_shatter.part|ptl_shattershard_shatter_LOD00.part|ptl_shattershard_shatter_LOD01.part|ptl_shattershard_shatter_LOD02.part,
prj_drg_valentine_hunter_sorcerer.part,0,fx_Smoke04_gry_Ssu.png|fx_fire03_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_shapes_01.png|fx_valentines_heart.png|heart.pod|prj_drg_valentine_hunter_sorcerer_LOD00.part,
amb_drg_celestialWarrior_eyeGlows.part,0,amb_drg_celestialWarrior_eyeGlows.part,
imp_drg_lightspeed_hit.part,0,fx_flrstr01_Ssu_grey.png|fx_ring_01.png|fx_smoke01_gry_Ssu.png|imp_drg_lightspeed_hit_LOD00.part|imp_drg_lightspeed_hit_LOD01.part|imp_drg_lightspeed_hit_LOD02.part,
ptl_onHit_flameTurret_BasicAOE.part,0,fx_fire03_Ssu.png|fx_fireBall_01.png|ptl_airBreath_litBluePuff_dif.png|ptl_onHit_flameTurret_BasicAOE.part|ptl_onHit_flameTurret_BasicAOE_LOD01.part|ptl_onHit_flameTurret_BasicAOE_LOD02.part,
ptl_cannonSuper.part,1,fx_debris_woodChips_2x2.png|fx_flare.png|fx_flash_01.png|fx_ring_06.png|fx_ring_14.png|ptl_cannonSuper.part|ptl_cannonSuper_LOD01.part|ptl_cannonSuper_LOD02.part|waterSplash_01.png,
imp_drg_seaGoddess_miss.part,0,fx_fire03_Ssu.png|fx_smoke2x2.png|imp_drg_seaGoddess_miss_LOD00.part|imp_drg_seaGoddess_miss_LOD01.part|imp_drg_seaGoddess_miss_LOD02.part,
ptl_drg_shield_icon_01.part,0,fx_shields_1x2.png|ptl_drg_shield_icon_01.part,
ptl_drg_celestialDance_light_proj_impact_01.part,0,fx_ring_01.png|ptl_airBreath_litBluePuff_dif.png|ptl_drg_celestialDance_light_proj_impact_01.part|ptl_drg_celestialDance_light_proj_impact_01_LOD00.part|ptl_drg_celestialDance_light_proj_impact_01_LOD01.part|ptl_drg_celestialDance_light_proj_impact_01_LOD02.part,
ptl_drg_overcharge_flame_impact.part,0,fx_smoke_wispy_2x2.png|ptl_airBreath_bluePuff_dif.png|ptl_drg_overcharge_flame_impact_LOD00.part,
amb_drg_maskedKnight_eye_glow.part,0,amb_drg_maskedKnight_eye_glow.part|fx_flrstr01_Ssu_grey.png,
imp_drg_overcharge.part,0,fx_elect_blue_2x2.png|fx_flare.png|imp_drg_overcharge_LOD00.part|imp_drg_overcharge_LOD01.part|imp_drg_overcharge_LOD02.part|ptl_airBreath_bluePuff_dif.png,
amb_drg_goofy_bubbles.part,0,amb_drg_goofy_bubbles_LOD00.part|amb_drg_goofy_bubbles_LOD01.part|amb_drg_goofy_bubbles_LOD02.part|fx_bubble.png|fx_plantLife_2x2.png,
spl_gild_onBuilding.part,0,coin.pod|coin_pile.pod|fx_UI_elements_01.png|fx_coin_pile.png|fx_debris_Cloud_01.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|spl_gild_onBuilding_LOD00.part,
ptl_darkEnergy_initiate.part,0,fx_elect_02.png|fx_elect_03.png|fx_flare_03.png|fx_ring_03.png|fx_ring_14.png|fx_smoke2x2.png|ptl_darkEnergy_initiate.part|ptl_darkEnergy_initiate_LOD01.part|ptl_darkEnergy_initiate_LOD02.part,
spl_smother_charge.part,0,fx_flash_01.png|fx_smoke2x2_gry.png|spl_smother_charge_LOD00.part|spl_smother_charge_LOD01.part|spl_smother_charge_LOD02.part,
amb_chr_privateInvestigator_pipeSmoke.part,0,amb_chr_privateInvestigator_pipeSmoke.part|fx_cloud_storm_base_2x2.png|fx_smoke_wispy_2x2.png,
imp_drg_vikingValkyrie_hit.part,0,fx_elect_blue_2x2.png|fx_smoke01_gry_Ssu.png|imp_drg_vikingValkyrie_hit_LOD00.part|imp_drg_vikingValkyrie_hit_LOD01.part|imp_drg_vikingValkyrie_hit_LOD02.part,
VFX_gotcha_open_flash_03_super.part,0,VFX_gotcha_open_flash_03_super_LOD00.part|VFX_gotcha_open_flash_03_super_LOD01.part|defaultParticle.png|fx_elect_01.png|fx_fire04_Ssu.png|fx_flare.png|fx_light_ray_01.png,
imp_drg_invokeAssimilate.part,0,fx_flrstr01_Ssu_grey.png|fx_roots_01.png|fx_water_splash_2x2.png|imp_drg_invokeAssimilate_LOD00.part,
ptl_drg_celestialDance_dark_proj_impact_02.part,0,defaultParticle.png|fx_elect_01.png|fx_fire03_Ssu.png|ptl_airBreath_litBluePuff_dif.png|ptl_drg_celestialDance_dark_proj_impact_02.part|ptl_drg_celestialDance_dark_proj_impact_02_LOD00.part|ptl_drg_celestialDance_dark_proj_impact_02_LOD01.part|ptl_drg_celestialDance_dark_proj_impact_02_LOD02.part,
spl_harrowingBolt_onbuilding.part,0,fx_blackHole01_Ssu_gry.png|fx_fire02_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_lightning04_Ssu_rgb.png|fx_spark02_Ssu_RGB.png|spl_harrowingBolt_onbuilding.part|spl_harrowingBolt_onbuilding_LOD00.part|spl_harrowingBolt_onbuilding_LOD01.part|spl_harrowingBolt_onbuilding_LOD02.part,
spl_drg_petrifyingGaze_freeze.part,0,fx_BigCrystal_01.pod|fx_rock01_Ssu_gry.png|spl_drg_petrifyingGaze_freeze_LOD00.part|spl_drg_petrifyingGaze_freeze_LOD01.part|spl_drg_petrifyingGaze_freeze_LOD02.part,
UI_wm_worldsEnd_fog.part,0,UI_wm_worldsEnd_fog_LOD00.part|fx_smoke2x2.png,
spl_shadowDispersal_mist.part,0,fx_clouds_tiled.png|fx_flrstr01_Ssu_grey.png|fx_smoke01_gry_Ssu.png|fx_smoke_round.png|fx_smoke_wispy_2x2.png|spl_shadowDispersal_mist_LOD00.part|spl_shadowDispersal_mist_LOD01.part|spl_shadowDispersal_mist_LOD02.part,
amb_drg_chariot_bodyFire2.part,0,amb_drg_chariot_bodyFire2_LOD00.part|amb_drg_chariot_bodyFire2_LOD01.part|amb_drg_chariot_bodyFire2_LOD02.part|fx_fire02_Ssu.png|fx_hair_2x2.png|fx_smoke01_gry_Ssu.png,
prj_flack_Earth_flack.part,0,defaultParticle.png|fx_leaves.png|prj_flack_Earth_flack_LOD00.part|prj_flack_Earth_flack_LOD01.part|prj_flack_Earth_flack_LOD02.part,
VFX_gotcha_silver_chest_idle.part,0,VFX_gotcha_silver_chest_idle.part|defaultParticle.png|fx_flrstr01_Ssu_grey.png|fx_lightBeam01_gry_Ssu.png|fx_light_ray_01.png|fx_ring_02.png,
tectonicTomb_hover_projectile.part,0,fx_DustDebris02_Ssu_rgb.png|fx_smoke2x2.png|tectonicTomb_hover_projectile.part|tectonicTomb_hover_projectile_LOD00.part|tectonicTomb_hover_projectile_LOD01.part|tectonicTomb_hover_projectile_LOD02.part,
imp_etherealChains_onGround.part,0,fx_Chain_tile.png|fx_debris_woodChips_2x2.png|fx_flrstr01_Ssu_grey.png|imp_etherealChains_onGround_LOD00.part|imp_etherealChains_onGround_LOD01.part|imp_etherealChains_onGround_LOD02.part,
ptl_onHit_flameTurret_SuperAOE.part,0,fx_debris_woodChips_2x2.png|fx_fire04_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|ptl_onHit_flameTurret_SuperAOE.part|ptl_onHit_flameTurret_SuperAOE_LOD01.part|ptl_onHit_flameTurret_SuperAOE_LOD02.part,
spl_foxfireBolt_sphere.part,0,fx_flrstr01_Ssu_grey.png|fx_scorch_burn_2x2_Aar.png|fx_spiral_02.png|fx_wave_01.png|spl_foxfireBolt_sphere_LOD00.part|spl_foxfireBolt_sphere_LOD01.part|spl_foxfireBolt_sphere_LOD02.part,
ptl_shield_crystalShield_Destruct.part,0,fx_crystals_3x2.png|ptl_airBreath_litBluePuff_dif.png|ptl_shield_crystalShield_Destruct_LOD00.part|ptl_shield_crystalShield_Destruct_LOD01.part|ptl_shield_crystalShield_Destruct_LOD02.part,
spl_sandblast_building_debuff.part,0,fx_debris_Cloud_01.png|fx_dust2x2.png|spl_sandblast_building_debuff_LOD00.part|spl_sandblast_building_debuff_LOD01.part|spl_sandblast_building_debuff_LOD02.part,
prj_drg_elven.part,0,fx_fire01_Ssu.png|fx_smoke_directional.png|prj_drg_elven_LOD00.part|prj_drg_elven_LOD01.part|prj_drg_elven_LOD02.part,
prj_drg_seaAngler.part,0,fx_debris_Cloud_01.png|fx_smoke01_gry_Ssu.png|fx_water_splash_2x2.png|prj_drg_seaAngler_LOD00.part|prj_drg_seaAngler_LOD01.part|prj_drg_seaAngler_LOD02.part,
imp_drg_voidCyclops_miss.part,0,fx_dust2x2.png|fx_flare.png|fx_smoke2x2_gry.png|imp_drg_voidCyclops_miss_LOD00.part|imp_drg_voidCyclops_miss_LOD01.part|imp_drg_voidCyclops_miss_LOD02.part,
spl_silentSwoop_Buff.part,0,fx_flrstr01_Ssu_grey.png|spl_silentSwoop_Buff_LOD00.part|spl_silentSwoop_Buff_LOD01.part|spl_silentSwoop_Buff_LOD02.part,
imp_drg_jungleSorcerer_hit.part,0,fx_Smoke05_gry_Ssu.png|fx_flare_rays.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png|imp_drg_jungleSorcerer_hit_LOD00.part|imp_drg_jungleSorcerer_hit_LOD01.part|imp_drg_jungleSorcerer_hit_LOD02.part,
imp_drg_dwarfGold_hit.part,0,fx_flare_rays.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png|imp_drg_dwarfGold_hit_LOD00.part|imp_drg_dwarfGold_hit_LOD01.part|imp_drg_dwarfGold_hit_LOD02.part,
ptl_southernCross_sphere_dark.part,0,fx_debris_Cloud_01.png|fx_flare_randRot_2x2.png|fx_flrstr01_Ssu_grey.png|fx_spiral_01.png|ptl_southernCross_sphere_dark.part|ptl_southernCross_sphere_dark_LOD00.part|ptl_southernCross_sphere_dark_LOD01.part|ptl_southernCross_sphere_dark_LOD02.part,
ptl_elementalFlakEarthSuperShot.part,0,defaultParticle.png|fx_flare_03.png|fx_flash_01.png|fx_light_ray_02.png|fx_smoke_round.png|ptl_elementalFlakEarthSuperShot.part,
trebuchet_explosion02.part,0,fx_fireBall_01.png|fx_flash_01.png|fx_smoke2x2.png|trebuchet_explosion02_LOD00.part|trebuchet_explosion02_LOD01.part,
elementalFlakWindProjectile.part,0,elementalFlakWindProjectile.part|fx_smoke2x2.png,
UI_wm_amb_prop_beast_backGlow.part,0,UI_wm_amb_prop_beast_backGlow_LOD00.part|fx_flare.png|fx_ring_15.png,
ptl_chinese_fireBall_temp.part,0,fx_fire04_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_flash_01.png|fx_ring_glint_01.png|ptl_chinese_fireBall_temp.part|ptl_chinese_fireBall_temp_LOD01.part|ptl_chinese_fireBall_temp_LOD02.part,
ptl_drg_summersPurification_impact_01.part,0,fx_fire02_Ssu.png|fx_flare.png|fx_smoke2x2_gry.png|ptl_drg_summersPurification_impact_01_LOD00.part|ptl_drg_summersPurification_impact_01_LOD01.part|ptl_drg_summersPurification_impact_01_LOD02.part,
spl_bloodFury_bloodBall.part,0,fx_smoke01_gry_Ssu.png|fx_water_splash_2x2.png|spl_bloodFury_bloodBall_LOD00.part|spl_bloodFury_bloodBall_LOD01.part,
spl_huntersMark_apply.part,0,defaultParticle.png|fx_UI_health.png|fx_UI_rage.png|fx_ring_02.png|spl_huntersMark_apply_LOD00.part|spl_huntersMark_apply_LOD01.part|spl_huntersMark_apply_LOD02.part,
spl_deathsDoor.part,0,fx_fire02_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_ghost.png|spl_deathsDoor_LOD00.part|spl_deathsDoor_LOD01.part|spl_deathsDoor_LOD02.part,
spl_solarVolley_fade.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_flash_01.png|fx_lava.png|fx_smoke_wispy_2x2.png|spl_solarVolley_fade_LOD00.part|spl_solarVolley_fade_LOD01.part|spl_solarVolley_fade_LOD02.part,
UI_wm_battleFireBreath.part,0,UI_wm_battleFireBreath_LOD00.part|fx_fire01_Ssu.png,
prj_drg_obsidianWarrior.part,0,defaultParticle.png|fx_fire01_Ssu.png|fx_fire02_Ssu.png|fx_smoke01_gry_Ssu.png|fx_smoke2x2_gry.png|prj_drg_obsidianWarrior_LOD00.part|prj_drg_obsidianWarrior_LOD01.part|prj_drg_obsidianWarrior_LOD02.part|prj_drg_obsidianWarrior_LOD05.part,
ptl_bld_IceShard_Impact_2.part,0,fx_crystals_3x2.png|fx_icePatch_02.png|icicle_3.pod|ptl_bld_IceShard_Impact_2.part|ptl_bld_IceShard_Impact_2_LOD00.part|ptl_bld_IceShard_Impact_2_LOD01.part|ptl_bld_IceShard_Impact_2_LOD02.part,
ptl_drg_ghostfireWreath_explosion_01.part,0,fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png|fx_smoke_wispy_2x2.png|ptl_drg_ghostfireWreath_explosion_01_LOD00.part|ptl_drg_ghostfireWreath_explosion_01_LOD01.part|ptl_drg_ghostfireWreath_explosion_01_LOD02.part,
prj_drg_owl_v2.part,0,defaultParticle.png|fx_smoke01_gry_Ssu.png|prj_drg_owl_v2_LOD00.part|prj_drg_owl_v2_LOD01.part|prj_drg_owl_v2_LOD02.part,
amb_drg_golemDark_headFire_embers.part,0,amb_drg_golemDark_headFire_embers_LOD00.part|amb_drg_golemDark_headFire_embers_LOD01.part|amb_drg_golemDark_headFire_embers_LOD02.part,
prj_drg_gild.part,0,fx_UI_elements_01.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|prj_drg_gild_LOD00.part|prj_drg_gild_LOD01.part|prj_drg_gild_LOD02.part,
spl_roarFromBeyond.part,0,fx_UI_arrow_01.png|fx_debris_Cloud_01.png|fx_flrstr01_Ssu_grey.png|fx_smoke_Distortion.png|spl_roarFromBeyond_LOD00.part|spl_roarFromBeyond_LOD01.part|spl_roarFromBeyond_LOD02.part,
amb_drg_cosmic_space_wing_2.part,0,amb_drg_cosmic_space_wing_2_LOD00.part|amb_drg_cosmic_space_wing_2_LOD01.part|amb_drg_cosmic_space_wing_2_LOD02.part|fx_dust2x2.png|fx_flrstr01_Ssu_grey.png,
spl_giftGiven.part,0,fx_giftBox_geo.png|fx_icePatch_01.png|fx_xmasLights.png|gift_box.pod|spl_giftGiven_LOD00.part|spl_giftGiven_LOD01.part|spl_giftGiven_LOD02.part|xMasLights.pod,
amb_drg_celestialCorrupt_mouthGlow.part,0,amb_drg_celestialCorrupt_mouthGlow.part|fx_smoke01_gry_Ssu.png,
prj_drg_goofy_hippo.part,0,fx_dust2x2.png|fx_plantLife_2x2.png|fx_water_splash_2x2.png|prj_drg_goofy_hippo_LOD00.part|prj_drg_goofy_hippo_LOD01.part|prj_drg_goofy_hippo_LOD02.part|ptl_shrapnel.png,
spl_cripplingChill_building_impact.part,0,fx_ring_01.png|fx_snowflakes_01.png|ptl_airBreath_litBluePuff_dif.png|spl_cripplingChill_building_impact_LOD00.part|spl_cripplingChill_building_impact_LOD01.part|spl_cripplingChill_building_impact_LOD02.part,
ptl_drg_northernLights_dark_blast_01.part,0,fx_flare.png|fx_flrstr01_Ssu_grey.png|fx_ring_11.png|ptl_drg_northernLights_dark_blast_01.part|ptl_drg_northernLights_dark_blast_01_LOD00.part|ptl_drg_northernLights_dark_blast_01_LOD01.part|ptl_drg_northernLights_dark_blast_01_LOD02.part,
chinese_fireball_slowtower_NEW.part,0,chinese_fireball_slowtower_NEW_LOD00.part|chinese_fireball_slowtower_NEW_LOD01.part|fx_explosion_Ssu.png|fx_smoke2x2.png,
spl_burningHatred.part,0,fx_fire03_Ssu.png|fx_flash_01.png|spl_burningHatred_LOD00.part|spl_burningHatred_LOD01.part|spl_burningHatred_LOD02.part,
ptl_drg_piercing_flame_01.part,0,defaultParticle.png|fx_beamLaser1x4_Ssu_gry.png|fx_flareLens2x2_rgb_Ssu.png|fx_flash_01.png|ptl_drg_piercing_flame_01.part|ptl_drg_piercing_flame_01_LOD00.part|ptl_drg_piercing_flame_01_LOD01.part|ptl_drg_piercing_flame_01_LOD02.part,
ptl_shield_crystalShield_part0.part,0,fx_crystals_3x2.png|fx_crystals_base.png|fx_flare_rays.png|ptl_shield_crystalShield_part0.part|ptl_shield_crystalShield_part0_LOD00.part|ptl_shield_crystalShield_part0_LOD01.part|ptl_shield_crystalShield_part0_LOD02.part,
spl_cosmicGaze_heal.part,0,fx_UI_health.png|fx_ring_02.png|spl_cosmicGaze_heal_LOD00.part,
ptl_redPentagram.part,0,fx_pentagram.png|fx_ring_05.png|ptl_redPentagram.part|ptl_redPentagram_LOD01.part,
ice_dragon_flame.part,0,fx_fire04_Ssu.png|fx_smoke2x2.png|ice_dragon_flame_LOD00.part|ice_dragon_flame_LOD01.part,
ptl_onHit_elementalFlakEarthSuper.part,0,fx_flrstr01_Ssu_grey.png|fx_leaves.png|fx_ring_01.png|ptl_onHit_elementalFlakEarthSuper.part|ptl_onHit_elementalFlakEarthSuper_LOD01.part|ptl_onHit_elementalFlakEarthSuper_LOD02.part,
imp_drg_prism_miss.part,0,fx_crystalShards_2x3.png|fx_smoke2x2.png|imp_drg_prism_miss_LOD00.part|imp_drg_prism_miss_LOD01.part|imp_drg_prism_miss_LOD02.part,
spl_kitsuneMischief_shadow.part,0,fx_flare.png|fx_flare_03.png|fx_flrstr01_Ssu_grey.png|fx_ring_01.png|fx_smoke_Distortion.png|spl_kitsuneMischief_shadow_LOD00.part|spl_kitsuneMischief_shadow_LOD01.part|spl_kitsuneMischief_shadow_LOD02.part,
amb_drg_undead_wraith_bodyWisps_v2.part,0,amb_drg_undead_wraith_bodyWisps_v2_LOD00.part|amb_drg_undead_wraith_bodyWisps_v2_LOD01.part|amb_drg_undead_wraith_bodyWisps_v2_LOD02.part|fx_Chain_tile.png|fx_Smoke04_gry_Ssu.png,
spl_ferocious_barrier_death.part,0,fx_fire04_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_ring_03.png|fx_ripple_line.png|shield.pod|spl_ferocious_barrier_death_LOD00.part|spl_ferocious_barrier_death_LOD01.part|spl_ferocious_barrier_death_LOD02.part,
proj_drg_lightspeed.part,0,fx_smoke2x2.png|fx_wave_01.png|proj_drg_lightspeed_LOD00.part,
elementalFlakFireProjectile.part,0,elementalFlakFireProjectile.part|fx_smoke2x2.png,
amb_chr_maskedLady_fireEyes.part,0,amb_chr_maskedLady_fireEyes.part|fx_fire02_Ssu.png,
imp_drg_celestialCorrupt_miss.part,0,fx_dust2x2.png|fx_flareLens2x2_rgb_Ssu.png|fx_smoke01_gry_Ssu.png|imp_drg_celestialCorrupt_miss_LOD00.part|imp_drg_celestialCorrupt_miss_LOD01.part|imp_drg_celestialCorrupt_miss_LOD02.part,
spl_giftGiven_sparkles.part,0,fx_flrstr01_Ssu_grey.png|spl_giftGiven_sparkles_LOD00.part|spl_giftGiven_sparkles_LOD01.part,
prj_drg_gladiator.part,0,fx_dust2x2.png|fx_fire01_Ssu.png|fx_smoke01_gry_Ssu.png|prj_drg_gladiator_LOD01.part|prj_drg_gladiator_LOD02.part,
amb_drg_viking_headGlow.part,0,amb_drg_viking_headGlow.part|fx_flrstr01_Ssu_grey.png,
spl_ferociousDive_active.part,0,fx_debris_Cloud_01.png|fx_flareLens2x2_rgb_Ssu.png|fx_waterSplash_round.png|fx_water_ripple_01.png|fx_water_splash_2x2.png|spl_ferociousDive_active_LOD00.part|spl_ferociousDive_active_LOD01.part|spl_ferociousDive_active_LOD02.part,
UI_wm_locator_poachers.part,0,UI_wm_locator_poachers_LOD00.part|defaultParticle.png|fx_light_ray_02.png,
imp_drg_swampWar_hit.part,0,fx_flare.png|fx_leaves.png|fx_smoke2x2_gry.png|imp_drg_swampWar_hit_LOD00.part|imp_drg_swampWar_hit_LOD01.part|imp_drg_swampWar_hit_LOD02.part,
amb_env_snow_drift_ground.part,0,amb_env_snow_drift_ground_LOD00.part|fx_dust2x2.png|fx_smoke_wispy_2x2.png,
ptl_IceTurret_iceShield.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_snowflakes_01.png|ptl_IceTurret_iceShield.part|ptl_airBreath_litBluePuff_dif.png,
VFX_gotcha_item_bkgnd_03.part,0,VFX_gotcha_item_bkgnd_03_LOD00.part|VFX_gotcha_item_bkgnd_03_LOD01.part|defaultParticle.png|fx_elect_01.png|fx_fire04_Ssu.png|fx_flare.png|fx_light_ray_01.png,
spl_explosive_aegis_building_debuff.part,0,fx_fire01_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_smoke_wispy_2x2.png|spl_explosive_aegis_building_debuff_LOD00.part|spl_explosive_aegis_building_debuff_LOD01.part|spl_explosive_aegis_building_debuff_LOD02.part,
spl_smother_onBuilding.part,0,fx_dust2x2.png|spl_smother_onBuilding_LOD00.part|spl_smother_onBuilding_LOD01.part|spl_smother_onBuilding_LOD02.part,
prj_bld_ArcherNDE_blue_arrow_SUPER.part,0,fx_clouds_tiled.png|fx_flrstr01_Ssu_grey.png|fx_glsprt01_Ssu_gry.png|fx_light_ray_03.png|prj_bld_ArcherNDE_blue_arrow_SUPER_LOD00.part|prj_bld_ArcherNDE_blue_arrow_SUPER_LOD01.part|prj_bld_ArcherNDE_blue_arrow_SUPER_LOD02.part,
spl_deathKnell_wisp.part,0,spl_deathKnell_wisp_LOD00.part,
stable_lava_stream.part,0,defaultParticle.png|fx_beamLaser1x4_Ssu_gry.png|fx_smoke2x2_gry.png|stable_lava_stream_LOD00.part,
amb_env_smolder_field.part,0,amb_env_smolder_field_LOD00.part|amb_env_smolder_field_LOD01.part|amb_env_smolder_field_LOD02.part|fx_rock01_Ssu_gry.png|fx_smoke01_gry_Ssu.png|fx_smoke_wispy_2x2.png,
ptl_drg_energy_siphon_01.part,0,defaultParticle.png|fx_wave_01.png|ptl_drg_energy_siphon_01.part|ptl_drg_energy_siphon_01_LOD01.part,
prj_drg_acidSpit.part,0,fx_smoke2x2_gry.png|fx_water_splash_2x2.png|prj_drg_acidSpit_LOD00.part|prj_drg_acidSpit_LOD01.part|prj_drg_acidSpit_LOD02.part,
spl_vaporShield_supershot.part,0,fx_ring_13.png|fx_ring_glint_01.png|fx_smoke_wispy_2x2.png|fx_water_ripple_01.png|hemisphere_unwrapped.pod|spl_vaporShield_supershot_LOD00.part|spl_vaporShield_supershot_LOD01.part|spl_vaporShield_supershot_LOD02.part,
spl_drg_lightningSurge_impact.part,0,spl_drg_lightningSurge_impact_LOD00.part,
ptl_drg_chain_lightning_impact_01.part,0,defaultParticle.png|fx_elect_02.png|fx_elect_06.png|ptl_airBreath_litBluePuff_dif.png|ptl_drg_chain_lightning_impact_01.part|ptl_drg_chain_lightning_impact_01_LOD01.part,
spl_harrowingBolt_heal.part,0,fx_UI_health.png|fx_ring_02.png|spl_harrowingBolt_heal_LOD00.part,
ptl_iceShieldSuper_initiate.part,0,fx_flare_03.png|fx_ring_03.png|fx_ring_14.png|fx_smoke2x2.png|fx_spiral_02.png|ptl_iceShieldSuper_initiate.part,
amb_env_batDam_ground_smoke.part,0,amb_env_batDam_ground_smoke_LOD00.part|amb_env_batDam_ground_smoke_LOD01.part|amb_env_batDam_ground_smoke_LOD02.part|defaultParticle.png|fx_DustDebris02_Ssu_rgb.png|fx_fire02_Ssu.png|fx_smoke01_gry_Ssu.png|vfx_scorchmark_01.png,
ptl_bld_buffBeam.part,0,fx_line_gradSides.png|fx_spiral_02.png|ptl_bld_buffBeam.part,
ptl_ship_death_01.part,1,fx_flash_01.png|fx_waterSplash_round.png|fx_water_drops.png|ptl_ship_death_01.part|ptl_ship_death_01_LOD01.part,
amb_drg_chariot_bodyFire.part,0,amb_drg_chariot_bodyFire_LOD00.part|amb_drg_chariot_bodyFire_LOD01.part|amb_drg_chariot_bodyFire_LOD02.part|fx_fire02_Ssu.png|fx_hair_2x2.png|fx_smoke01_gry_Ssu.png,
spl_maskOfMania.part,0,fx_UI_health.png|fx_flrstr01_Ssu_grey.png|fx_spiral_02.png|spl_maskOfMania_LOD00.part|spl_maskOfMania_LOD01.part|spl_maskOfMania_LOD02.part,
imp_primalShield.part,0,fx_fire03_Ssu.png|fx_flrstr01_Ssu_grey.png|imp_primalShield_LOD00.part,
