identifier,inBundle,type,iapIdentifier,chainIdentifier,name,title,subtitle,enabled,eligibleForDailyOffer,revInCents,defaultLocalizedPrice,defaultLocalizedPriceValue,sale,sandboxNumber,backgroundImageFilename,itemImageFilename,itemImageFilenameV2,dailyOfferStoreImageFilename,dailyOfferFullScreenImageFilename,giftType,rewardIdentifier,useGenericPurchasedPopup,achievementsToMakeVisible,achievementsToMakeInvisible,purchaseTimes,contentImageFileName,multiplier,listPriority,shouldRestrictPurchaseIfContentsOwned,extraInfo,haveRightToLeftImage,skuTag,isGiftable,isOnlyGiftable,cooldownMinutes,isAtlasPack,selectablePack,selectableText,h
WM_EventElite_2a,0,ValuePack,atlas_event_elite_1a,WM_EventElite_2aChain,Atlas Elite Pack,Atlas Elite Pack,Get Atlas Buffs for 7 days!,1,0,350,$4.99,4.99,,0,valuePack_three_resources.png,valuePack_bg_Normal_item01.png,valuePack_three_resources.png,,,Silver,valuePack_wm_atlasElite_2a,0,worldMapUnlock,,,valuePack_7days_elite_v2.png,4,51,,,,,0,0,10080,1,,,
WM_EventElite_2b,0,ValuePack,atlas_event_elite_2b,WM_EventElite_2bChain,Atlas Event Elite,Atlas Event Elite,Increase points earned in this week's Primarch/Rider training event by 50%! (Does not stack),0,0,700,$9.99,9.99,,0,valuePack_bg_atlas_elite.png,valuePack_bg_Normal_item01.png,valuePack_bg_atlas_elite.png,,,Silver,valuePack_wm_atlasElite_2b,0,worldMapUnlock,,,valuePack_atlas_elite_content.png,4,51,,,,,0,0,,1,,,
WM_EventElite_2c,0,ValuePack,atlas_event_elite_2c,WM_EventElite_2cChain,Atlas Event Elite,Atlas Event Elite,Increase points earned in this week's Troop training event by 50%! (Does not stack),0,0,700,$9.99,9.99,,0,valuePack_bg_atlas_elite.png,valuePack_bg_Normal_item01.png,valuePack_bg_atlas_elite.png,,,Silver,valuePack_wm_atlasElite_2c,0,worldMapUnlock,,,valuePack_atlas_elite_content.png,4,51,,,,,0,0,,1,,,
WM_EventElite_2d,0,ValuePack,atlas_event_elite_2d,WM_EventElite_2dChain,Atlas Event Elite,Atlas Event Elite,Increase points earned in this week's Gear crafting event by 50%! (Does not stack),0,0,700,$9.99,9.99,,0,valuePack_bg_atlas_elite.png,valuePack_bg_Normal_item01.png,valuePack_bg_atlas_elite.png,,,Silver,valuePack_wm_atlasElite_2d,0,worldMapUnlock,,,valuePack_atlas_elite_content.png,4,51,,,,,0,0,,1,,,
WM_EventElite_3a,0,ValuePack,atlas_event_elite_3a,WM_EventElite_3aChain,Atlas Elite Pack,Atlas Elite Pack - 30 days,Get Atlas Buffs for 30 days!,1,0,1400,$19.99,19.99,,0,valuePack_three_resources02.png,valuePack_bg_Normal_item01.png,valuePack_three_resources02.png,,,Silver,valuePack_wm_atlasElite_3a,0,worldMapUnlock,,,valuePack_30days_elite_v2.png,4,52,,,,,0,0,43200,1,,,
WM_1a,0,ValuePack,wm_1a,wm1achain,Apprentice Pack,Apprentice Pack,Instant Rider Gear Crafting Materials and Scrolls!,1,0,1400,$19.99,19.99,,0,valuePack_gear_allshards-_tier1.png,valuePack_bg_normal02.png,valuePack_gear_allshards-_tier1.png,,,Gold,valuePack_wm_1a,0,level40,,,valuePack_craft_allshards_content03.png,3,65,,,,,0,0,,0,,,
WM_1b,0,ValuePack,wm_1b,wm1bchain,Atlas Infantry Pack 1,Atlas Infantry Pack 1,Get Bullhorns and Diamonds!,1,0,1400,$19.99,19.99,,0,valuePack_war_tier1.png,valuePack_bg_normal02.png,valuePack_war_tier1.png,,,Gold,valuePack_wm_1b,0,worldMapUnlock,,,valuePack_war_content01.png,3,61,,,,,0,0,,1,,,
WM_1c,0,ValuePack,wm_1c,wm1cchain,Atlas Squire Pack 1,Atlas Squire Pack 1,Get Dragon Rider Shards and Diamonds!,0,0,1400,$19.99,19.99,,0,valuePack_primarch_rider_tier1.png,valuePack_bg_normal02.png,valuePack_primarch_rider_tier1.png,,,Gold,valuePack_wm_1c,0,worldMapUnlock,,,valuePack_primarch_rider_tier1_content.png,3,63,,,,,0,0,,1,,,
WM_1d,0,ValuePack,wm_1d,wm1dchain,Atlas Infantry Pack 2,Atlas Infantry Pack 2,"Bullhorns to Summon Up To 60,000 Farmers for Troops!",0,0,1400,$19.99,19.99,,0,valuePack_war_tier1.png,valuePack_bg_normal02.png,valuePack_war_tier1.png,,,Gold,valuePack_wm_1d,0,worldMapUnlock,,,valuePack_war_content01.png,3,62,,,,,0,0,,1,,,
WM_1e,0,ValuePack,wm_1e,wm1echain,Atlas Squire Pack 2,Atlas Squire Pack 2,Get Dragon Rider Shards and Diamonds!,0,0,1400,$19.99,19.99,,0,valuePack_primarch_rider_tier1.png,valuePack_bg_normal02.png,valuePack_primarch_rider_tier1.png,,,Gold,valuePack_wm_1e,0,worldMapUnlock,,,valuePack_primarch_rider_tier1_content.png,3,64,,,,,0,0,,1,,,
WM_2a,0,ValuePack,wm_2a,wm2achain,Blacksmith Pack,Blacksmith Pack,Even More Rider Gear Crafting Materials and Scrolls!,1,0,3500,$49.99,49.99,,0,valuePack_gear_allshards-_tier2.png,valuePack_bg_normal03.png,valuePack_gear_allshards-_tier2.png,,,Gold,valuePack_wm_2a,0,level40,,,valuePack_craft_allshards_content02.png,3.4,74,,,,,0,0,,0,,,
WM_2b,0,ValuePack,wm_2b,wm2bchain,Atlas Century Pack 1,Atlas Century Pack 1,Get More Bullhorns and Diamonds!,1,0,3500,$49.99,49.99,,0,valuePack_war_tier2.png,valuePack_bg_normal03.png,valuePack_war_tier2.png,,,Gold,valuePack_wm_2b,0,worldMapUnlock,,,valuePack_war_content02.png,3.4,70,,,,,0,0,,1,,,
WM_2c,0,ValuePack,wm_2c,wm2cchain,Atlas Warrior Pack 1,Atlas Warrior Pack 1,Get More Dragon Rider Shards and Diamonds!,0,0,3500,$49.99,49.99,,0,valuePack_primarch_rider_tier2.png,valuePack_bg_normal03.png,valuePack_primarch_rider_tier2.png,,,Gold,valuePack_wm_2c,0,worldMapUnlock,,,valuePack_primarch_rider_tier2_content.png,3.4,72,,,,,0,0,,1,,,
WM_2d,0,ValuePack,wm_2d,wm2dchain,Atlas Century Pack 2,Atlas Century Pack 2,"Bullhorns to Summon Up To 160,000 Farmers for Troops!",0,0,3500,$49.99,49.99,,0,valuePack_war_tier2.png,valuePack_bg_normal03.png,valuePack_war_tier2.png,,,Gold,valuePack_wm_2d,0,worldMapUnlock,,,valuePack_war_content02.png,3.4,71,,,,,0,0,,1,,,
WM_2e,0,ValuePack,wm_2e,wm2echain,Atlas Warrior Pack 2,Atlas Warrior Pack 2,Get More Dragon Rider Shards and Diamonds!,0,0,3500,$49.99,49.99,,0,valuePack_primarch_rider_tier2.png,valuePack_bg_normal03.png,valuePack_primarch_rider_tier2.png,,,Gold,valuePack_wm_2e,0,worldMapUnlock,,,valuePack_primarch_rider_tier2_content.png,3.4,73,,,,,0,0,,1,,,
WM_2f,0,ValuePack,wm_2f,wm2fchain,Elemental Crafting Pack 1,Elemental Crafting Pack 1,Choose your Crafting Shard,0,0,3500,$49.99,49.99,,0,valuePack_choose_shard01.png,valuePack_bg_normal03.png,valuePack_choose_shard01.png,,,Gold,valuePack_wm_2f,0,worldMapUnlock,,,valuePack_firegear_tier2_content.png,3.4,75,,,,,0,0,,1,1,Choose your Crafting Shard,
WM_2g,0,ValuePack,wm_2g,wm2gchain,Earth Gear Pack 1,Earth Gear Pack 1,Get Earth Gear Crafting Materials!,0,0,3500,$49.99,49.99,,0,valuePack_earthgear_tier2.png,valuePack_bg_normal03.png,valuePack_earthgear_tier2.png,,,Gold,valuePack_wm_2g,0,worldMapUnlock,,,valuePack_earthgear_tier2_content.png,3.4,76,,,,,0,0,,1,1,Choose your Crafting Shard,
WM_2h,0,ValuePack,wm_2h,wm2hchain,Wind Gear Pack 1,Wind Gear Pack 1,Get Wind Gear Crafting Materials!,0,0,3500,$49.99,49.99,,0,valuePack_windgear_tier2.png,valuePack_bg_normal03.png,valuePack_windgear_tier2.png,,,Gold,valuePack_wm_2h,0,worldMapUnlock,,,valuePack_windgear_tier2_content.png,3.4,77,,,,,0,0,,1,1,Choose your Crafting Shard,
WM_2i,0,ValuePack,wm_2i,wm2ichain,Ice Gear Pack 1,Ice Gear Pack 1,Get Ice Gear Crafting Materials!,0,0,3500,$49.99,49.99,,0,valuePack_icegear_tier2.png,valuePack_bg_normal03.png,valuePack_icegear_tier2.png,,,Gold,valuePack_wm_2i,0,worldMapUnlock,,,valuePack_icegear_tier2_content.png,3.4,78,,,,,0,0,,1,1,Choose your Crafting Shard,
WM_2j,0,ValuePack,wm_2j,wm2jchain,Dark Gear Pack 1,Dark Gear Pack 1,Get Dark Gear Crafting Materials!,0,0,3500,$49.99,49.99,,0,valuePack_darkgear_tier2.png,valuePack_bg_normal03.png,valuePack_darkgear_tier2.png,,,Gold,valuePack_wm_2j,0,worldMapUnlock,,,valuePack_darkgear_tier2_content.png,3.4,79,,,,,0,0,,1,1,Choose your Crafting Shard,
WM_2k,0,ValuePack,wm_2k,wm2kchain,Atlas Monthly Pack,Atlas Monthly Pack,Atlas Monthly Pack,0,0,3500,$49.99,49.99,,0,valuePack_diamond_tier2.png,valuePack_bg_normal03.png,valuePack_diamond_tier2.png,,,Gold,valuePack_wm_2k,0,worldMapUnlock,,,valuePack_diamond_tier2_content.png,6.7,78,,,,NEW!,0,0,43200,1,,,
WM_2l,0,ValuePack,wm_2l,wm2lchain,Atlas Rare Earth Gear Set,Atlas Rare Earth Gear Set,Includes enough shards to upgrade all pieces to max level!,0,0,3500,$49.99,49.99,,0,valuePack_earthgear_fullset_rare.png,valuePack_bg_normal03.png,valuePack_earthgear_fullset_rare.png,,,Gold,valuePack_wm_2l,0,worldMapUnlock,,1,valuePack_earthgear_fullset_rare_content.png,3.4,77,,,,NEW!,0,0,,1,,,
WM_2m,0,ValuePack,wm_2m,wm2mchain,Atlas Ice Shard Pack 1,Atlas Ice Shard Pack 1,Atlas Ice Shard Pack 1,0,0,3500,$49.99,49.99,,0,valuePack_icegear_one_element_tier2.png,valuePack_bg_normal03.png,valuePack_icegear_one_element_tier2.png,,,Gold,valuePack_wm_2m,0,worldMapUnlock,,,valuePack_icegear_one_element_tier2_content.png,3.4,75,,,,,0,0,,1,,,
WM_2n,0,ValuePack,wm_2n,wm2nchain,Atlas Earth Shard Pack 1,Atlas Earth Shard Pack 1,Atlas Earth Shard Pack 1,0,0,3500,$49.99,49.99,,0,valuePack_earthgear_one_element_tier2.png,valuePack_bg_normal03.png,valuePack_earthgear_one_element_tier2.png,,,Gold,valuePack_wm_2n,0,worldMapUnlock,,,valuePack_earthgear_one_element_tier2_content.png,3.4,76,,,,,0,0,,1,,,
WM_3a,0,ValuePack,wm_3a,wm3achain,Forgemaster Pack,Forgemaster Pack,The Most Rider Gear Crafting Materials and Scrolls!,1,0,7000,$99.99,99.99,,0,valuePack_gear_allshards-_tier3.png,valuePack_bg_normal04.png,valuePack_gear_allshards-_tier3.png,,,Gold,valuePack_wm_3a,0,level40,,,valuePack_craft_allshards_content03.png,4,84,,,,,0,0,,0,,,
WM_3b,0,ValuePack,wm_3b,wm3bchain,Atlas Legion Pack 1,Atlas Legion Pack 1,Get tons of Bullhorns and Diamonds!,1,0,7000,$99.99,99.99,,0,valuePack_war_tier3.png,valuePack_bg_normal04.png,valuePack_war_tier3.png,,,Gold,valuePack_wm_3b,0,worldMapUnlock,,,valuePack_war_content03.png,4,80,,,,,0,0,,1,,,
WM_3c,0,ValuePack,wm_3c,wm3cchain,Atlas Dragon Rider Pack 1,Atlas Dragon Rider Pack 1,Get tons of Dragon Rider Shards and Diamonds!,0,0,7000,$99.99,99.99,,0,valuePack_primarch_rider_tier3.png,valuePack_bg_normal04.png,valuePack_primarch_rider_tier3.png,,,Gold,valuePack_wm_3c,0,worldMapUnlock,,,valuePack_primarch_rider_tier3_content.png,4,82,,,,,0,0,,1,,,
WM_3d,0,ValuePack,wm_3d,wm3dchain,Atlas Legion Pack 2,Atlas Legion Pack 2,"Bullhorns to Summon Up To 360,000 Farmers for Troops!",0,0,7000,$99.99,99.99,,0,valuePack_war_tier3.png,valuePack_bg_normal04.png,valuePack_war_tier3.png,,,Gold,valuePack_wm_3d,0,worldMapUnlock,,,valuePack_war_content03.png,4,81,,,,,0,0,,1,,,
WM_3e,0,ValuePack,wm_3e,wm3echain,Atlas Dragon Rider Pack 2,Atlas Dragon Rider Pack 2,Get tons of Dragon Rider Shards and Diamonds!,0,0,7000,$99.99,99.99,,0,valuePack_primarch_rider_tier3.png,valuePack_bg_normal04.png,valuePack_primarch_rider_tier3.png,,,Gold,valuePack_wm_3e,0,worldMapUnlock,,,valuePack_primarch_rider_tier3_content.png,4,83,,,,,0,0,,1,,,
WM_3f,0,ValuePack,wm_3f,wm3fchain,Elemental Crafting Pack 2,Elemental Crafting Pack 2,Choose your Crafting Shard,0,0,7000,$99.99,99.99,,0,valuePack_choose_shard02.png,valuePack_bg_normal04.png,valuePack_choose_shard02.png,,,Gold,valuePack_wm_3f,0,worldMapUnlock,,,valuePack_firegear_tier3_content.png,4,85,,,,,0,0,,1,2,Choose your Crafting Shard,
WM_3g,0,ValuePack,wm_3g,wm3gchain,Earth Gear Pack 2,Earth Gear Pack 2,Get Earth Gear Crafting Materials!,0,0,7000,$99.99,99.99,,0,valuePack_earthgear_tier3.png,valuePack_bg_normal04.png,valuePack_earthgear_tier3.png,,,Gold,valuePack_wm_3g,0,worldMapUnlock,,,valuePack_earthgear_tier3_content.png,4,86,,,,,0,0,,1,2,Choose your Crafting Shard,
WM_3h,0,ValuePack,wm_3h,wm3hchain,Wind Gear Pack 2,Wind Gear Pack 2,Get Wind Gear Crafting Materials!,0,0,7000,$99.99,99.99,,0,valuePack_windgear_tier3.png,valuePack_bg_normal04.png,valuePack_windgear_tier3.png,,,Gold,valuePack_wm_3h,0,worldMapUnlock,,,valuePack_windgear_tier3_content.png,4,87,,,,,0,0,,1,2,Choose your Crafting Shard,
WM_3i,0,ValuePack,wm_3i,wm3ichain,Ice Gear Pack 2,Ice Gear Pack 2,Get Ice Gear Crafting Materials!,0,0,7000,$99.99,99.99,,0,valuePack_icegear_tier3.png,valuePack_bg_normal04.png,valuePack_icegear_tier3.png,,,Gold,valuePack_wm_3i,0,worldMapUnlock,,,valuePack_icegear_tier3_content.png,4,88,,,,,0,0,,1,2,Choose your Crafting Shard,
WM_3j,0,ValuePack,wm_3j,wm3jchain,Dark Gear Pack 2,Dark Gear Pack 2,Get Dark Gear Crafting Materials!,0,0,7000,$99.99,99.99,,0,valuePack_darkgear_tier3.png,valuePack_bg_normal04.png,valuePack_darkgear_tier3.png,,,Gold,valuePack_wm_3j,0,worldMapUnlock,,,valuePack_darkgear_tier3_content.png,4,89,,,,,0,0,,1,2,Choose your Crafting Shard,
WM_3k,0,ValuePack,wm_3k,wm3kchain,Atlas Monthly Pack 2,Atlas Monthly Pack 2,Atlas Monthly Pack 2,0,0,7000,$99.99,99.99,,0,valuePack_diamond_tier3.png,valuePack_bg_normal04.png,valuePack_diamond_tier3.png,,,Gold,valuePack_wm_3k,0,worldMapUnlock,,,valuePack_diamond_tier3_content.png,10,88,,,,NEW!,0,0,43200,1,,,
WM_3l,0,ValuePack,wm_3l,wm3lchain,Atlas Epic Gear Set,Atlas Epic Gear Set,Includes enough shards to upgrade all pieces to max level!,0,0,7000,$99.99,99.99,,0,valuePack_firegear_one_element_tier2.png,valuePack_bg_normal03.png,valuePack_firegear_one_element_tier2.png,,,Gold,valuePack_wm_3l,0,worldMapUnlock,,1,valuePack_firegear_one_element_tier3_content.png,4,87,,,,NEW!,0,0,,1,,,
WM_3m,0,ValuePack,wm_3m,wm3mchain,Atlas Ice Shard Pack 2,Atlas Ice Shard Pack 2,Atlas Ice Shard Pack 2,0,0,7000,$99.99,99.99,,0,valuePack_icegear_one_element_tier3.png,valuePack_bg_normal04.png,valuePack_icegear_one_element_tier3.png,,,Gold,valuePack_wm_3m,0,worldMapUnlock,,,valuePack_icegear_one_element_tier3_content.png,4,85,,,,,0,0,,1,,,
WM_3n,0,ValuePack,wm_3n,wm3nchain,Atlas Earth Shard Pack 2,Atlas Earth Shard Pack 2,Atlas Earth Shard Pack 2,0,0,7000,$99.99,99.99,,0,valuePack_earthgear_one_element_tier3.png,valuePack_bg_normal04.png,valuePack_earthgear_one_element_tier3.png,,,Gold,valuePack_wm_3n,0,worldMapUnlock,,,valuePack_earthgear_one_element_tier3_content.png,4,86,,,,,0,0,,1,,,
lp_1a,0,ValuePack,lp_1a,landingPageChain,Dragon Lord Starter Pack,Dragon Lord Starter Pack,Dragon Lord Starter Pack,1,0,350,$4.99,4.99,,0,valuePack_bg_normal01.png,valuePack_bg_Normal_item01.png,valuePack_bg_Normal_item01_v2.jpg,,,Silver,valuePackRewardlp_1a,0,,,,valuePack_normal_content01.png,3,50,,,,,0,0,,0,,,
st_patricks_day_pack,0,ValuePack,value_pack_10a,stPatricksDayChain,Pot of Gold Pack,Pot of Gold Pack,Celebrate St. Patrick's Day!,0,0,1400,$19.99,19.99,,0,WD_StPatricksValuePack_iap_front.png,valuePack_bg_Normal_item01.png,WD_StPatricksValuePack_iap_front.png,,,Gold,st_patricks_day_pack,0,,,1,WD_StPatricksValuePack_iap.png,4,6,,,,,0,0,,0,,,
lvl20_booster_pack,0,ValuePack,vp_seasonal1999,lvl20BoosterChain,Level 20 Booster Pack,Level 20 Booster Pack,Enough resources to speed you right through level 20!,0,0,1400,$19.99,19.99,,0,valuePack_bg_Normal_lvlBoost.png,valuePack_bg_Normal_item01.png,valuePack_bg_Normal_lvlBoost.png,,,Gold,lvl20_booster_pack,0,,,,valuePack_lvlBoost_content.png,10,6,,,,,0,0,,0,,,
crm_test_timer,0,ValuePack,value_pack_9c,crmTestPackChain1,Timer Pack,Timer Pack,Lots of Timers!,0,0,7000,$99.99,99.99,,0,WD_ImageRefresh_Timers_iap_front.png,valuePack_bg_Normal_item01.png,WD_ImageRefresh_Timers_iap_front.png,,,Gold,crm_test_pack2_alternate,0,,,1,WD_ImageRefresh_Timers_iap.png,4,2,,,,SALE!,0,0,,0,,,
crm_test_token,0,ValuePack,vp_seasonal9999,crmTestPackChain2,Breeding Token Pack,Breeding Token Pack,Lots of Breeding Tokens!,0,0,7000,$99.99,99.99,,0,WD_ImageRefresh_BreedingTokens_iap_front.png,valuePack_bg_Normal_item01.png,WD_ImageRefresh_BreedingTokens_iap_front.png,,,Gold,crm_test_pack2,0,,,1,WD_ImageRefresh_BreedingTokens_iap.png,4,3,,,,SALE!,0,0,,0,,,
med_miss_pack1,0,ValuePack,value_pack_7e,medMissPackChain1,Special Offer,Special Offer,Exclusive Limited Time Offer for You!,0,0,700,$9.99,9.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,,,Gold,med_miss_pack1,0,,,10,valuePack_normal_content04.png,5,1,,,,SALE!,0,0,,0,,,
med_miss_pack3,0,ValuePack,value_pack_10b,medMissPackChain3,Special Offer,Special Offer,Exclusive Limited Time Offer for You!,0,0,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,,,Gold,med_miss_pack3,0,,,5,valuePack_normal_content04.png,10,1,,,,SALE!,0,0,,0,,,
high_miss_pack1,0,ValuePack,vp_seasonal_2a,highMissPackChain1,Special Offer,Special Offer,Exclusive Limited Time Offer for You!,0,0,350,$4.99,4.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,,,Gold,high_miss_pack1,0,,,10,valuePack_normal_content04.png,6.7,1,,,,SALE!,0,0,,0,,,
redenvelope_pack,0,ValuePack,redenvelope_pack,redenvelopeChain,Holiday Gifts,Holiday Gifts,Celebrate the Holidays with Gifts!,0,0,350,$4.99,4.99,,0,valuePack_bg_Normal_giftingEvent.png,valuePack_bg_Normal_item01.png,valuePack_bg_Normal_giftingEvent.png,,,Gold,holidayGifting_pack,0,,,10,valuePack_gifting_content01.png,4,2,,,,SIGILS!,1,1,,0,,,
daily_offer_1a,0,ValuePack,daily_offer_1a,daily_offer_1a,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1a,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1b,0,ValuePack,daily_offer_1b,daily_offer_1b,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1b,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1c,0,ValuePack,daily_offer_1c,daily_offer_1c,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1c,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1d,0,ValuePack,daily_offer_1d,daily_offer_1d,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1d,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1e,0,ValuePack,daily_offer_1e,daily_offer_1e,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1e,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1f,0,ValuePack,daily_offer_1f,daily_offer_1f,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1f,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1g,0,ValuePack,daily_offer_1g,daily_offer_1g,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1g,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1h,0,ValuePack,daily_offer_1h,daily_offer_1h,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1h,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1i,0,ValuePack,daily_offer_1i,daily_offer_1i,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1i,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_1j,0,ValuePack,daily_offer_1j,daily_offer_1j,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,70,$0.99,0.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_1j,0,,,,valuePack_normal_content04.png,2,99,,,,,0,0,,0,,,
daily_offer_2a,0,ValuePack,daily_offer_2a,daily_offer_2a,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2a,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_2b,0,ValuePack,daily_offer_2b,daily_offer_2b,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2b,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_2c,0,ValuePack,daily_offer_2c,daily_offer_2c,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2c,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_2d,0,ValuePack,daily_offer_2d,daily_offer_2d,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2d,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_2e,0,ValuePack,daily_offer_2e,daily_offer_2e,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2e,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_2f,0,ValuePack,daily_offer_2f,daily_offer_2f,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2f,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
daily_offer_2g,0,ValuePack,daily_offer_2g,daily_offer_2g,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,140,$1.99,1.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_2g,0,,,,valuePack_normal_content04.png,2.2,99,,,,,0,0,,0,,,
